Season,Seed,TeamID
2013,W01,3163
2013,W02,3246
2013,W03,3314
2013,W04,3268
2013,W05,3277
2013,W06,3174
2013,W07,3173
2013,W08,3435
2013,W09,3386
2013,W10,3385
2013,W11,3452
2013,W12,3265
2013,W13,3346
2013,W14,3107
2013,W15,3298
2013,W16,3225
2013,X01,3323
2013,X02,3181
2013,X03,3401
2013,X04,3376
2013,X05,3160
2013,X06,3304
2013,X07,3329
2013,X08,3274
2013,X09,3234
2013,X10,3177
2013,X11,3151
2013,X12,3242
2013,X13,3355
2013,X14,3455
2013,X15,3214
2013,X16,3404
2013,Y01,3124
2013,Y02,3397
2013,Y03,3417
2013,Y04,3345
2013,Y05,3257
2013,Y06,3328
2013,Y07,3393
2013,Y08,3199
2013,Y09,3343
2013,Y10,3166
2013,Y11,3141
2013,Y12,3292
2013,Y13,3251
2013,Y14,3391
2013,Y15,3331
2013,Y16,3341
2013,Z01,3390
2013,Z02,3143
2013,Z03,3336
2013,Z04,3208
2013,Z05,3235
2013,Z06,3261
2013,Z07,3403
2013,Z08,3276
2013,Z09,3437
2013,Z10,3378
2013,Z11,3453
2013,Z12,3211
2013,Z13,3285
2013,Z14,3142
2013,Z15,3201
2013,Z16,3409
