Season,DayNum,WTeamID,LTeamID,CRType,CityID
2013,4,3112,3167,Regular,4021
2013,4,3116,3238,Regular,4119
2013,4,3119,3447,Regular,4333
2013,4,3120,3263,Regular,4287
2013,4,3124,3249,Regular,4362
2013,4,3129,3430,Regular,4257
2013,4,3131,3130,Regular,4039
2013,4,3140,3451,Regular,4282
2013,4,3141,3133,Regular,4265
2013,4,3143,3250,Regular,4027
2013,4,3145,3138,Regular,4049
2013,4,3148,3348,Regular,4179
2013,4,3151,3397,Regular,4068
2013,4,3153,3297,Regular,4072
2013,4,3156,3377,Regular,4075
2013,4,3158,3157,Regular,4064
2013,4,3165,3159,Regular,4144
2013,4,3169,3339,Regular,4249
2013,4,3173,3290,Regular,4071
2013,4,3174,3358,Regular,4240
2013,4,3177,3311,Regular,4071
2013,4,3180,3344,Regular,4281
2013,4,3182,3251,Regular,4270
2013,4,3184,3275,Regular,4291
2013,4,3187,3456,Regular,4369
2013,4,3191,3123,Regular,4227
2013,4,3194,3204,Regular,4334
2013,4,3197,3239,Regular,4168
2013,4,3200,3107,Regular,4003
2013,4,3203,3426,Regular,4363
2013,4,3205,3252,Regular,4034
2013,4,3207,3357,Regular,4363
2013,4,3209,3416,Regular,4258
2013,4,3211,3415,Regular,4294
2013,4,3214,3379,Regular,4150
2013,4,3216,3259,Regular,4364
2013,4,3220,3391,Regular,4092
2013,4,3221,3463,Regular,4372
2013,4,3229,3287,Regular,4423
2013,4,3232,3183,Regular,4344
2013,4,3233,3298,Regular,4238
2013,4,3234,3296,Regular,4162
2013,4,3243,3226,Regular,4211
2013,4,3248,3260,Regular,4105
2013,4,3253,3170,Regular,4198
2013,4,3254,3162,Regular,4239
2013,4,3257,3401,Regular,4203
2013,4,3265,3436,Regular,4275
2013,4,3267,3347,Regular,4158
2013,4,3268,3291,Regular,4077
2013,4,3272,3212,Regular,4213
2013,4,3274,3316,Regular,4084
2013,4,3276,3178,Regular,4010
2013,4,3279,3368,Regular,4260
2013,4,3280,3222,Regular,4332
2013,4,3281,3387,Regular,4081
2013,4,3288,3420,Regular,4022
2013,4,3292,3244,Regular,4228
2013,4,3294,3102,Regular,4134
2013,4,3295,3217,Regular,4117
2013,4,3301,3459,Regular,4287
2013,4,3304,3299,Regular,4195
2013,4,3305,3168,Regular,4290
2013,4,3307,3319,Regular,4004
2013,4,3310,3352,Regular,4221
2013,4,3313,3335,Regular,4244
2013,4,3314,3172,Regular,4061
2013,4,3321,3404,Regular,4113
2013,4,3322,3309,Regular,4237
2013,4,3323,3326,Regular,4440
2013,4,3324,3206,Regular,4295
2013,4,3329,3142,Regular,4335
2013,4,3330,3439,Regular,4031
2013,4,3331,3409,Regular,4351
2013,4,3334,3370,Regular,4313
2013,4,3337,3413,Regular,4090
2013,4,3349,3341,Regular,4157
2013,4,3350,3255,Regular,4292
2013,4,3351,3392,Regular,4337
2013,4,3362,3218,Regular,4304
2013,4,3365,3414,Regular,4311
2013,4,3369,3460,Regular,4054
2013,4,3371,3312,Regular,4320
2013,4,3372,3419,Regular,4231
2013,4,3373,3192,Regular,4003
2013,4,3375,3223,Regular,4157
2013,4,3376,3189,Regular,4079
2013,4,3390,3201,Regular,4331
2013,4,3396,3285,Regular,4266
2013,4,3400,3385,Regular,4092
2013,4,3402,3125,Regular,4309
2013,4,3405,3117,Regular,4346
2013,4,3408,3256,Regular,4237
2013,4,3412,3122,Regular,4030
2013,4,3418,3380,Regular,4024
2013,4,3424,3364,Regular,4188
2013,4,3427,3410,Regular,4302
2013,4,3434,3231,Regular,4357
2013,4,3438,3241,Regular,4067
2013,4,3443,3293,Regular,4229
2013,4,3449,3388,Regular,4313
2013,4,3452,3423,Regular,4224
2013,4,3454,3152,Regular,4071
2013,4,3461,3225,Regular,4186
2013,4,3464,3338,Regular,4270
2013,5,3135,3389,Regular,4281
2013,5,3149,3422,Regular,4013
2013,5,3150,3300,Regular,4066
2013,5,3171,3136,Regular,4317
2013,5,3173,3177,Regular,4071
2013,5,3219,3190,Regular,4152
2013,5,3246,3175,Regular,4193
2013,5,3266,3139,Regular,4215
2013,5,3269,3245,Regular,4007
2013,5,3278,3450,Regular,4216
2013,5,3301,3120,Regular,4287
2013,5,3311,3290,Regular,4071
2013,5,3328,3166,Regular,4255
2013,5,3345,3367,Regular,4365
2013,5,3374,3108,Regular,4088
