Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
1994,136,1133,66,1293,58,H,0,NIT
1994,136,1140,74,1113,67,H,0,NIT
1994,136,1155,96,1379,85,H,0,NIT
1994,136,1182,75,1150,73,H,0,NIT
1994,136,1201,79,1425,76,H,1,NIT
1994,136,1211,80,1390,76,A,0,NIT
1994,136,1243,78,1280,69,H,0,NIT
1994,136,1309,79,1401,73,H,0,NIT
1994,136,1321,69,1177,68,H,0,NIT
1994,136,1330,76,1264,74,H,0,NIT
1994,136,1373,76,1210,68,H,0,NIT
1994,136,1408,76,1191,63,A,0,NIT
1994,136,1435,77,1328,67,A,0,NIT
1994,136,1437,103,1145,79,H,0,NIT
1994,136,1452,85,1172,69,H,0,NIT
1994,136,1462,80,1275,68,H,0,NIT
1994,140,1133,79,1330,75,H,0,NIT
1994,140,1155,96,1452,79,A,0,NIT
1994,140,1201,68,1140,66,H,0,NIT
1994,140,1243,66,1211,64,H,0,NIT
1994,140,1373,89,1408,79,H,0,NIT
1994,140,1435,78,1309,59,H,0,NIT
1994,140,1437,82,1182,66,A,0,NIT
1994,140,1462,83,1321,79,A,1,NIT
1994,142,1243,115,1201,77,H,0,NIT
1994,142,1373,75,1133,62,H,0,NIT
1994,142,1435,89,1155,74,H,0,NIT
1994,142,1437,76,1462,74,H,0,NIT
1994,147,1435,82,1243,76,N,0,NIT
1994,147,1437,66,1373,58,N,0,NIT
1994,149,1373,92,1243,79,N,0,NIT
1994,149,1437,80,1435,73,N,0,NIT
