TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,22.43,47.86,15.75,30.11,6.68,17.75,12.71,18.14,5.86,22.43,15.43,11.93,6.21,2.54,17.43,22.14,53.86,13.82,29.21,8.32,24.64,12.18,17.14,11.71,22.86,14.25,12.96,5.57,3.25,18.32
1103,24.59,57.21,16.71,35.32,7.88,21.88,12.91,18.24,10.06,24.21,14.35,12.03,6.44,3.41,19.24,23.35,56.0,17.94,39.0,5.41,17.0,14.21,21.41,11.97,25.29,11.88,13.94,5.97,2.32,18.24
1104,24.88,55.91,20.78,42.19,4.09,13.72,12.81,17.72,12.59,24.06,12.41,14.19,9.25,5.22,18.41,20.44,53.31,15.16,36.72,5.28,16.59,13.09,19.66,12.22,21.22,10.28,15.5,6.09,3.97,16.25
1105,22.16,55.8,17.88,40.8,4.28,15.0,14.2,22.76,11.88,24.68,11.6,15.88,8.56,5.28,20.0,23.36,55.76,18.24,39.96,5.12,15.8,14.4,23.4,12.72,26.64,13.04,16.84,8.08,4.24,19.64
1106,20.91,52.56,16.09,36.09,4.81,16.47,14.94,24.53,13.31,22.28,11.62,15.72,7.31,4.56,22.31,20.5,49.66,15.16,34.84,5.34,14.81,18.09,26.16,11.25,23.5,11.62,15.59,7.41,2.62,20.47
1107,22.62,53.34,15.19,33.62,7.44,19.72,10.22,15.84,11.75,24.34,11.59,12.84,4.69,2.81,15.78,23.25,56.47,15.75,33.69,7.5,22.78,10.0,15.69,11.94,21.81,13.78,10.44,6.44,3.31,16.81
1108,21.93,59.43,17.79,46.61,4.14,12.82,17.64,27.89,10.54,24.89,9.11,16.89,7.79,3.68,21.79,28.32,64.07,21.96,44.25,6.36,19.82,17.64,27.0,15.14,30.93,17.11,15.36,8.43,4.75,22.18
1110,23.1,51.68,17.03,33.71,6.06,17.97,13.9,19.35,9.29,24.39,13.87,11.16,4.1,2.77,18.0,21.9,52.06,16.26,36.42,5.65,15.65,14.19,19.48,8.65,21.94,11.35,10.35,5.45,2.1,18.84
1111,24.93,55.41,18.79,37.07,6.14,18.34,15.48,21.72,10.17,23.21,10.14,12.69,5.66,2.66,17.34,27.34,58.21,21.07,40.0,6.28,18.21,12.38,17.86,10.45,23.86,14.34,12.03,6.21,2.55,18.93
1112,25.41,54.0,17.47,34.12,7.94,19.88,17.76,23.79,10.41,24.18,14.09,12.85,5.03,2.65,18.62,24.71,55.74,20.12,39.82,4.59,15.91,13.47,20.24,9.85,20.82,13.15,12.68,5.97,3.21,19.91
1113,23.19,54.0,15.45,31.94,7.74,22.06,9.84,15.68,9.35,22.61,14.94,12.23,6.32,3.71,18.52,22.84,53.29,16.23,34.16,6.61,19.13,14.58,20.94,11.13,24.42,14.39,12.84,6.55,3.42,15.84
1114,21.97,53.12,15.27,36.27,6.7,16.85,15.64,22.52,10.3,22.18,11.03,11.64,5.7,2.36,20.73,22.58,51.0,16.42,32.91,6.15,18.09,16.24,23.12,10.39,24.82,12.42,13.55,4.18,3.79,20.3
1115,20.23,51.94,14.06,34.0,6.16,17.94,13.06,20.84,9.65,22.19,11.52,16.71,7.55,2.16,20.94,23.48,50.84,17.19,33.87,6.29,16.97,18.39,28.16,10.19,26.16,15.03,15.45,7.87,4.1,18.61
