Season,Seed,TeamID
2011,W01,1326
2011,W02,1314
2011,W03,1393
2011,W04,1246
2011,W05,1452
2011,W06,1462
2011,W07,1449
2011,W08,1206
2011,W09,1437
2011,W10,1208
2011,W11,1266
2011,W12a,1155
2011,W12b,1412
2011,W13,1343
2011,W14,1232
2011,W15,1254
2011,W16a,1106
2011,W16b,1427
2011,X01,1181
2011,X02,1361
2011,X03,1163
2011,X04,1400
2011,X05,1112
2011,X06,1153
2011,X07,1396
2011,X08,1276
2011,X09,1397
2011,X10,1336
2011,X11,1281
2011,X12,1272
2011,X13,1324
2011,X14,1137
2011,X15,1294
2011,X16,1214
2011,Y01,1338
2011,Y02,1196
2011,Y03,1140
2011,Y04,1458
2011,Y05,1243
2011,Y06,1385
2011,Y07,1417
2011,Y08,1139
2011,Y09,1330
2011,Y10,1277
2011,Y11,1211
2011,Y12,1429
2011,Y13,1125
2011,Y14,1459
2011,Y15,1364
2011,Y16a,1114
2011,Y16b,1421
2011,Z01,1242
2011,Z02,1323
2011,Z03,1345
2011,Z04,1257
2011,Z05,1435
2011,Z06,1207
2011,Z07,1401
2011,Z08,1424
2011,Z09,1228
2011,Z10,1199
2011,Z11a,1425
2011,Z11b,1433
2011,Z12,1350
2011,Z13,1287
2011,Z14,1389
2011,Z15,1103
2011,Z16,1131
