Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2015,137,3116,57,3321,55,N,0,21,66,4,17,11,19,20,22,18,10,10,4,11,22,49,4,11,7,8,6,31,18,19,6,4,17
2015,137,3124,77,3322,36,N,0,30,61,2,7,15,20,14,39,23,5,5,8,5,14,59,6,33,2,2,6,20,12,8,2,1,11
2015,137,3143,78,3455,66,N,0,28,54,5,15,17,25,9,29,17,15,5,1,15,24,59,6,19,12,15,6,21,9,13,6,0,14
2015,137,3173,78,3235,66,N,0,28,58,5,14,17,26,7,29,10,7,7,6,20,23,60,7,28,13,18,7,28,12,12,3,1,20
2015,137,3177,79,3278,72,N,0,29,72,8,34,13,15,13,17,20,11,14,2,16,26,52,5,15,15,19,12,32,15,28,9,2,15
2015,137,3181,54,3107,52,N,0,20,45,7,12,7,15,13,34,13,27,8,11,13,19,63,4,15,10,14,14,17,14,14,16,1,17
2015,137,3211,82,3203,69,N,0,22,52,9,18,29,34,10,29,16,17,10,7,25,22,75,5,19,20,32,29,22,14,19,10,5,24
2015,137,3234,75,3110,67,N,0,25,51,9,16,16,18,5,21,14,9,6,2,10,24,55,12,28,7,8,10,22,18,14,7,4,15
2015,137,3246,97,3398,52,N,0,29,59,8,19,31,42,16,36,17,17,18,7,19,18,69,7,24,9,13,15,19,12,26,9,1,27
2015,137,3274,86,3449,80,N,0,27,61,7,12,25,40,12,34,9,4,4,3,19,28,69,10,29,14,19,10,30,17,6,2,1,23
2015,137,3280,57,3408,47,N,0,20,56,2,11,15,21,16,27,11,16,8,8,22,13,47,5,18,16,25,13,21,10,20,10,4,20
2015,137,3323,77,3285,43,N,0,33,53,2,8,9,17,6,32,20,14,10,5,12,19,62,2,21,3,5,12,20,11,17,7,3,17
2015,137,3333,74,3355,62,N,0,24,54,7,19,19,26,8,30,16,12,9,9,15,26,60,4,18,6,11,8,23,11,12,6,3,22
2015,137,3376,81,3366,48,N,0,34,53,3,11,10,15,12,21,23,15,10,5,20,17,51,2,9,12,19,14,10,4,15,8,2,17
2015,137,3393,72,3304,69,N,0,28,69,6,21,10,21,17,25,14,8,10,4,18,25,58,7,21,12,18,13,28,15,19,3,7,20
