Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
1985,136,1151,67,1155,65,H,0,NIT
1985,136,1153,77,1245,61,H,0,NIT
1985,136,1201,79,1365,76,H,0,NIT
1985,136,1231,79,1139,57,H,0,NIT
1985,136,1249,78,1222,71,H,0,NIT
1985,136,1257,77,1108,75,H,0,NIT
1985,136,1266,77,1133,64,H,0,NIT
1985,136,1304,79,1145,66,H,0,NIT
1985,136,1307,80,1401,67,H,0,NIT
1985,136,1350,59,1200,57,H,0,NIT
1985,136,1378,77,1448,66,H,0,NIT
1985,136,1386,68,1281,67,A,0,NIT
1985,136,1397,65,1399,62,A,0,NIT
1985,136,1417,78,1285,47,H,0,NIT
1985,136,1418,65,1196,64,H,0,NIT
1985,136,1438,56,1452,55,A,0,NIT
1985,141,1151,85,1249,84,A,1,NIT
1985,141,1201,66,1307,55,H,0,NIT
1985,141,1231,75,1350,53,H,0,NIT
1985,141,1257,68,1378,61,H,0,NIT
1985,141,1266,56,1153,54,A,0,NIT
1985,141,1397,73,1418,72,H,0,NIT
1985,141,1417,82,1304,63,H,0,NIT
1985,141,1438,68,1386,61,H,0,NIT
1985,145,1231,94,1266,82,H,1,NIT
1985,145,1257,71,1151,66,H,0,NIT
1985,145,1397,61,1438,54,H,0,NIT
1985,145,1417,53,1201,43,H,0,NIT
1985,149,1231,74,1397,67,N,0,NIT
1985,149,1417,75,1257,66,N,0,NIT
1985,151,1397,100,1257,84,N,0,NIT
1985,151,1417,65,1231,62,N,0,NIT
