Season,TeamID,ConfAbbrev
1985,1102,wac
1985,1103,ovc
1985,1104,sec
1985,1106,swac
1985,1108,swac
1985,1109,ind
1985,1110,ecacs
1985,1111,southern
1985,1112,pac_ten
1985,1113,pac_ten
1985,1114,a_sun
1985,1116,swc
1985,1117,southland
1985,1119,maac
1985,1120,sec
1985,1121,ind
1985,1122,ovc
1985,1123,mac
1985,1124,swc
1985,1126,meac
1985,1129,big_sky
1985,1130,big_east
1985,1131,ecacn
1985,1132,mac
1985,1133,mvc
1985,1134,ind
1985,1135,ivy
1985,1137,ecc
1985,1139,mw_city
1985,1140,wac
1985,1141,mac
1985,1143,pac_ten
1985,1144,ind
1985,1145,ecacn
1985,1147,a_sun
1985,1149,ind
1985,1150,sun_belt
1985,1151,southern
1985,1152,ind
1985,1153,metro
1985,1154,southern
1985,1155,acc
1985,1156,mid_cont
1985,1159,ecacn
1985,1160,big_eight
1985,1161,wac
1985,1162,ivy
1985,1163,big_east
1985,1165,ivy
1985,1166,mvc
1985,1168,pcaa
1985,1171,ivy
1985,1172,southern
1985,1173,ind
1985,1174,ecc
1985,1175,meac
1985,1177,ind
1985,1178,mw_city
1985,1179,mvc
1985,1180,ecc
1985,1181,acc
1985,1182,a_ten
1985,1183,mid_cont
1985,1184,ovc
1985,1185,mac
1985,1186,ind
1985,1187,ecacs
1985,1190,southern
1985,1191,mw_city
1985,1192,ecacm
1985,1193,maac
1985,1196,sec
1985,1197,ind
1985,1199,metro
1985,1200,maac
1985,1201,pcaa
1985,1202,southern
1985,1203,a_ten
1985,1204,a_sun
1985,1206,ecacs
1985,1207,big_east
1985,1208,sec
1985,1209,a_sun
1985,1210,acc
1985,1211,wcc
1985,1212,swac
1985,1215,a_sun
1985,1216,ecacn
1985,1217,ivy
1985,1218,wac
1985,1220,ecc
1985,1221,maac
1985,1222,swc
1985,1223,a_sun
1985,1224,meac
1985,1225,big_sky
1985,1226,big_sky
1985,1227,mid_cont
1985,1228,big_ten
1985,1229,mvc
1985,1231,big_ten
1985,1232,mvc
1985,1233,maac
1985,1234,big_ten
1985,1235,big_eight
1985,1238,swac
1985,1239,sun_belt
1985,1241,ecacs
1985,1242,big_eight
1985,1243,big_eight
1985,1245,mac
1985,1246,sec
1985,1247,maac
1985,1248,ecc
1985,1249,southland
1985,1250,ecc
1985,1253,pcaa
1985,1254,ecacm
1985,1256,southland
1985,1257,metro
1985,1258,wcc
1985,1259,ecacm
1985,1260,mw_city
1985,1261,sec
1985,1263,ecacn
1985,1264,maac
1985,1265,ecacm
1985,1266,ind
1985,1267,southern
1985,1268,acc
1985,1269,a_ten
1985,1270,southland
1985,1271,meac
1985,1272,metro
1985,1273,a_sun
1985,1275,mac
1985,1276,big_ten
1985,1277,big_ten
1985,1278,big_ten
1985,1279,sec
1985,1280,sec
1985,1281,big_eight
1985,1283,mid_cont
1985,1284,ind
1985,1285,big_sky
1985,1286,big_sky
1985,1287,ovc
1985,1288,meac
1985,1290,swac
1985,1292,ovc
1985,1293,ovc
1985,1296,mac
1985,1298,ecacs
1985,1299,meac
1985,1301,acc
1985,1304,big_eight
1985,1305,big_sky
1985,1306,ecacn
1985,1307,wac
1985,1308,pcaa
1985,1309,ind
1985,1310,ecacn
1985,1311,gsc
1985,1314,acc
1985,1317,southland
1985,1318,ecacn
1985,1319,big_sky
1985,1320,mid_cont
1985,1321,big_ten
1985,1322,gsc
1985,1323,ind
1985,1325,mac
1985,1326,big_ten
1985,1327,mw_city
1985,1328,big_eight
1985,1329,big_eight
1985,1330,sun_belt
1985,1331,mw_city
1985,1332,pac_ten
1985,1333,pac_ten
1985,1334,pcaa
1985,1335,ivy
1985,1336,a_ten
1985,1337,wcc
1985,1338,big_east
1985,1339,wcc
1985,1341,swac
1985,1343,ivy
1985,1344,big_east
1985,1345,big_ten
1985,1347,ind
1985,1348,a_ten
1985,1349,swc
1985,1350,ecacs
1985,1351,ecc
1985,1352,ecacm
1985,1353,a_ten
1985,1354,meac
1985,1356,mvc
1985,1359,a_sun
1985,1360,wcc
1985,1361,wac
1985,1363,pcaa
1985,1364,pcaa
1985,1365,wcc
1985,1368,gsc
1985,1371,big_east
1985,1373,ecacn
1985,1374,swc
1985,1375,sun_belt
1985,1376,metro
1985,1378,sun_belt
1985,1379,metro
1985,1380,swac
1985,1382,a_ten
1985,1383,ecacm
1985,1384,ecacm
1985,1385,big_east
1985,1386,a_ten
1985,1387,mw_city
1985,1388,wcc
1985,1389,maac
1985,1390,pac_ten
1985,1391,ind
1985,1393,big_east
1985,1395,swc
1985,1396,a_ten
1985,1397,sec
1985,1398,ind
1985,1399,ovc
1985,1400,swc
1985,1401,swc
1985,1402,gsc
1985,1403,swc
1985,1405,mac
1985,1406,ecc
1985,1408,metro
1985,1409,mvc
1985,1410,ind
1985,1411,swac
1985,1412,sun_belt
1985,1414,pcaa
1985,1416,ind
1985,1417,pac_ten
1985,1418,ind
1985,1419,southland
1985,1423,ecacs
1985,1424,pcaa
1985,1425,pac_ten
1985,1426,southland
1985,1427,ind
1985,1428,wac
1985,1429,pcaa
1985,1431,wac
1985,1432,ind
1985,1433,sun_belt
1985,1434,mid_cont
1985,1435,sec
1985,1436,ecacn
1985,1437,big_east
1985,1438,acc
1985,1439,metro
1985,1440,southern
1985,1441,southern
1985,1442,mid_cont
1985,1443,sun_belt
1985,1444,mac
1985,1446,mvc
1985,1447,ecacm
1985,1448,acc
1985,1449,pac_ten
1985,1450,pac_ten
1985,1451,big_sky
1985,1452,a_ten
1985,1453,mid_cont
1985,1455,mvc
1985,1456,ecacs
1985,1458,big_ten
1985,1461,wac
1985,1462,mw_city
1985,1463,ivy
1985,1464,ovc
