Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2005,138,3113,87,3184,65,H,0
2005,138,3124,91,3229,70,H,0
2005,138,3208,75,3349,49,H,0
2005,138,3243,70,3132,60,H,0
2005,138,3277,73,3108,41,H,0
2005,138,3278,64,3384,33,H,0
2005,138,3292,60,3301,58,A,0
2005,138,3323,61,3364,51,H,0
2005,138,3332,58,3395,55,A,0
2005,138,3390,94,3365,57,H,0
2005,138,3400,64,3331,47,H,0
2005,138,3403,69,3426,49,H,0
2005,138,3425,65,3257,49,H,0
2005,138,3428,73,3235,61,A,0
2005,138,3435,67,3285,44,H,0
2005,138,3438,79,3330,57,H,0
2005,139,3112,72,3328,69,A,0
2005,139,3130,65,3222,43,H,0
2005,139,3163,95,3171,47,H,0
2005,139,3177,79,3439,78,H,0
2005,139,3181,80,3145,48,H,0
2005,139,3199,87,3350,54,H,0
2005,139,3203,60,3279,57,A,0
2005,139,3251,78,3336,70,A,0
2005,139,3261,70,3391,36,H,0
2005,139,3268,65,3453,55,H,0
2005,139,3314,97,3164,62,H,0
2005,139,3326,86,3221,45,H,0
2005,139,3345,68,3307,56,A,0
2005,139,3353,62,3216,37,H,0
2005,139,3396,66,3256,61,H,0
2005,139,3397,94,3441,43,H,0
2005,140,3113,70,3323,61,A,0
2005,140,3124,69,3332,46,H,0
2005,140,3208,70,3400,68,A,0
2005,140,3277,61,3425,59,H,0
2005,140,3278,73,3438,58,H,0
2005,140,3390,88,3428,62,N,0
2005,140,3403,80,3292,69,H,0
2005,140,3435,63,3243,60,N,0
2005,141,3163,70,3199,52,H,0
2005,141,3181,70,3130,65,H,0
2005,141,3251,88,3177,79,A,0
2005,141,3261,76,3112,43,H,0
2005,141,3314,71,3203,47,H,0
2005,141,3326,75,3268,65,H,0
2005,141,3353,61,3396,54,H,0
2005,141,3397,75,3345,54,H,0
2005,145,3124,64,3278,57,N,0
2005,145,3181,63,3208,57,N,0
2005,145,3261,90,3251,48,N,0
2005,145,3314,79,3113,72,N,0
2005,146,3277,76,3435,64,N,0
2005,146,3353,64,3326,58,N,0
2005,146,3390,76,3163,59,N,0
2005,146,3397,75,3403,59,N,0
2005,147,3124,72,3314,63,N,0
2005,147,3261,59,3181,49,N,0
2005,148,3277,76,3390,69,N,0
2005,148,3397,59,3353,49,N,0
2005,153,3124,68,3261,57,N,0
2005,153,3277,68,3397,64,N,0
2005,155,3124,84,3277,62,N,0
