Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
1991,135,1117,78,1349,71,H,0,NIT
1991,135,1153,82,1123,55,H,0,NIT
1991,135,1160,71,1276,64,H,0,NIT
1991,135,1200,76,1378,66,A,0,NIT
1991,135,1269,93,1247,90,H,0,NIT
1991,135,1272,82,1412,76,H,0,NIT
1991,135,1283,57,1164,47,H,0,NIT
1991,135,1328,111,1409,86,H,0,NIT
1991,135,1344,98,1241,93,H,2,NIT
1991,135,1356,75,1129,74,A,0,NIT
1991,135,1373,90,1192,85,H,0,NIT
1991,135,1376,69,1203,63,H,0,NIT
1991,135,1390,93,1222,86,H,0,NIT
1991,135,1452,86,1202,67,H,0,NIT
1991,135,1458,87,1132,79,H,1,NIT
1991,135,1461,63,1139,61,H,0,NIT
1991,140,1117,58,1272,57,A,0,NIT
1991,140,1160,83,1461,75,H,0,NIT
1991,140,1269,78,1200,74,A,0,NIT
1991,140,1328,89,1153,81,H,1,NIT
1991,140,1344,85,1452,79,H,0,NIT
1991,140,1356,72,1283,69,A,0,NIT
1991,140,1373,63,1376,58,H,0,NIT
1991,140,1390,80,1458,72,A,0,NIT
1991,143,1160,81,1117,75,H,0,NIT
1991,143,1269,82,1373,80,A,1,NIT
1991,143,1328,83,1344,74,A,0,NIT
1991,143,1390,78,1356,68,A,0,NIT
1991,147,1328,88,1160,78,N,0,NIT
1991,147,1390,73,1269,71,N,0,NIT
1991,149,1160,98,1269,91,N,0,NIT
1991,149,1390,78,1328,72,N,0,NIT
