Season,Seed,TeamID
2021,W01,1276
2021,W02,1104
2021,W03,1400
2021,W04,1199
2021,W05,1160
2021,W06,1140
2021,W07,1163
2021,W08,1261
2021,W09,1382
2021,W10,1268
2021,W11a,1277
2021,W11b,1417
2021,W12,1207
2021,W13,1422
2021,W14,1101
2021,W15,1233
2021,W16a,1291
2021,W16b,1411
2021,X01,1211
2021,X02,1234
2021,X03,1242
2021,X04,1438
2021,X05,1166
2021,X06,1425
2021,X07,1332
2021,X08,1328
2021,X09,1281
2021,X10,1433
2021,X11a,1179
2021,X11b,1455
2021,X12,1364
2021,X13,1325
2021,X14,1186
2021,X15,1213
2021,X16a,1111
2021,X16b,1313
2021,Y01,1228
2021,Y02,1222
2021,Y03,1452
2021,Y04,1329
2021,Y05,1397
2021,Y06,1361
2021,Y07,1155
2021,Y08,1260
2021,Y09,1210
2021,Y10,1353
2021,Y11,1393
2021,Y12,1333
2021,Y13,1251
2021,Y14,1287
2021,Y15,1156
2021,Y16,1180
2021,Z01,1124
2021,Z02,1326
2021,Z03,1116
2021,Z04,1345
2021,Z05,1437
2021,Z06,1403
2021,Z07,1196
2021,Z08,1314
2021,Z09,1458
2021,Z10,1439
2021,Z11,1429
2021,Z12,1457
2021,Z13,1317
2021,Z14,1159
2021,Z15,1331
2021,Z16,1216
