Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2021,136,1179,53,1455,52,N,0,20,53,7,19,6,10,5,27,13,11,4,5,16,19,56,3,18,11,22,10,23,7,8,7,7,13
2021,136,1313,54,1111,53,N,0,20,58,7,18,7,9,5,24,10,9,10,4,14,16,62,6,36,15,16,12,30,7,12,5,10,8
2021,136,1411,60,1291,52,N,0,22,57,6,14,10,19,9,26,9,5,2,2,14,19,49,6,22,8,16,4,29,9,9,1,7,12
2021,136,1417,86,1277,80,N,1,31,67,9,18,15,20,11,18,13,8,2,3,15,29,61,6,18,16,18,10,21,16,11,2,6,19
2021,137,1116,85,1159,68,N,0,29,65,5,16,22,29,10,25,11,10,13,4,15,23,58,12,27,10,17,8,28,17,22,5,2,24
2021,137,1124,79,1216,55,N,0,31,75,11,33,6,10,14,28,16,10,15,6,16,19,54,5,22,12,15,4,26,11,24,5,7,15
2021,137,1196,75,1439,70,N,1,26,46,5,13,18,27,5,30,9,15,5,3,19,24,57,7,23,15,21,6,16,11,11,6,2,24
2021,137,1222,87,1156,56,N,0,29,61,7,25,22,29,15,19,12,9,7,7,17,17,44,6,15,16,23,5,14,8,14,6,4,25
2021,137,1228,78,1180,49,N,0,36,63,2,7,4,8,5,33,19,5,5,3,11,19,62,7,20,4,4,6,23,10,9,2,3,10
2021,137,1260,71,1210,60,N,0,25,53,11,27,10,15,12,17,18,9,5,0,9,27,47,3,10,3,5,1,15,10,12,6,5,19
2021,137,1317,78,1345,69,N,1,28,59,9,21,13,15,6,22,14,5,4,3,18,25,69,9,30,10,14,18,19,13,11,2,6,18
2021,137,1329,69,1251,60,N,0,23,57,3,15,20,29,11,24,5,13,9,7,17,21,56,8,21,10,13,4,26,12,16,7,7,22
2021,137,1331,75,1326,72,N,1,25,70,11,35,14,18,8,22,13,6,10,1,16,29,67,5,23,9,18,10,34,15,16,2,5,17
2021,137,1333,70,1397,56,N,0,27,56,10,21,6,10,10,30,20,14,5,6,13,21,63,5,26,9,12,13,20,10,10,8,2,16
2021,137,1353,60,1155,56,N,0,23,58,8,30,6,9,12,24,11,13,6,5,13,21,59,6,19,8,9,8,18,14,10,6,3,13
2021,137,1393,78,1361,62,N,0,26,47,15,27,11,13,4,24,14,12,0,8,15,24,67,11,40,3,7,12,18,16,4,6,1,14
2021,137,1403,65,1429,53,N,0,26,62,7,18,6,8,6,20,15,7,8,3,14,22,50,4,19,5,10,8,26,13,22,3,9,13
2021,137,1437,73,1457,63,N,0,23,52,8,25,19,26,6,25,11,6,3,8,21,21,58,7,22,14,19,9,25,13,10,0,0,23
2021,137,1452,84,1287,67,N,0,32,63,9,18,11,15,9,15,16,6,10,4,16,26,50,10,19,5,9,7,19,15,18,4,5,14
