TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,21.93,45.57,13.32,23.89,8.61,21.68,11.04,14.79,6.79,17.79,14.18,10.93,8.0,2.11,15.39,19.79,45.82,14.89,30.86,4.89,14.96,10.11,13.86,10.21,19.04,10.14,14.96,4.14,2.61,15.86
1103,24.33,54.23,16.83,33.23,7.5,21.0,15.3,21.03,11.0,22.13,15.63,12.57,6.03,2.97,18.97,22.83,52.47,16.47,34.13,6.37,18.33,14.1,21.03,10.97,21.43,13.03,14.1,5.27,2.13,19.67
1104,24.52,54.07,19.0,37.83,5.52,16.24,15.41,21.83,12.52,24.48,12.21,13.52,6.34,5.03,13.83,24.9,59.34,17.24,37.79,7.66,21.55,9.69,14.1,12.21,20.48,13.41,11.76,6.72,4.34,18.52
1105,25.52,61.13,19.26,41.7,6.26,19.43,16.65,25.52,12.91,25.43,12.13,15.65,8.22,5.74,19.7,26.3,61.61,20.61,44.96,5.7,16.65,14.35,22.65,14.65,27.65,14.48,18.22,7.52,3.22,20.26
1106,22.97,56.2,17.17,37.57,5.8,18.63,14.43,23.0,13.17,22.47,10.27,15.87,5.97,2.77,21.33,24.17,53.87,18.7,38.4,5.47,15.47,16.77,25.67,11.4,24.5,11.83,15.73,7.33,4.0,20.7
1107,23.19,51.87,16.13,33.35,7.06,18.52,15.42,21.74,11.0,22.97,12.61,14.16,6.39,2.58,19.1,22.26,52.87,15.71,33.68,6.55,19.19,13.23,19.23,10.68,20.94,12.55,14.0,6.32,3.39,19.65
1108,23.29,55.14,17.21,36.36,6.07,18.79,13.36,20.36,11.32,24.32,12.04,18.29,6.96,3.04,21.89,24.79,57.04,18.96,40.14,5.82,16.89,17.68,27.18,12.25,24.57,12.29,14.54,9.0,3.57,18.07
1110,22.59,54.24,16.9,37.48,5.69,16.76,12.93,18.72,12.62,22.1,13.07,15.59,6.55,3.07,18.9,23.21,53.76,16.1,35.55,7.1,18.21,14.45,20.17,11.21,22.31,14.34,14.21,8.24,3.24,18.1
1111,23.43,55.75,15.36,32.82,8.07,22.93,13.21,18.61,12.04,21.43,13.43,15.43,7.5,3.61,19.21,24.75,55.36,17.29,34.96,7.46,20.39,14.0,20.82,12.89,23.71,15.21,15.14,7.18,3.57,17.86
1112,27.29,61.71,23.03,48.23,4.26,13.48,14.1,20.13,13.61,20.9,14.77,13.48,9.87,3.77,16.48,24.58,54.48,18.55,36.74,6.03,17.74,12.87,17.77,11.48,23.65,13.81,19.52,6.06,3.03,18.87
1113,23.39,54.29,17.75,39.36,5.64,14.93,14.64,20.29,11.07,22.04,14.39,15.07,6.43,3.21,20.07,23.75,53.32,17.29,36.61,6.46,16.71,15.96,21.61,10.39,22.61,14.25,15.07,6.57,3.89,19.43
1114,21.82,53.18,17.5,39.5,4.32,13.68,16.11,23.46,13.5,21.18,14.04,15.75,7.75,2.5,18.07,22.93,50.57,16.71,33.57,6.21,17.0,13.54,18.32,9.21,21.57,11.68,16.89,6.25,3.93,20.29
1115,22.37,56.04,17.44,40.11,4.93,15.93,11.67,17.3,9.85,25.04,10.81,15.67,7.59,4.33,19.22,22.07,56.48,17.11,40.52,4.96,15.96,13.89,21.89,13.33,26.67,11.22,16.48,6.81,2.63,17.78
1116,26.52,57.74,20.81,40.94,5.71,16.81,15.58,22.45,12.19,22.84,15.55,13.39,8.45,6.13,16.94,23.71,56.84,17.23,39.52,6.48,17.32,11.16,16.94,12.9,22.0,11.94,16.84,6.35,3.81,19.29
1117,26.0,55.71,20.32,39.93,5.68,15.79,14.21,21.68,10.57,23.79,13.36,15.54,6.0,2.5,18.68,26.96,59.43,18.93,36.82,8.04,22.61,13.96,20.46,12.29,23.11,14.68,13.36,7.79,3.07,19.11
1119,19.04,48.48,13.56,32.64,5.48,15.84,10.92,15.84,8.16,20.8,10.84,15.68,5.44,1.6,20.08,22.08,49.92,15.36,32.04,6.72,17.88,17.8,24.2,10.48,23.64,12.36,12.52,7.4,3.56,16.2
1120,23.36,53.89,16.43,34.43,6.93,19.46,11.93,18.89,12.39,20.61,13.5,15.93,8.07,4.21,19.64,23.36,52.86,16.46,33.11,6.89,19.75,14.11,20.89,12.39,21.86,14.25,16.07,7.5,3.86,17.18
1122,24.68,54.19,19.19,37.81,5.48,16.39,17.03,22.81,10.52,22.32,14.03,14.42,7.0,3.0,18.58,25.55,56.61,19.0,37.1,6.55,19.52,13.61,19.42,12.16,22.19,13.16,15.29,7.42,2.55,20.23
1123,22.23,52.19,16.92,37.42,5.31,14.77,12.77,19.35,11.38,21.54,11.5,14.42,6.85,3.54,22.85,20.08,47.0,13.96,31.0,6.12,16.0,19.19,26.5,9.5,22.69,12.23,14.73,6.12,3.23,18.62
1124,21.59,54.29,13.71,33.12,7.88,21.18,12.12,17.53,10.0,21.88,10.94,15.24,6.18,4.24,20.0,25.12,56.76,18.71,39.0,6.41,17.76,15.88,22.24,13.41,25.94,15.35,12.71,6.47,4.06,17.0
1125,29.33,58.67,20.77,36.23,8.57,22.43,14.6,21.0,11.83,23.9,16.97,16.3,7.73,3.57,19.87,26.63,60.73,20.23,42.07,6.4,18.67,16.27,23.13,13.77,20.93,14.23,15.4,8.47,3.07,19.63
1126,23.53,55.83,17.8,38.27,5.73,17.57,12.6,20.47,11.23,22.03,12.3,15.27,9.2,2.0,19.47,23.83,53.8,18.2,36.6,5.63,17.2,15.27,22.4,12.33,25.17,12.6,17.9,7.47,3.2,18.6
1127,21.24,55.59,15.07,35.24,6.17,20.34,13.83,18.66,11.86,21.83,10.1,11.9,7.0,1.69,19.45,21.21,50.59,16.0,34.72,5.21,15.86,13.86,20.07,11.0,25.03,11.66,15.28,4.97,3.17,18.34
1128,22.54,49.62,15.0,29.04,7.54,20.58,14.31,21.12,10.65,21.54,12.54,12.35,5.81,1.5,18.19,21.81,48.81,14.73,29.19,7.08,19.62,13.92,19.81,8.96,20.19,11.38,11.58,6.08,3.0,18.81
1129,25.5,58.0,17.57,36.29,7.93,21.71,12.96,18.25,10.04,25.54,14.25,15.61,5.64,2.11,18.54,25.68,60.36,18.96,40.89,6.71,19.46,13.46,20.21,12.25,24.86,12.25,14.39,5.75,3.54,18.71
1130,26.38,53.91,20.38,37.81,6.0,16.09,15.78,23.5,13.03,22.16,17.81,13.31,5.94,4.28,16.5,24.47,56.44,18.22,39.69,6.25,16.75,11.69,17.0,12.66,18.44,12.41,13.28,6.72,3.16,19.88
1131,21.18,51.75,15.82,35.68,5.36,16.07,11.21,16.93,11.14,23.07,13.46,13.43,6.68,3.0,17.46,20.82,50.0,14.68,32.79,6.14,17.21,11.82,18.07,9.82,22.5,10.5,12.71,6.68,2.93,17.43
1132,21.75,50.43,14.68,31.57,7.07,18.86,14.14,19.64,7.96,19.54,13.39,16.57,6.25,1.5,24.07,23.32,50.07,17.0,32.39,6.32,17.68,19.96,28.07,10.82,23.93,14.79,16.36,7.89,2.96,19.07
1133,26.1,58.73,20.53,41.8,5.57,16.93,13.77,19.17,12.6,25.1,16.53,15.2,9.2,4.83,18.73,22.0,55.23,16.57,37.4,5.43,17.83,14.87,20.1,11.3,23.03,11.97,16.7,7.5,3.0,17.4
1135,20.19,48.78,15.26,31.26,4.93,17.52,14.44,21.89,9.74,22.37,12.52,16.07,7.04,2.96,17.19,23.07,52.7,16.41,33.74,6.67,18.96,11.63,16.0,9.78,22.96,14.04,14.85,7.67,2.52,19.96
