Season,Seed,TeamID
2006,W01,1181
2006,W02,1400
2006,W03,1234
2006,W04,1261
2006,W05,1393
2006,W06,1452
2006,W07,1143
2006,W08,1203
2006,W09,1423
2006,W10,1301
2006,W11,1356
2006,W12,1401
2006,W13,1233
2006,W14,1322
2006,W15,1335
2006,W16,1380
2006,X01,1272
2006,X02,1417
2006,X03,1211
2006,X04,1242
2006,X05,1338
2006,X06,1231
2006,X07,1266
2006,X08,1116
2006,X09,1137
2006,X10,1104
2006,X11,1361
2006,X12,1245
2006,X13,1133
2006,X14,1462
2006,X15,1125
2006,X16,1331
2006,Y01,1437
2006,Y02,1326
2006,Y03,1196
2006,Y04,1130
2006,Y05,1305
2006,Y06,1328
2006,Y07,1207
2006,Y08,1112
2006,Y09,1458
2006,Y10,1320
2006,Y11,1454
2006,Y12,1285
2006,Y13,1334
2006,Y14,1375
2006,Y15,1172
2006,Y16a,1214
2006,Y16b,1284
2006,Z01,1163
2006,Z02,1397
2006,Z03,1314
2006,Z04,1228
2006,Z05,1449
2006,Z06,1277
2006,Z07,1455
2006,Z08,1246
2006,Z09,1412
2006,Z10,1371
2006,Z11,1206
2006,Z12,1429
2006,Z13,1102
2006,Z14,1293
2006,Z15,1457
2006,Z16,1107
