Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
1989,18,1208,76,1117,61,H,0
1989,18,1231,83,1229,48,H,0
1989,18,1281,73,1283,54,H,0
1989,18,1314,111,1151,84,H,0
1989,18,1390,79,1285,63,A,0
1989,18,1393,92,1247,76,H,0
1989,18,1461,70,1374,65,H,0
1989,18,1462,85,1257,83,H,0
1989,19,1181,80,1246,55,N,0
1989,19,1281,83,1462,71,H,0
1989,19,1314,99,1208,91,H,0
1989,19,1393,107,1461,81,H,0
1989,20,1231,84,1390,73,H,0
1989,20,1281,91,1314,81,N,0
1989,21,1393,86,1281,84,N,1
1989,23,1393,102,1231,78,N,0
1989,25,1104,84,1113,83,N,1
1989,25,1122,108,1267,97,H,0
1989,25,1126,81,1197,76,N,0
1989,25,1139,83,1434,54,H,0
1989,25,1140,87,1318,78,N,0
1989,25,1143,73,1196,58,N,0
1989,25,1147,80,1401,77,H,0
1989,25,1172,57,1402,55,N,0
1989,25,1199,133,1416,79,H,0
1989,25,1204,68,1423,56,H,0
1989,25,1209,109,1414,84,A,0
1989,25,1210,97,1421,63,H,0
1989,25,1211,64,1450,63,N,0
1989,25,1218,96,1286,80,H,0
1989,25,1225,79,1186,54,N,0
1989,25,1226,62,1201,57,A,0
1989,25,1246,56,1233,54,N,0
1989,25,1260,98,1152,76,H,0
1989,25,1261,94,1265,58,H,0
1989,25,1266,68,1245,64,N,0
1989,25,1268,74,1395,67,N,0
1989,25,1274,108,1271,80,H,0
1989,25,1276,91,1435,61,N,0
1989,25,1314,106,1231,92,N,0
1989,25,1322,76,1179,69,N,0
1989,25,1328,97,1326,93,N,0
1989,25,1344,102,1310,66,H,0
1989,25,1350,56,1124,38,H,0
1989,25,1353,82,1351,65,H,0
1989,25,1356,63,1405,51,N,0
1989,25,1359,80,1291,75,H,0
1989,25,1362,76,1410,66,N,0
1989,25,1364,71,1160,70,A,0
1989,25,1371,86,1428,68,N,0
1989,25,1375,70,1193,50,N,0
1989,25,1381,82,1419,62,H,0
1989,25,1385,71,1254,55,H,0
1989,25,1397,118,1399,86,H,0
1989,25,1400,82,1337,79,N,0
1989,25,1424,86,1177,77,N,0
1989,25,1425,74,1174,68,H,0
1989,25,1438,99,1171,73,H,0
1989,25,1443,84,1441,64,H,0
1989,26,1103,64,1129,57,H,0
1989,26,1104,54,1350,49,A,0
1989,26,1109,82,1102,78,H,0
1989,26,1113,89,1124,73,N,0
1989,26,1119,80,1284,66,H,0
1989,26,1120,89,1291,83,H,0
1989,26,1123,63,1278,57,A,0
1989,26,1130,70,1217,54,H,0
1989,26,1132,87,1373,85,H,0
1989,26,1135,83,1306,78,A,0
1989,26,1163,67,1216,55,H,0
1989,26,1171,88,1245,86,N,0
1989,26,1173,69,1137,68,H,0
1989,26,1175,83,1149,82,H,0
1989,26,1178,64,1349,53,H,0
1989,26,1181,93,1154,52,H,0
1989,26,1198,79,1271,60,H,0
1989,26,1201,74,1410,52,H,0
1989,26,1218,85,1400,84,H,0
1989,26,1220,74,1264,53,A,0
1989,26,1222,89,1235,82,A,0
1989,26,1225,80,1211,72,N,0
1989,26,1228,85,1227,59,H,0
1989,26,1229,79,1442,68,H,0
1989,26,1232,88,1131,87,H,0
1989,26,1234,77,1270,56,H,0
1989,26,1242,86,1143,71,N,0
1989,26,1243,81,1345,77,H,0
1989,26,1248,70,1159,63,A,0
1989,26,1251,80,1134,65,A,0
1989,26,1256,87,1317,72,A,0
1989,26,1268,69,1209,62,N,0
1989,26,1276,79,1272,75,N,0
1989,26,1283,53,1461,51,A,0
1989,26,1286,81,1337,78,N,0
1989,26,1298,93,1335,91,H,0
1989,26,1301,110,1162,54,H,0
1989,26,1304,86,1166,77,H,0
1989,26,1307,96,1259,71,H,0
1989,26,1308,92,1411,58,H,0
1989,26,1310,74,1193,64,N,0
1989,26,1318,83,1254,68,N,0
1989,26,1322,102,1147,80,A,0
1989,26,1326,72,1177,70,N,0
1989,26,1328,83,1424,81,N,0
1989,26,1333,106,1339,59,H,0
1989,26,1336,58,1206,54,A,0
1989,26,1338,93,1329,75,H,0
1989,26,1344,93,1375,88,H,0
1989,26,1352,75,1452,67,A,0
1989,26,1354,67,1172,44,N,0
1989,26,1356,102,1437,81,N,0
1989,26,1360,68,1250,58,N,0
1989,26,1361,74,1174,61,H,0
