TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NFGM,NFGA,NFGM2,NFGA2,NFGM3,NFGA3,NFTM,NFTA,NOR,NDR,NAst,NTO,NStl,NBlk,NPF
1101,27.42,57.25,19.5,36.25,7.92,21.0,13.5,19.58,8.75,25.58,16.5,12.42,6.25,4.75,19.92,24.0,55.87,18.67,36.73,5.33,19.13,12.87,17.93,9.27,21.33,11.8,16.0,7.87,2.73,21.93
1102,24.7,56.7,15.1,30.0,9.6,26.7,17.6,22.8,10.3,24.9,15.7,11.1,6.2,3.0,18.4,21.74,55.79,14.68,32.58,7.05,23.21,10.95,15.37,9.58,21.53,12.95,13.63,6.58,2.42,18.0
1103,26.62,56.0,16.15,29.85,10.46,26.15,13.62,20.0,9.54,25.62,15.23,13.69,5.77,2.62,19.62,23.28,57.83,14.56,30.83,8.72,27.0,11.67,16.44,9.61,21.94,11.28,13.94,6.11,2.22,20.33
1104,27.89,55.11,21.05,36.05,6.84,19.05,15.05,23.11,9.79,29.26,13.95,15.21,6.79,6.11,18.42,22.0,55.33,16.2,34.87,5.8,20.47,15.8,22.6,10.33,22.47,10.73,12.8,5.93,4.67,19.73
1105,22.33,46.67,16.0,29.67,6.33,17.0,16.33,22.33,10.33,29.0,13.33,20.0,5.33,2.67,15.33,21.64,55.57,15.82,35.93,5.82,19.64,10.57,16.64,10.86,22.29,10.71,16.21,3.82,1.46,16.43
1106,24.88,55.88,18.62,35.5,6.25,20.38,15.75,26.12,13.0,29.75,9.38,13.88,5.62,6.12,18.25,24.0,60.48,17.09,39.83,6.91,20.65,12.7,19.04,12.61,21.7,10.35,14.17,5.39,3.52,21.83
1107,27.33,56.48,21.29,41.48,6.05,15.0,17.67,23.05,11.33,25.62,13.9,11.67,5.14,2.62,15.38,22.8,57.8,17.8,41.2,5.0,16.6,12.1,16.8,12.2,24.5,9.6,11.9,3.8,3.6,18.1
1108,27.14,54.86,18.14,34.29,9.0,20.57,18.57,23.57,11.29,27.14,14.57,15.14,6.14,2.86,18.43,22.29,56.1,16.0,35.1,6.29,21.0,11.95,17.24,8.81,22.57,10.86,14.38,5.71,2.67,19.9
1110,23.5,50.0,14.67,27.0,8.83,23.0,14.5,21.5,6.83,25.83,13.83,14.0,8.67,4.33,18.0,23.21,54.79,15.46,31.0,7.75,23.79,9.96,15.08,8.38,19.67,11.83,13.71,6.88,3.0,18.46
1111,25.31,55.77,16.69,31.23,8.62,24.54,16.0,23.54,9.08,27.62,12.38,11.69,5.85,3.77,16.38,25.39,62.0,16.94,35.67,8.44,26.33,13.67,20.67,12.72,25.28,11.5,14.83,5.17,3.0,20.72
1112,28.96,55.96,21.52,37.7,7.44,18.26,16.96,22.07,9.41,27.48,15.63,12.33,5.15,4.56,17.26,28.29,61.14,23.43,42.43,4.86,18.71,13.86,19.14,12.43,23.29,13.71,12.14,4.29,4.57,18.43
1113,29.2,59.5,20.2,35.55,9.0,23.95,20.55,27.6,9.95,26.7,15.15,11.05,6.9,3.8,17.9,25.73,61.64,16.91,36.0,8.82,25.64,15.18,21.0,9.82,22.82,12.36,10.09,6.0,3.18,20.82
1114,25.5,53.17,19.0,34.67,6.5,18.5,16.33,23.17,9.5,27.5,13.33,14.67,4.0,4.17,17.0,22.0,54.5,16.04,35.25,5.96,19.25,9.29,16.0,10.0,22.92,11.12,14.67,4.79,2.58,20.21
1115,26.29,54.86,19.29,36.86,7.0,18.0,15.93,22.79,8.29,24.5,14.86,13.36,8.79,5.5,19.64,21.29,52.14,15.62,32.71,5.67,19.43,11.29,17.24,7.76,19.33,10.43,14.76,7.24,3.19,19.48
1116,30.48,60.87,21.96,40.96,8.52,19.91,16.96,24.65,10.13,26.39,15.78,11.22,6.96,4.78,20.13,25.82,60.27,19.55,41.82,6.27,18.45,12.0,18.45,10.27,20.82,11.73,10.55,4.73,4.27,20.36
1117,27.11,55.22,18.33,35.67,8.78,19.56,18.44,26.11,9.56,24.33,11.78,12.11,6.56,2.78,16.56,25.1,61.24,18.52,38.52,6.57,22.71,12.14,17.0,11.9,21.14,9.76,13.67,6.48,2.71,19.38
1119,29.0,58.08,18.58,34.67,10.42,23.42,11.92,18.17,9.08,28.58,18.33,14.67,6.5,2.92,19.42,25.82,63.35,16.65,36.47,9.18,26.88,8.24,12.71,10.65,22.59,15.24,12.59,5.0,2.53,20.29
1120,28.16,61.84,17.76,35.4,10.4,26.44,19.56,24.88,11.96,26.64,15.32,12.08,8.0,5.88,19.6,23.43,61.57,16.0,34.29,7.43,27.29,18.71,23.86,12.71,23.86,11.29,12.86,5.43,3.71,20.86
1122,27.94,57.81,20.75,40.19,7.19,17.62,14.81,22.0,13.06,23.94,14.5,13.25,6.0,3.44,19.0,23.43,57.86,18.5,41.14,4.93,16.71,12.93,19.79,11.79,19.29,10.21,15.0,5.93,2.21,21.21
1123,28.61,58.94,20.56,36.89,8.06,22.06,16.11,22.44,10.22,29.17,16.0,12.83,5.28,3.39,16.56,24.15,60.38,16.92,36.77,7.23,23.62,10.92,16.08,9.92,25.77,11.69,13.77,5.23,3.46,18.54
1124,29.65,58.18,22.65,40.06,7.0,18.12,13.94,19.24,11.18,28.94,16.71,13.47,5.47,4.71,15.65,24.07,59.36,18.93,42.43,5.14,16.93,14.21,18.71,12.57,22.79,11.43,13.57,5.64,3.86,21.36
1125,28.75,55.92,16.42,26.0,12.33,29.92,12.88,17.17,7.75,27.5,16.62,11.71,4.62,2.46,15.58,23.44,56.78,14.33,24.89,9.11,31.89,8.11,11.67,8.0,23.89,14.44,14.33,5.56,2.56,17.44
1126,30.56,63.0,21.75,39.19,8.81,23.81,18.62,25.38,12.5,30.56,18.62,15.31,6.12,3.75,19.19,24.07,63.07,18.5,40.21,5.57,22.86,17.79,26.64,13.57,25.79,11.07,16.5,6.14,3.71,23.43
1127,24.89,53.56,16.33,32.67,8.56,20.89,14.33,21.56,8.67,27.89,12.33,11.89,5.22,4.67,14.67,24.05,57.7,17.15,36.25,6.9,21.45,9.15,14.8,9.35,23.45,10.85,12.55,5.2,3.8,18.45
1129,28.27,58.55,18.05,33.86,10.23,24.68,13.91,18.73,9.55,29.23,13.91,13.41,5.18,2.18,17.45,24.88,60.88,17.75,35.75,7.12,25.12,11.75,16.25,10.75,26.12,11.0,13.38,6.5,2.0,18.5
1130,28.53,60.95,19.37,38.0,9.16,22.95,15.84,21.0,11.16,28.95,15.79,12.63,5.37,3.53,15.53,25.4,58.8,17.4,33.73,8.0,25.07,11.33,15.87,9.8,23.53,12.33,12.8,4.6,2.73,17.27
1131,27.0,53.21,18.93,34.43,8.07,18.79,14.64,22.21,8.57,26.64,14.36,14.71,7.64,4.0,16.07,24.44,57.38,17.94,37.44,6.5,19.94,8.94,14.69,10.19,21.0,12.31,13.0,7.25,2.5,17.94
1132,25.86,59.5,17.79,39.14,8.07,20.36,18.14,23.5,10.21,29.5,14.86,13.64,6.29,3.07,16.86,24.62,62.31,18.0,40.19,6.62,22.12,14.88,21.25,12.75,23.94,10.94,12.06,5.19,2.25,18.75
