Season,SecondaryTourney,TeamID
2018,CBI,1144
2018,CBI,1145
2018,CBI,1146
2018,CBI,1159
2018,CBI,1186
2018,CBI,1213
2018,CBI,1240
2018,CBI,1273
2018,CBI,1275
2018,CBI,1309
2018,CBI,1317
2018,CBI,1362
2018,CBI,1370
2018,CBI,1377
2018,CBI,1410
2018,CBI,1430
2018,CIT,1101
2018,CIT,1122
2018,CIT,1141
2018,CIT,1179
2018,CIT,1185
2018,CIT,1216
2018,CIT,1227
2018,CIT,1236
2018,CIT,1249
2018,CIT,1251
2018,CIT,1294
2018,CIT,1299
2018,CIT,1310
2018,CIT,1340
2018,CIT,1358
2018,CIT,1360
2018,CIT,1384
2018,CIT,1419
2018,CIT,1427
2018,CIT,1459
2018,NIT,1124
2018,NIT,1129
2018,NIT,1130
2018,NIT,1140
2018,NIT,1195
2018,NIT,1214
2018,NIT,1217
2018,NIT,1257
2018,NIT,1261
2018,NIT,1266
2018,NIT,1280
2018,NIT,1292
2018,NIT,1297
2018,NIT,1304
2018,NIT,1323
2018,NIT,1329
2018,NIT,1332
2018,NIT,1336
2018,NIT,1351
2018,NIT,1368
2018,NIT,1388
2018,NIT,1390
2018,NIT,1396
2018,NIT,1413
2018,NIT,1418
2018,NIT,1421
2018,NIT,1425
2018,NIT,1428
2018,NIT,1436
2018,NIT,1443
2018,NIT,1447
2018,NIT,1449
