Season,DayNum,team_1,team_2,team_1_won,team_1_Season,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGM_A,team_1_FGA_A,team_1_FGM2_A,team_1_FGA2_A,team_1_FGM3_A,team_1_FGA3_A,team_1_FTM_A,team_1_FTA_A,team_1_OR_A,team_1_DR_A,team_1_Ast_A,team_1_TO_A,team_1_Stl_A,team_1_Blk_A,team_1_PF_A,team_1_BIH,team_1_COL,team_1_DCI,team_1_DOK,team_1_DOL,team_1_DUN,team_1_KPK,team_1_LMC,team_1_MAS,team_1_MB,team_1_MOR,team_1_NOL,team_1_PGH,team_1_POM,team_1_REW,team_1_RPI,team_1_RT,team_1_RTH,team_1_STH,team_1_WIL,team_1_WLK,team_1_WOL,team_2_Season,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGM_A,team_2_FGA_A,team_2_FGM2_A,team_2_FGA2_A,team_2_FGM3_A,team_2_FGA3_A,team_2_FTM_A,team_2_FTA_A,team_2_OR_A,team_2_DR_A,team_2_Ast_A,team_2_TO_A,team_2_Stl_A,team_2_Blk_A,team_2_PF_A,team_2_BIH,team_2_COL,team_2_DCI,team_2_DOK,team_2_DOL,team_2_DUN,team_2_KPK,team_2_LMC,team_2_MAS,team_2_MB,team_2_MOR,team_2_NOL,team_2_PGH,team_2_POM,team_2_REW,team_2_RPI,team_2_RT,team_2_RTH,team_2_STH,team_2_WIL,team_2_WLK,team_2_WOL
2018,134,1254,1347,0,2018.0,26.58,58.36,18.67,35.67,7.91,22.7,15.64,22.45,10.52,27.03,12.33,14.12,5.58,3.15,19.64,27.88,62.88,20.82,41.3,7.06,21.58,14.0,20.18,11.55,24.79,13.12,11.94,6.61,2.7,20.36,266.3333333333333,275.3333333333333,267.2142857142857,292.27777777777777,278.53333333333336,273.54545454545456,266.75,245.8,281.27777777777777,191.0,254.5,266.375,281.77777777777777,282.6111111111111,258.1428571428572,273.5,263.6875,278.85714285714283,288.38461538461536,277.25,273.2,260.7142857142857,2018.0,23.28,54.84,15.62,33.03,7.66,21.81,12.72,17.34,10.81,23.0,11.88,12.0,6.31,2.91,16.75,22.66,52.78,15.72,32.47,6.94,20.31,12.62,16.59,9.09,22.81,11.28,13.03,5.38,3.28,16.78,159.44444444444446,175.13333333333333,197.28571428571428,211.83333333333331,160.53333333333333,196.63636363636363,180.5625,163.5,188.22222222222223,191.0,190.27777777777777,266.375,186.77777777777777,176.44444444444446,177.71428571428572,125.14285714285714,180.8125,186.0,162.30769230769232,206.9375,181.13333333333333,140.85714285714286
2018,134,1382,1417,1,2018.0,26.38,57.84,18.62,38.38,7.75,19.47,17.41,23.09,10.34,25.22,14.22,11.47,6.94,3.59,20.03,23.72,56.31,16.03,32.34,7.69,23.97,15.88,22.16,10.59,24.03,13.47,14.34,5.28,3.84,19.5,49.11111111111112,50.266666666666666,62.21428571428572,82.83333333333333,55.53333333333333,64.0,55.375,73.4,70.61111111111111,191.0,60.388888888888886,266.375,68.0,68.77777777777777,37.142857142857146,40.0,66.375,64.92857142857143,48.53846153846154,77.875,62.6,38.92857142857143,2018.0,28.31,61.38,18.94,36.91,9.38,24.47,15.91,22.03,10.31,28.47,15.06,11.84,5.72,3.91,17.94,27.12,63.91,18.28,38.59,8.84,25.31,13.22,18.88,10.62,25.72,13.88,10.78,5.94,2.53,19.28,48.66666666666666,47.0,35.07142857142857,48.888888888888886,52.8,44.72727272727273,43.6875,46.7,42.77777777777778,191.0,56.333333333333336,266.375,40.05555555555556,49.11111111111112,45.42857142857143,59.57142857142857,63.375,52.85714285714285,65.38461538461539,22.8125,55.53333333333333,62.142857142857146
2018,135,1113,1393,0,2018.0,27.97,60.26,19.03,35.71,8.94,24.55,18.65,25.26,9.9,25.32,14.16,10.71,6.58,3.58,18.94,26.48,60.32,18.26,36.26,8.23,24.06,14.13,19.52,11.23,25.35,15.13,14.94,5.39,3.52,21.71,20.77777777777778,19.666666666666668,52.142857142857146,39.22222222222222,24.066666666666663,36.72727272727273,32.0625,21.4,36.888888888888886,191.0,36.888888888888886,266.375,30.0,39.11111111111112,24.857142857142858,27.714285714285715,24.25,22.428571428571427,21.07692307692308,36.8125,20.266666666666666,23.785714285714285,2018.0,22.76,54.42,16.91,36.24,5.85,18.18,16.18,21.85,12.09,25.33,10.97,12.58,7.24,5.58,16.3,21.88,55.27,13.94,31.09,7.94,24.18,12.85,17.3,10.48,22.39,16.18,12.85,6.3,3.18,18.39,42.333333333333336,30.8,50.785714285714285,46.44444444444444,40.2,44.18181818181818,44.4375,51.3,47.72222222222222,191.0,40.77777777777778,266.375,38.0,50.77777777777778,56.285714285714285,32.57142857142857,44.1875,41.35714285714285,42.76923076923077,47.375,43.6,49.71428571428572
2018,135,1300,1411,0,2018.0,26.16,56.9,20.19,38.94,5.97,17.97,12.1,17.74,11.13,25.48,14.84,14.16,4.68,3.42,19.48,24.52,57.81,17.23,35.77,7.29,22.03,14.39,19.87,10.77,23.03,13.29,11.29,5.0,2.94,16.06,286.22222222222223,298.6666666666667,282.5,300.1666666666667,287.53333333333336,284.8181818181818,260.9375,292.9,286.3888888888889,191.0,318.94444444444446,266.375,299.22222222222223,296.6111111111111,279.2857142857143,308.7142857142857,291.125,310.85714285714283,294.9230769230769,282.5625,286.4,286.07142857142856,2018.0,25.82,58.5,18.0,36.97,7.82,21.53,18.18,25.29,10.29,25.88,12.26,12.62,5.59,3.94,17.74,29.18,64.32,21.26,42.97,7.91,21.35,13.47,20.18,12.26,25.79,15.88,11.68,5.29,3.91,21.09,282.3333333333333,272.4,239.78571428571428,236.83333333333331,289.2,280.09090909090907,236.625,196.1,261.0,191.0,262.1111111111111,266.375,244.83333333333331,237.83333333333331,289.85714285714283,223.92857142857144,238.0,275.85714285714283,226.92307692307693,258.9375,224.9333333333333,284.7142857142857
2018,136,1104,1439,1,2018.0,25.29,55.21,18.91,35.53,6.38,19.68,15.38,22.88,10.03,26.26,12.53,14.15,6.41,5.47,19.0,24.18,58.56,17.24,36.82,6.94,21.74,14.68,21.56,11.59,24.5,11.62,13.18,6.59,3.76,19.97,47.77777777777778,40.13333333333333,46.42857142857143,45.61111111111112,55.13333333333333,44.27272727272727,47.0625,45.2,48.388888888888886,191.0,46.66666666666666,266.375,39.05555555555556,43.333333333333336,57.42857142857143,35.714285714285715,48.375,50.71428571428572,51.92307692307692,42.8125,44.8,57.142857142857146,2018.0,28.16,56.59,19.41,33.88,8.75,22.72,14.66,20.66,7.38,25.62,16.5,11.94,5.75,2.28,15.69,25.44,59.84,16.56,34.09,8.88,25.75,12.0,17.19,10.53,23.97,13.78,13.0,5.34,3.78,17.41,53.44444444444444,53.2,29.642857142857142,39.333333333333336,53.8,40.0,40.0,44.9,47.44444444444444,191.0,30.77777777777778,266.375,54.388888888888886,39.27777777777778,30.142857142857142,74.35714285714286,37.5,46.07142857142857,35.53846153846154,44.5,35.53333333333333,53.0
2018,136,1112,1138,0,2018.0,28.82,57.03,21.91,38.68,6.91,18.35,16.32,21.47,10.03,26.62,15.24,12.29,4.97,4.56,17.5,25.18,58.38,17.94,37.82,7.24,20.56,13.59,18.56,8.88,20.12,12.65,11.65,6.18,2.65,19.88,20.33333333333333,25.6,19.642857142857142,12.61111111111111,25.6,20.545454545454547,20.9375,25.9,23.72222222222222,191.0,30.83333333333333,266.375,24.5,18.5,19.428571428571427,19.714285714285715,23.4375,24.5,21.846153846153847,12.75,22.2,26.357142857142858,2018.0,30.7,64.79,21.06,38.88,9.64,25.91,13.67,19.64,12.03,26.82,16.76,12.39,6.21,4.33,21.15,25.82,60.33,18.97,39.79,6.85,20.55,18.03,24.36,10.76,25.61,11.42,13.61,5.67,3.82,18.45,70.88888888888889,69.4,90.0,101.05555555555556,81.26666666666667,81.9090909090909,85.5625,90.6,89.38888888888889,191.0,106.83333333333331,266.375,84.61111111111111,104.94444444444444,71.57142857142857,38.57142857142857,63.5625,88.42857142857143,63.76923076923077,98.375,83.6,70.14285714285714
2018,136,1181,1233,1,2018.0,30.55,61.94,22.24,39.97,8.3,21.97,15.3,21.61,13.55,28.33,17.52,12.61,7.52,5.36,15.64,25.79,64.27,18.21,40.67,7.58,23.61,10.45,14.15,11.67,21.06,14.36,12.03,5.82,2.7,18.3,6.666666666666667,5.533333333333333,5.714285714285714,1.7222222222222223,5.066666666666666,4.818181818181818,3.1875,4.7,6.333333333333333,191.0,7.555555555555555,266.375,7.055555555555555,4.555555555555555,8.0,3.4285714285714284,2.6875,5.857142857142857,2.5384615384615383,7.25,4.4,6.857142857142857,2018.0,28.24,61.12,18.58,36.21,9.67,24.91,13.7,18.55,8.52,25.3,15.94,11.67,6.79,3.06,17.3,28.27,61.67,20.58,40.0,7.7,21.67,11.91,18.0,11.09,26.55,14.58,13.7,5.06,2.82,17.15,137.0,152.33333333333334,111.92857142857144,127.83333333333331,134.4,132.1818181818182,121.875,108.5,142.44444444444446,191.0,120.61111111111111,266.375,160.94444444444446,132.16666666666666,169.0,115.64285714285714,122.75,163.14285714285714,124.92307692307692,163.25,133.26666666666668,135.78571428571428
2018,136,1196,1382,1,2018.0,26.28,60.53,17.16,36.22,9.12,24.31,14.38,20.0,10.78,24.34,12.97,9.81,6.91,4.72,17.25,24.59,57.34,17.72,38.09,6.88,19.25,13.38,18.16,10.88,26.44,11.47,13.88,4.38,3.03,17.94,36.333333333333336,47.333333333333336,24.928571428571427,12.333333333333334,37.13333333333333,41.72727272727273,28.25,24.7,24.88888888888889,191.0,21.27777777777778,266.375,32.05555555555556,23.83333333333333,41.285714285714285,53.85714285714285,27.0,28.428571428571427,32.69230769230769,17.0,31.066666666666663,44.785714285714285,2018.0,26.38,57.84,18.62,38.38,7.75,19.47,17.41,23.09,10.34,25.22,14.22,11.47,6.94,3.59,20.03,23.72,56.31,16.03,32.34,7.69,23.97,15.88,22.16,10.59,24.03,13.47,14.34,5.28,3.84,19.5,49.11111111111112,50.266666666666666,62.21428571428572,82.83333333333333,55.53333333333333,64.0,55.375,73.4,70.61111111111111,191.0,60.388888888888886,266.375,68.0,68.77777777777777,37.142857142857146,40.0,66.375,64.92857142857143,48.53846153846154,77.875,62.6,38.92857142857143
2018,136,1211,1422,1,2018.0,30.85,61.32,21.76,37.03,9.09,24.29,13.71,18.97,11.06,28.85,15.74,11.29,6.44,3.71,17.06,23.68,58.44,16.26,37.59,7.41,20.85,12.35,17.21,8.5,22.41,10.97,12.26,5.06,2.62,18.03,20.11111111111111,28.4,11.571428571428571,9.61111111111111,16.933333333333334,8.272727272727273,12.625,5.8,10.27777777777778,191.0,13.833333333333334,266.375,22.27777777777778,10.833333333333334,10.142857142857142,44.92857142857143,12.4375,15.071428571428571,15.076923076923077,11.4375,11.533333333333331,19.0,2018.0,25.81,58.9,16.19,31.84,9.61,27.06,10.9,15.55,11.77,24.81,13.94,13.39,7.39,3.84,18.61,20.94,51.1,14.16,30.16,6.77,20.94,14.68,20.0,7.68,23.13,10.19,14.58,6.9,2.35,16.35,107.33333333333331,110.73333333333332,97.35714285714286,136.11111111111111,110.66666666666669,90.27272727272728,104.1875,110.0,121.61111111111111,191.0,99.44444444444444,266.375,116.16666666666669,112.66666666666669,68.28571428571429,97.85714285714286,102.0625,118.0,113.0,110.9375,102.13333333333334,97.78571428571428
2018,136,1222,1361,1,2018.0,27.58,59.18,18.94,36.85,8.64,22.33,13.64,19.03,11.85,26.73,14.91,12.15,6.42,3.12,21.03,21.3,53.76,14.67,33.48,6.64,20.27,15.67,22.12,9.3,22.33,10.97,13.27,5.06,2.48,18.42,35.333333333333336,40.53333333333333,41.0,49.66666666666666,41.73333333333333,36.36363636363637,38.5,29.4,49.11111111111112,191.0,48.61111111111112,266.375,52.27777777777778,38.888888888888886,19.428571428571427,44.07142857142857,43.875,39.35714285714285,35.15384615384615,51.5,30.6,34.857142857142854,2018.0,27.42,59.87,20.0,38.26,7.42,21.61,14.81,20.52,11.1,26.39,14.94,11.97,6.16,3.13,17.23,24.26,57.58,16.55,34.29,7.71,23.29,12.19,16.81,9.0,23.61,13.52,13.58,6.16,3.45,19.06,83.66666666666667,87.66666666666667,74.28571428571429,55.333333333333336,91.86666666666666,90.63636363636364,73.625,69.1,79.16666666666667,191.0,63.388888888888886,266.375,87.05555555555556,61.22222222222222,87.14285714285714,90.64285714285714,55.125,77.5,70.76923076923077,85.25,59.8,89.42857142857143
