Season,DayNum,team_1,team_2,team_1_won,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGMA,team_1_FGAA,team_1_FGM2A,team_1_FGA2A,team_1_FGM3A,team_1_FGA3A,team_1_FTMA,team_1_FTAA,team_1_ORA,team_1_DRA,team_1_AstA,team_1_TOA,team_1_StlA,team_1_BlkA,team_1_PFA,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGMA,team_2_FGAA,team_2_FGM2A,team_2_FGA2A,team_2_FGM3A,team_2_FGA3A,team_2_FTMA,team_2_FTAA,team_2_ORA,team_2_DRA,team_2_AstA,team_2_TOA,team_2_StlA,team_2_BlkA,team_2_PFA
2018,134,1254,1347,0,26.58,58.36,18.67,35.67,7.91,22.7,15.64,22.45,10.52,27.03,12.33,14.12,5.58,3.15,19.64,27.88,62.88,20.82,41.3,7.06,21.58,14.0,20.18,11.55,24.79,13.12,11.94,6.61,2.7,20.36,23.28,54.84,15.62,33.03,7.66,21.81,12.72,17.34,10.81,23.0,11.88,12.0,6.31,2.91,16.75,22.66,52.78,15.72,32.47,6.94,20.31,12.62,16.59,9.09,22.81,11.28,13.03,5.38,3.28,16.78
2018,134,1382,1417,1,26.38,57.84,18.62,38.38,7.75,19.47,17.41,23.09,10.34,25.22,14.22,11.47,6.94,3.59,20.03,23.72,56.31,16.03,32.34,7.69,23.97,15.88,22.16,10.59,24.03,13.47,14.34,5.28,3.84,19.5,28.31,61.38,18.94,36.91,9.38,24.47,15.91,22.03,10.31,28.47,15.06,11.84,5.72,3.91,17.94,27.12,63.91,18.28,38.59,8.84,25.31,13.22,18.88,10.62,25.72,13.88,10.78,5.94,2.53,19.28
2018,135,1113,1393,0,27.97,60.26,19.03,35.71,8.94,24.55,18.65,25.26,9.9,25.32,14.16,10.71,6.58,3.58,18.94,26.48,60.32,18.26,36.26,8.23,24.06,14.13,19.52,11.23,25.35,15.13,14.94,5.39,3.52,21.71,22.76,54.42,16.91,36.24,5.85,18.18,16.18,21.85,12.09,25.33,10.97,12.58,7.24,5.58,16.3,21.88,55.27,13.94,31.09,7.94,24.18,12.85,17.3,10.48,22.39,16.18,12.85,6.3,3.18,18.39
2018,135,1300,1411,0,26.16,56.9,20.19,38.94,5.97,17.97,12.1,17.74,11.13,25.48,14.84,14.16,4.68,3.42,19.48,24.52,57.81,17.23,35.77,7.29,22.03,14.39,19.87,10.77,23.03,13.29,11.29,5.0,2.94,16.06,25.82,58.5,18.0,36.97,7.82,21.53,18.18,25.29,10.29,25.88,12.26,12.62,5.59,3.94,17.74,29.18,64.32,21.26,42.97,7.91,21.35,13.47,20.18,12.26,25.79,15.88,11.68,5.29,3.91,21.09
2018,136,1104,1439,1,25.29,55.21,18.91,35.53,6.38,19.68,15.38,22.88,10.03,26.26,12.53,14.15,6.41,5.47,19.0,24.18,58.56,17.24,36.82,6.94,21.74,14.68,21.56,11.59,24.5,11.62,13.18,6.59,3.76,19.97,28.16,56.59,19.41,33.88,8.75,22.72,14.66,20.66,7.38,25.62,16.5,11.94,5.75,2.28,15.69,25.44,59.84,16.56,34.09,8.88,25.75,12.0,17.19,10.53,23.97,13.78,13.0,5.34,3.78,17.41
2018,136,1112,1138,0,28.82,57.03,21.91,38.68,6.91,18.35,16.32,21.47,10.03,26.62,15.24,12.29,4.97,4.56,17.5,25.18,58.38,17.94,37.82,7.24,20.56,13.59,18.56,8.88,20.12,12.65,11.65,6.18,2.65,19.88,30.7,64.79,21.06,38.88,9.64,25.91,13.67,19.64,12.03,26.82,16.76,12.39,6.21,4.33,21.15,25.82,60.33,18.97,39.79,6.85,20.55,18.03,24.36,10.76,25.61,11.42,13.61,5.67,3.82,18.45
2018,136,1181,1233,1,30.55,61.94,22.24,39.97,8.3,21.97,15.3,21.61,13.55,28.33,17.52,12.61,7.52,5.36,15.64,25.79,64.27,18.21,40.67,7.58,23.61,10.45,14.15,11.67,21.06,14.36,12.03,5.82,2.7,18.3,28.24,61.12,18.58,36.21,9.67,24.91,13.7,18.55,8.52,25.3,15.94,11.67,6.79,3.06,17.3,28.27,61.67,20.58,40.0,7.7,21.67,11.91,18.0,11.09,26.55,14.58,13.7,5.06,2.82,17.15
2018,136,1196,1382,1,26.28,60.53,17.16,36.22,9.12,24.31,14.38,20.0,10.78,24.34,12.97,9.81,6.91,4.72,17.25,24.59,57.34,17.72,38.09,6.88,19.25,13.38,18.16,10.88,26.44,11.47,13.88,4.38,3.03,17.94,26.38,57.84,18.62,38.38,7.75,19.47,17.41,23.09,10.34,25.22,14.22,11.47,6.94,3.59,20.03,23.72,56.31,16.03,32.34,7.69,23.97,15.88,22.16,10.59,24.03,13.47,14.34,5.28,3.84,19.5
2018,136,1211,1422,1,30.85,61.32,21.76,37.03,9.09,24.29,13.71,18.97,11.06,28.85,15.74,11.29,6.44,3.71,17.06,23.68,58.44,16.26,37.59,7.41,20.85,12.35,17.21,8.5,22.41,10.97,12.26,5.06,2.62,18.03,25.81,58.9,16.19,31.84,9.61,27.06,10.9,15.55,11.77,24.81,13.94,13.39,7.39,3.84,18.61,20.94,51.1,14.16,30.16,6.77,20.94,14.68,20.0,7.68,23.13,10.19,14.58,6.9,2.35,16.35
2018,136,1222,1361,1,27.58,59.18,18.94,36.85,8.64,22.33,13.64,19.03,11.85,26.73,14.91,12.15,6.42,3.12,21.03,21.3,53.76,14.67,33.48,6.64,20.27,15.67,22.12,9.3,22.33,10.97,13.27,5.06,2.48,18.42,27.42,59.87,20.0,38.26,7.42,21.61,14.81,20.52,11.1,26.39,14.94,11.97,6.16,3.13,17.23,24.26,57.58,16.55,34.29,7.71,23.29,12.19,16.81,9.0,23.61,13.52,13.58,6.16,3.45,19.06
