Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2019,133,1312,92,1346,81,H,0,CIT
2019,134,1116,84,1344,72,A,0,NIT
2019,134,1155,75,1460,69,H,0,NIT
2019,134,1160,78,1173,73,H,0,NIT
2019,134,1166,70,1260,61,H,0,NIT
2019,134,1231,89,1384,72,H,0,NIT
2019,134,1252,89,1172,81,A,0,NIT
2019,134,1267,78,1237,73,H,0,CIT
2019,134,1272,74,1360,60,H,0,NIT
2019,134,1301,84,1220,78,H,0,NIT
2019,134,1352,98,1165,89,H,1,CIT
2019,134,1400,79,1355,73,H,0,NIT
2019,134,1422,84,1144,69,H,0,NIT
2019,134,1430,92,1169,84,H,0,CBI
2019,135,1135,83,1412,78,H,0,CBI
2019,135,1157,81,1224,72,H,0,CBI
2019,135,1177,100,1141,86,H,0,CBI
2019,135,1217,71,1207,68,A,0,NIT
2019,135,1255,90,1379,68,H,0,CBI
2019,135,1258,56,1465,55,A,0,CBI
2019,135,1304,80,1139,76,H,0,NIT
2019,135,1313,80,1104,79,A,1,NIT
2019,135,1342,73,1370,68,A,0,CIT
2019,135,1378,82,1392,79,H,1,CBI
2019,135,1395,82,1358,69,H,0,NIT
2019,135,1410,74,1212,73,H,0,CIT
2019,135,1411,95,1309,89,A,1,CIT
2019,135,1452,77,1213,63,H,0,CBI
2019,135,1453,102,1190,94,A,0,CIT
2019,135,1455,76,1202,70,A,0,NIT
2019,135,1462,78,1405,64,H,0,NIT
2019,136,1149,68,1194,66,H,0,CIT
2019,136,1167,66,1168,58,A,0,CIT
2019,136,1214,81,1383,72,H,0,CIT
2019,136,1419,87,1245,77,H,0,CIT
2019,137,1166,79,1272,67,H,0,NIT
2019,137,1381,80,1179,73,H,1,CIT
2019,138,1198,87,1402,81,A,0,CIT
2019,138,1231,63,1116,60,H,0,NIT
2019,138,1252,86,1422,69,A,0,NIT
2019,139,1301,78,1217,77,H,0,NIT
2019,139,1342,77,1352,70,A,0,CIT
2019,139,1395,88,1304,72,H,0,NIT
2019,139,1400,78,1462,76,H,1,NIT
2019,139,1455,63,1155,55,A,0,NIT
2019,140,1157,109,1452,91,A,0,CBI
2019,140,1160,76,1313,60,H,0,NIT
2019,140,1167,70,1381,67,A,0,CIT
2019,140,1177,97,1255,89,H,0,CBI
2019,140,1258,81,1135,63,H,0,CBI
2019,140,1378,66,1430,57,H,0,CBI
2019,140,1411,94,1410,85,A,0,CIT
2019,141,1214,73,1149,67,H,0,CIT
2019,141,1267,83,1342,66,H,0,CIT
2019,141,1395,71,1166,58,H,0,NIT
2019,141,1453,98,1198,68,H,0,CIT
2019,141,1455,73,1231,63,A,0,NIT
2019,142,1177,92,1157,87,H,0,CBI
2019,142,1252,94,1301,93,A,0,NIT
2019,142,1400,68,1160,55,H,0,NIT
2019,143,1214,82,1312,70,A,0,CIT
2019,143,1378,56,1258,47,H,0,CBI
2019,143,1411,108,1419,102,A,3,CIT
2019,144,1453,80,1167,65,H,0,CIT
2019,147,1378,63,1177,61,H,0,CBI
2019,148,1252,71,1455,64,N,0,NIT
2019,148,1267,80,1214,78,H,0,CIT
2019,148,1400,58,1395,44,N,0,NIT
2019,148,1453,87,1411,86,H,1,CIT
2019,149,1177,100,1378,96,H,1,CBI
2019,150,1267,90,1453,70,H,0,CIT
2019,150,1400,81,1252,66,N,0,NIT
2019,151,1378,77,1177,65,A,0,CBI
