TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NFGM,NFGA,NFGM2,NFGA2,NFGM3,NFGA3,NFTM,NFTA,NOR,NDR,NAst,NTO,NStl,NBlk,NPF
1101,25.96,55.35,18.57,36.39,7.39,18.96,14.22,19.61,9.09,23.83,15.3,10.7,8.0,2.57,18.7,23.0,54.83,16.33,36.17,6.67,18.67,12.17,17.0,9.0,19.33,12.0,15.33,8.0,2.5,20.83
1102,28.23,58.77,19.38,34.38,8.85,24.38,12.15,17.62,9.0,29.0,16.08,11.0,5.38,2.08,17.54,22.22,52.83,16.11,31.83,6.11,21.0,9.56,14.22,6.83,23.06,11.28,14.78,4.39,1.61,16.56
1103,25.67,56.2,15.6,29.0,10.07,27.2,12.4,18.87,9.33,28.6,14.4,12.6,6.6,4.33,17.4,22.31,61.38,14.56,32.62,7.75,28.75,10.88,13.88,9.31,25.12,9.62,11.25,4.69,2.0,17.56
1104,26.61,57.72,19.5,38.22,7.11,19.5,16.89,24.72,11.78,28.33,12.5,13.67,5.22,5.0,16.67,23.2,55.8,16.2,33.33,7.0,22.47,11.87,18.47,10.4,24.13,11.73,13.53,3.87,4.27,17.33
1105,25.6,56.2,18.8,37.0,6.8,19.2,11.8,18.4,8.8,28.4,14.0,15.0,7.2,1.4,18.2,22.52,56.52,17.04,38.74,5.48,17.78,8.33,13.37,10.26,20.81,11.63,15.26,7.33,1.56,18.37
1106,23.6,55.1,16.5,34.6,7.1,20.5,15.4,23.0,12.6,26.0,9.8,14.5,7.8,4.4,16.9,21.84,57.05,14.79,34.32,7.05,22.74,12.74,20.05,11.84,20.32,9.89,14.47,5.26,2.26,19.05
1107,23.55,51.45,13.36,26.45,10.18,25.0,17.0,22.18,8.27,26.09,14.36,14.27,7.0,3.45,18.82,21.95,56.05,14.2,31.4,7.75,24.65,11.05,15.2,9.8,23.15,11.5,14.0,5.5,1.9,17.35
1108,23.83,50.17,17.17,32.83,6.67,17.33,14.67,21.67,11.33,27.17,16.5,16.17,6.67,4.5,16.83,21.0,55.14,15.05,34.95,5.95,20.19,9.9,15.0,10.43,21.24,9.76,16.33,6.52,3.19,18.24
1110,27.33,53.33,20.4,34.0,6.93,19.33,14.87,21.13,7.8,26.6,14.53,13.0,7.87,4.87,16.47,24.67,56.27,18.93,36.73,5.73,19.53,12.53,18.13,9.0,24.2,12.27,12.73,6.87,3.87,18.2
1111,30.25,61.25,21.0,36.38,9.25,24.88,17.5,24.12,9.38,26.38,13.75,12.62,5.38,2.75,17.62,24.95,59.14,16.57,34.05,8.38,25.1,15.24,21.33,9.48,24.43,11.19,13.38,5.05,2.81,18.62
1112,27.53,58.82,20.29,38.41,7.24,20.41,15.41,20.35,10.0,26.59,14.06,10.94,4.88,2.65,17.94,21.73,57.4,14.27,33.93,7.47,23.47,12.27,18.27,10.27,22.6,10.6,12.33,5.47,1.87,19.27
1113,28.23,58.36,20.73,37.73,7.5,20.64,17.86,26.41,11.68,28.73,14.95,13.73,6.27,3.18,20.09,23.0,61.9,16.3,39.3,6.7,22.6,16.3,24.8,13.2,25.8,10.6,13.3,6.1,3.3,19.5
1114,27.12,53.25,20.38,35.0,6.75,18.25,18.5,25.0,8.25,28.12,14.62,14.5,4.75,2.0,17.62,25.57,54.05,19.1,35.57,6.48,18.48,13.67,22.1,7.71,24.86,13.48,17.33,5.71,2.86,21.67
1115,25.75,53.17,18.75,34.83,7.0,18.33,17.75,25.5,9.83,25.75,13.5,13.08,6.58,4.67,19.42,19.84,51.26,14.37,33.74,5.47,17.53,13.21,19.89,9.79,21.37,9.47,16.21,6.0,2.47,20.47
1116,28.29,59.76,19.76,38.06,8.53,21.71,16.24,24.47,9.82,25.0,18.94,12.12,8.88,5.76,20.82,24.27,58.4,17.87,36.07,6.4,22.33,13.87,20.8,10.73,21.33,12.73,14.6,7.6,3.87,19.93
1117,25.45,57.91,17.91,36.73,7.55,21.18,20.09,26.27,12.0,28.09,12.55,14.91,5.82,3.91,20.91,23.89,60.37,16.89,37.42,7.0,22.95,14.63,20.37,13.26,22.58,10.16,13.26,4.84,4.16,22.0
1119,26.0,54.08,17.42,30.08,8.58,24.0,13.58,19.25,6.83,28.0,15.42,11.75,5.83,2.08,15.0,25.84,64.89,17.58,37.0,8.26,27.89,7.79,11.89,8.74,25.63,15.32,11.79,6.11,1.21,18.32
