Season,DayNum,team_1,team_2,team_1_won,team_1_Season,team_1_TeamID,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGM_A,team_1_FGA_A,team_1_FGM2_A,team_1_FGA2_A,team_1_FGM3_A,team_1_FGA3_A,team_1_FTM_A,team_1_FTA_A,team_1_OR_A,team_1_DR_A,team_1_Ast_A,team_1_TO_A,team_1_Stl_A,team_1_Blk_A,team_1_PF_A,team_1_BIH,team_1_COL,team_1_DOL,team_1_DUN,team_1_MAS,team_1_MOR,team_1_POM,team_1_RPI,team_1_RTH,team_1_SEL,team_1_WLK,team_1_WOL,team_2_Season,team_2_TeamID,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGM_A,team_2_FGA_A,team_2_FGM2_A,team_2_FGA2_A,team_2_FGM3_A,team_2_FGA3_A,team_2_FTM_A,team_2_FTA_A,team_2_OR_A,team_2_DR_A,team_2_Ast_A,team_2_TO_A,team_2_Stl_A,team_2_Blk_A,team_2_PF_A,team_2_BIH,team_2_COL,team_2_DOL,team_2_DUN,team_2_MAS,team_2_MOR,team_2_POM,team_2_RPI,team_2_RTH,team_2_SEL,team_2_WLK,team_2_WOL
2017,11,1104,1157,1,2017.0,1104.0,23.76,56.06,17.15,35.27,6.61,20.79,14.55,22.39,12.3,26.88,11.42,13.88,6.0,4.21,19.73,21.82,54.42,15.7,35.97,6.12,18.45,14.76,22.03,9.85,23.79,9.55,13.58,6.3,3.03,19.76,81.16666666666667,89.4,81.72727272727273,73.77777777777777,77.05555555555556,66.27777777777777,70.16666666666667,94.61538461538461,78.6,83.73333333333333,69.78571428571429,109.46666666666667,2017.0,1157.0,25.45,60.87,16.97,35.52,8.48,25.35,11.39,17.48,11.71,27.52,11.84,12.81,5.35,2.65,18.48,25.13,59.52,15.77,31.55,9.35,27.97,14.03,20.19,10.45,27.26,13.52,11.19,5.39,3.26,17.52,200.91666666666666,213.66666666666666,197.0,205.05555555555554,209.77777777777777,214.11111111111111,207.11111111111111,202.0,189.66666666666666,207.0,196.57142857142858,216.8
2017,11,1107,1336,1,2017.0,1107.0,25.7,54.97,20.3,40.33,5.39,14.64,14.24,18.67,10.64,24.45,12.58,11.88,5.12,1.7,17.85,23.21,53.03,15.24,29.97,7.97,23.06,11.85,16.67,7.61,21.12,12.7,11.58,5.73,4.03,18.24,161.58333333333334,166.66666666666666,161.45454545454547,150.77777777777777,154.61111111111111,138.16666666666666,153.33333333333334,156.07692307692307,176.66666666666666,167.06666666666666,147.71428571428572,162.46666666666667,2017.0,1336.0,25.0,60.33,18.03,39.76,6.97,20.58,14.76,19.82,10.0,25.42,13.7,13.03,6.82,5.52,18.06,25.94,60.3,18.48,39.76,7.45,20.55,13.39,18.79,11.21,27.61,13.39,14.76,6.55,4.15,18.45,84.25,86.2,86.36363636363636,88.38888888888889,88.5,73.44444444444444,93.33333333333333,79.46153846153847,80.73333333333333,79.66666666666667,86.57142857142857,103.73333333333333
2017,11,1112,1277,1,2017.0,1112.0,26.21,55.09,19.47,38.15,6.74,16.94,17.12,22.59,10.29,26.47,13.79,11.44,5.5,3.24,16.97,23.76,57.21,17.35,36.26,6.41,20.94,11.5,16.68,9.38,20.56,12.65,11.91,4.74,3.0,19.79,10.5,14.6,8.818181818181818,16.38888888888889,13.222222222222221,25.72222222222222,18.555555555555557,12.692307692307692,16.666666666666668,16.4,19.571428571428573,13.866666666666667,2017.0,1277.0,25.76,55.06,17.91,34.18,7.85,20.88,12.36,18.61,9.48,27.21,16.97,14.18,4.45,4.79,20.3,23.55,57.97,16.97,39.0,6.58,18.97,14.7,20.36,10.24,22.88,12.91,11.0,5.85,3.06,18.97,47.25,56.0,42.45454545454545,40.611111111111114,42.611111111111114,49.388888888888886,44.72222222222222,50.76923076923077,48.06666666666667,51.06666666666667,55.285714285714285,59.8
2017,11,1113,1340,1,2017.0,1113.0,26.91,62.03,16.97,34.88,9.94,27.15,14.82,19.79,9.21,23.42,13.03,10.42,5.88,3.21,16.91,29.64,61.85,20.42,36.55,9.21,25.3,13.18,18.52,11.12,28.61,18.82,13.3,5.18,3.94,18.3,121.83333333333333,118.13333333333334,125.0909090909091,112.88888888888889,109.88888888888889,109.22222222222223,110.33333333333333,123.46153846153847,102.66666666666667,113.26666666666667,116.64285714285714,135.4,2017.0,1340.0,29.54,63.21,22.18,41.18,7.36,22.04,15.86,24.07,9.82,23.21,14.79,12.39,9.68,2.57,20.29,29.14,59.64,20.57,36.61,8.57,23.04,15.86,21.93,10.57,28.46,16.39,17.04,5.93,2.89,20.5,225.41666666666666,238.06666666666666,226.0,214.22222222222223,239.83333333333334,277.3333333333333,246.61111111111111,232.15384615384616,236.13333333333333,239.26666666666668,221.92857142857142,216.2
2017,11,1116,1236,1,2017.0,1116.0,27.74,60.18,21.21,42.24,6.53,17.94,17.79,23.35,11.32,24.94,14.09,11.74,7.53,4.74,20.59,25.03,59.62,17.62,37.32,7.41,22.29,16.53,23.44,12.56,23.59,12.59,13.09,4.94,3.26,18.94,31.5,26.933333333333334,32.63636363636363,51.72222222222222,42.72222222222222,43.5,46.72222222222222,31.846153846153847,35.266666666666666,30.133333333333333,38.5,30.266666666666666,2017.0,1236.0,31.25,64.54,20.86,38.21,10.39,26.32,12.11,16.64,10.46,26.64,16.96,13.39,7.64,3.89,18.39,27.89,61.29,17.82,35.75,10.07,25.54,15.04,20.25,8.68,24.86,15.11,13.61,6.0,2.79,16.96,125.41666666666667,121.73333333333333,126.36363636363636,124.5,133.11111111111111,137.38888888888889,125.44444444444444,143.0,120.53333333333333,123.6,116.14285714285714,112.4
2017,11,1120,1316,1,2017.0,1120.0,26.91,61.53,17.88,36.88,9.03,24.66,17.56,26.12,11.53,25.06,13.16,13.56,7.38,5.06,21.0,26.91,61.62,18.38,37.72,8.53,23.91,17.22,23.91,12.5,26.5,13.62,15.06,6.16,2.94,22.66,69.66666666666667,57.0,63.72727272727273,99.72222222222223,78.16666666666667,84.88888888888889,94.16666666666667,76.46153846153847,63.733333333333334,59.266666666666666,73.28571428571429,66.26666666666667,2017.0,1316.0,25.83,58.7,17.33,34.23,8.5,24.47,13.3,20.5,12.2,25.0,12.03,16.07,5.1,3.7,18.93,28.67,61.6,21.03,40.73,7.63,20.87,14.63,21.57,11.63,24.43,15.9,12.03,8.2,3.67,18.43,271.5833333333333,280.8666666666667,258.6363636363636,276.0,249.66666666666666,293.6666666666667,256.27777777777777,250.30769230769232,266.73333333333335,267.26666666666665,261.42857142857144,263.53333333333336
2017,11,1123,1387,1,2017.0,1123.0,27.0,58.72,17.97,34.69,9.03,24.03,15.25,21.09,9.78,27.69,15.16,14.88,5.88,3.53,19.78,25.88,61.5,18.12,39.81,7.75,21.69,16.34,22.62,11.16,24.84,12.03,12.84,7.53,3.28,19.81,175.0,175.26666666666668,170.8181818181818,151.55555555555554,174.33333333333334,173.94444444444446,174.11111111111111,223.53846153846155,184.0,181.2,184.28571428571428,194.93333333333334,2017.0,1387.0,21.21,52.52,14.24,32.15,6.97,20.36,12.0,18.09,8.45,24.67,12.82,13.36,4.97,2.88,19.39,23.76,54.15,16.48,33.73,7.27,20.42,14.55,20.85,9.24,26.45,15.03,11.12,6.33,3.91,18.12,247.5,241.13333333333333,245.0,245.38888888888889,241.88888888888889,219.33333333333334,289.1111111111111,250.53846153846155,235.73333333333332,243.66666666666666,283.14285714285717,266.6
2017,11,1124,1331,1,2017.0,1124.0,25.77,55.23,19.16,36.52,6.61,18.71,13.45,18.9,12.68,24.94,15.48,13.42,5.13,4.87,17.68,22.32,56.06,16.26,36.77,6.06,19.29,12.32,17.03,10.52,19.03,13.0,10.94,5.32,3.58,18.39,4.333333333333333,3.6666666666666665,3.3636363636363638,12.277777777777779,6.888888888888889,15.055555555555555,11.11111111111111,3.3076923076923075,4.0,3.8,8.785714285714286,4.866666666666666,2017.0,1331.0,26.43,60.36,19.46,40.68,6.96,19.68,14.11,18.43,9.07,25.0,13.79,12.0,5.14,3.11,18.11,28.89,61.21,19.75,38.14,9.14,23.07,13.75,19.61,10.43,27.07,16.18,11.64,6.86,3.11,17.54,269.3333333333333,279.73333333333335,268.3636363636364,242.0,244.33333333333334,220.11111111111111,233.61111111111111,244.84615384615384,242.66666666666666,252.86666666666667,251.92857142857142,281.6666666666667
2017,11,1127,1165,1,2017.0,1127.0,23.03,54.69,15.69,33.34,7.34,21.34,11.69,16.86,8.07,24.41,11.62,12.48,5.03,2.41,17.21,25.69,56.41,18.21,35.48,7.48,20.93,12.45,18.17,9.55,26.21,14.0,11.48,5.93,3.17,16.83,269.5833333333333,261.6,265.72727272727275,285.1111111111111,279.22222222222223,306.8888888888889,288.72222222222223,282.3076923076923,283.0,273.93333333333334,281.64285714285717,253.53333333333333,2017.0,1165.0,25.36,56.57,17.21,32.14,8.14,24.43,11.64,16.68,7.39,25.71,14.0,14.32,5.11,2.61,18.32,27.82,60.75,20.43,39.96,7.39,20.79,14.32,19.36,9.64,26.32,14.25,11.07,7.5,3.57,16.82,293.6666666666667,299.53333333333336,289.0,276.6111111111111,287.22222222222223,229.38888888888889,253.27777777777777,270.84615384615387,294.1333333333333,296.3333333333333,276.7142857142857,287.3333333333333
2017,11,1137,1264,1,2017.0,1137.0,26.94,55.97,18.79,34.38,8.15,21.59,14.12,20.79,8.62,25.82,14.62,13.26,7.18,3.82,18.53,24.41,57.35,18.21,39.12,6.21,18.24,12.32,18.76,9.76,23.56,12.03,13.91,7.03,2.94,19.24,87.5,90.2,82.54545454545455,125.5,105.38888888888889,102.66666666666667,113.0,92.07692307692308,102.93333333333334,94.46666666666667,89.35714285714286,82.06666666666666,2017.0,1264.0,23.56,56.69,17.03,36.78,6.53,19.91,16.94,23.22,11.09,23.94,10.94,16.56,7.0,3.28,24.78,24.88,54.97,17.88,37.12,7.0,17.84,20.91,29.38,10.34,24.88,15.0,14.66,6.56,3.91,21.47,254.58333333333334,252.8,267.0,273.6111111111111,261.44444444444446,240.5,245.27777777777777,240.53846153846155,263.06666666666666,248.53333333333333,262.0,263.93333333333334
