TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ADE,ARG,BBT,BIH,BUR,BWE,CNG,COL,CRO,CRW,DAV,DC,DC2,DCI,DDB,DII,DOK,DOL,DUN,EBP,ESR,FAS,FMG,FSH,HAS,HKB,HKS,JRT,KPI,KPK,KRA,LMC,LOG,MAS,MCL,MOR,MUZ,NOL,OCT,PGH,PIG,PMC,POM,PRR,REW,RPI,RSL,RT,RTH,RTP,SAG,SEL,SFX,SGR,SMN,SMS,SP,SPR,SPW,STH,TPR,TRK,TRP,WIL,WLK,WOB,WOL,YAG,ZAM
1101,24.44,53.32,17.36,34.24,7.08,19.08,11.92,18.56,7.56,22.88,13.6,14.48,7.0,2.76,22.16,24.84,53.68,17.76,34.08,7.08,19.6,15.88,23.8,10.64,25.04,13.6,14.8,6.04,3.16,17.24,272.6666666666667,267.25,279.7142857142857,262.05555555555554,292.1666666666667,268.2,293.05555555555554,278.7142857142857,285.73333333333335,277.14285714285717,307.0,262.4,306.0,287.15384615384613,304.6,220.33333333333334,253.33333333333334,285.3333333333333,293.3636363636364,288.5,314.6666666666667,278.6666666666667,283.4375,299.6666666666667,277.1875,290.53333333333336,304.0,296.5,291.0,270.2142857142857,281.8333333333333,285.42857142857144,314.45454545454544,283.8235294117647,288.77777777777777,292.42857142857144,291.22222222222223,295.5,278.375,303.6666666666667,292.6666666666667,292.5882352941176,303.0,293.22222222222223,301.3333333333333,265.875,310.7692307692308,296.3125,278.0,279.06666666666666,300.47058823529414,277.6111111111111,281.53333333333336,298.25,289.2,258.75,298.75,297.38461538461536,310.45454545454544,286.3,287.0,250.06666666666666,302.05555555555554,315.3888888888889,295.8888888888889,294.85714285714283,271.57142857142856,251.86666666666667,304.0,293.2
1102,24.23,56.61,16.29,34.74,7.94,21.87,15.16,21.16,9.45,25.26,14.48,12.48,5.9,1.81,17.9,26.26,57.03,16.48,30.32,9.77,26.71,13.32,18.61,8.23,26.23,15.84,12.19,6.29,3.48,20.58,157.11111111111111,214.75,219.42857142857142,212.05555555555554,224.83333333333334,202.13333333333333,203.77777777777777,189.42857142857142,214.26666666666668,217.92857142857142,222.0,185.26666666666668,231.33333333333334,204.15384615384616,225.13333333333333,197.06666666666666,213.77777777777777,207.88888888888889,231.36363636363637,209.94444444444446,228.77777777777777,261.55555555555554,195.125,208.11111111111111,170.875,201.13333333333333,223.0,206.33333333333334,218.27272727272728,199.07142857142858,219.83333333333334,218.57142857142858,215.54545454545453,211.1764705882353,227.27777777777777,220.92857142857142,210.33333333333334,190.16666666666666,222.625,212.0,216.0,225.52941176470588,219.0,197.72222222222223,188.0,218.125,232.84615384615384,177.875,148.14285714285714,190.33333333333334,211.05882352941177,188.88888888888889,213.13333333333333,220.25,231.4,228.5625,205.625,192.92307692307693,199.8181818181818,210.2,222.76923076923077,197.93333333333334,183.88888888888889,198.0,209.83333333333334,207.78571428571428,226.57142857142858,223.6,198.0,210.4
1103,26.27,56.3,16.18,29.0,10.09,27.3,14.03,20.7,9.82,24.58,14.52,11.64,5.42,3.12,18.36,25.42,57.0,18.55,38.06,6.88,18.94,13.45,19.09,9.67,23.36,11.27,11.3,5.88,1.88,18.85,58.55555555555556,69.25,70.5,81.88888888888889,62.666666666666664,86.2,89.22222222222223,99.57142857142857,63.6,77.78571428571429,70.0,99.4,71.66666666666667,88.3076923076923,92.33333333333333,41.0,97.5,84.44444444444444,64.72727272727273,92.72222222222223,80.77777777777777,52.111111111111114,71.125,87.11111111111111,96.9375,106.6,87.0,103.0,78.36363636363636,80.64285714285714,81.88888888888889,72.42857142857143,96.27272727272727,86.3529411764706,92.22222222222223,51.214285714285715,113.94444444444444,101.83333333333333,61.375,100.33333333333333,82.05555555555556,106.6470588235294,90.0,94.66666666666667,117.77777777777777,57.75,57.15384615384615,107.1875,95.28571428571429,93.93333333333334,58.23529411764706,94.05555555555556,78.13333333333334,84.3125,72.2,91.75,72.0,96.84615384615384,86.63636363636364,41.8,90.46153846153847,88.73333333333333,98.55555555555556,92.33333333333333,86.77777777777777,91.21428571428571,59.142857142857146,71.86666666666666,110.0,106.0
1104,23.76,56.06,17.15,35.27,6.61,20.79,14.55,22.39,12.3,26.88,11.42,13.88,6.0,4.21,19.73,21.82,54.42,15.7,35.97,6.12,18.45,14.76,22.03,9.85,23.79,9.55,13.58,6.3,3.03,19.76,89.66666666666667,77.5,74.92857142857143,91.55555555555556,81.16666666666667,84.53333333333333,69.55555555555556,71.0,89.4,84.64285714285714,68.0,77.93333333333334,71.66666666666667,81.0,81.2,123.33333333333333,75.27777777777777,79.27777777777777,81.72727272727273,73.77777777777777,63.0,76.44444444444444,86.25,63.0,72.625,60.0,60.0,60.5,73.63636363636364,85.71428571428571,80.5,69.57142857142857,76.36363636363636,95.76470588235294,77.05555555555556,124.21428571428571,66.27777777777777,51.333333333333336,98.25,61.0,81.22222222222223,70.58823529411765,48.0,70.16666666666667,69.11111111111111,78.75,94.61538461538461,77.6875,74.28571428571429,78.6,86.3529411764706,69.61111111111111,83.73333333333333,74.25,69.6,90.4375,67.875,67.38461538461539,74.9090909090909,89.3,69.23076923076923,89.13333333333334,67.38888888888889,67.77777777777777,68.16666666666667,69.78571428571429,70.85714285714286,109.46666666666667,53.0,56.8
1105,21.72,53.97,17.41,38.21,4.31,15.76,14.1,21.17,10.31,21.86,11.38,13.24,3.55,1.79,18.14,28.34,59.86,20.97,39.52,7.38,20.34,13.69,20.1,12.48,24.69,14.59,9.38,7.03,3.83,18.38,350.8888888888889,351.0,351.0,347.3333333333333,350.0833333333333,351.0,350.77777777777777,351.0,350.93333333333334,351.0,351.0,350.6666666666667,349.1666666666667,350.9230769230769,349.0,350.53333333333336,348.3333333333333,350.22222222222223,350.09090909090907,350.6111111111111,350.6666666666667,342.6666666666667,350.875,351.0,351.0,349.8666666666667,351.0,351.0,350.3636363636364,351.0,350.44444444444446,350.0,351.0,351.0,348.8888888888889,351.0,350.8888888888889,351.0,350.5,351.0,348.55555555555554,350.0,351.0,350.8888888888889,351.0,350.75,350.9230769230769,351.0,351.0,350.6666666666667,345.2352941176471,350.94444444444446,351.0,350.5,351.0,349.5625,350.875,351.0,351.0,350.6,351.0,351.0,350.94444444444446,351.0,344.44444444444446,351.0,350.57142857142856,349.73333333333335,351.0,350.4
1106,23.1,59.33,16.73,37.7,6.37,21.63,13.0,20.5,13.9,24.5,9.47,15.57,4.87,3.0,20.43,25.8,57.53,19.47,39.17,6.33,18.37,16.63,24.5,11.4,26.33,12.83,12.73,7.17,3.03,18.37,339.55555555555554,327.25,343.85714285714283,330.77777777777777,340.6666666666667,344.8,341.5,342.42857142857144,342.53333333333336,333.92857142857144,342.0,343.06666666666666,335.3333333333333,339.15384615384613,334.8,335.73333333333335,337.0,334.0,341.90909090909093,339.6666666666667,331.1111111111111,336.22222222222223,343.875,341.6666666666667,341.875,344.6,344.0,340.8333333333333,339.45454545454544,342.42857142857144,338.27777777777777,341.85714285714283,341.3636363636364,340.52941176470586,339.5,337.2857142857143,345.22222222222223,341.6666666666667,334.4375,341.6666666666667,339.1666666666667,338.70588235294116,342.0,334.6666666666667,343.3333333333333,340.125,341.15384615384613,343.6875,342.2857142857143,342.06666666666666,325.0,338.6111111111111,342.8,338.75,338.2,335.125,341.0,339.84615384615387,341.6363636363636,339.3,340.6923076923077,342.8666666666667,338.3333333333333,335.3333333333333,332.0,343.85714285714283,342.14285714285717,336.6666666666667,343.0,336.2
1107,25.7,54.97,20.3,40.33,5.39,14.64,14.24,18.67,10.64,24.45,12.58,11.88,5.12,1.7,17.85,23.21,53.03,15.24,29.97,7.97,23.06,11.85,16.67,7.61,21.12,12.7,11.58,5.73,4.03,18.24,93.88888888888889,134.5,158.0,136.88888888888889,161.58333333333334,168.46666666666667,152.38888888888889,157.85714285714286,166.66666666666666,145.07142857142858,125.0,166.0,150.16666666666666,139.53846153846155,153.66666666666666,162.6,154.94444444444446,172.05555555555554,161.45454545454547,150.77777777777777,122.55555555555556,165.33333333333334,160.875,166.66666666666666,166.3125,136.33333333333334,156.0,145.66666666666666,155.36363636363637,171.14285714285714,147.44444444444446,167.14285714285714,134.0,137.7058823529412,154.61111111111111,110.85714285714286,138.16666666666666,150.33333333333334,138.875,135.33333333333334,161.77777777777777,133.52941176470588,132.0,153.33333333333334,150.66666666666666,169.875,156.07692307692307,153.5625,154.14285714285714,176.66666666666666,141.1764705882353,158.05555555555554,167.06666666666666,137.375,138.6,173.375,146.375,156.46153846153845,160.8181818181818,156.6,167.30769230769232,159.13333333333333,159.61111111111111,153.55555555555554,161.55555555555554,147.71428571428572,168.0,162.46666666666667,154.0,146.4
1108,24.34,57.62,17.79,37.14,6.55,20.48,12.41,18.9,11.79,25.9,12.41,14.07,6.31,3.28,19.24,24.28,57.14,18.76,38.86,5.52,18.28,14.97,22.72,11.72,25.17,13.52,12.79,6.9,2.59,17.14,284.3333333333333,238.0,288.7857142857143,290.77777777777777,289.25,324.0,313.6111111111111,318.5,292.0,284.35714285714283,288.0,323.1333333333333,261.0,301.7692307692308,295.2,264.26666666666665,315.3888888888889,315.27777777777777,294.27272727272725,306.5,306.0,247.66666666666666,305.1875,300.8888888888889,313.75,320.93333333333334,296.0,306.0,318.3636363636364,261.14285714285717,297.1666666666667,294.14285714285717,322.27272727272725,299.2352941176471,319.27777777777777,300.14285714285717,329.3888888888889,286.0,272.625,310.3333333333333,301.22222222222223,306.88235294117646,277.0,319.6111111111111,299.77777777777777,275.25,270.6923076923077,339.1875,305.35714285714283,318.6666666666667,270.88235294117646,324.6111111111111,299.8666666666667,302.8125,310.2,250.1875,284.875,320.0,312.54545454545456,278.6,288.53846153846155,328.1333333333333,327.3888888888889,327.22222222222223,301.6666666666667,307.14285714285717,266.2857142857143,290.06666666666666,307.0,297.2
1110,23.07,51.4,17.47,33.77,5.6,17.63,9.77,15.8,6.8,22.13,11.3,13.2,6.97,2.43,18.3,23.87,50.93,18.13,35.33,5.73,15.6,14.83,21.07,8.6,24.6,12.8,13.2,6.6,2.8,16.43,282.77777777777777,329.5,320.35714285714283,315.55555555555554,314.5,283.0,289.3333333333333,292.5,307.8666666666667,309.64285714285717,303.0,284.53333333333336,318.6666666666667,297.46153846153845,300.46666666666664,324.06666666666666,288.44444444444446,301.72222222222223,317.27272727272725,300.5,298.1111111111111,327.77777777777777,308.5625,308.0,292.125,297.2,301.0,304.8333333333333,310.0,328.7142857142857,292.3888888888889,318.14285714285717,280.27272727272725,290.1764705882353,305.5,305.7142857142857,250.88888888888889,299.8333333333333,310.3125,299.3333333333333,301.55555555555554,294.70588235294116,316.0,310.3888888888889,287.22222222222223,326.125,315.2307692307692,265.9375,300.07142857142856,312.93333333333334,296.1764705882353,290.1111111111111,311.73333333333335,299.125,280.4,305.8125,311.125,294.84615384615387,293.0,304.1,308.3076923076923,285.1333333333333,302.55555555555554,297.8333333333333,291.94444444444446,299.0,327.2857142857143,323.8,291.0,291.8
1111,23.89,58.82,15.93,34.43,7.96,24.39,14.71,21.79,11.21,25.39,12.75,13.93,5.04,2.79,21.86,26.75,56.75,20.25,40.11,6.5,16.64,17.54,25.43,9.43,27.61,13.18,12.14,6.11,3.64,20.36,284.0,301.75,227.78571428571428,260.6666666666667,276.4166666666667,255.13333333333333,264.6111111111111,266.85714285714283,279.3333333333333,263.2142857142857,286.0,256.8666666666667,286.3333333333333,259.53846153846155,268.26666666666665,290.4,252.11111111111111,219.27777777777777,284.0,271.05555555555554,230.88888888888889,263.55555555555554,250.625,272.77777777777777,258.3125,250.93333333333334,286.0,254.83333333333334,240.27272727272728,261.7857142857143,224.66666666666666,276.57142857142856,284.90909090909093,197.23529411764707,262.55555555555554,307.92857142857144,252.5,266.5,286.25,260.0,272.6666666666667,255.8235294117647,275.0,261.3888888888889,274.1111111111111,290.875,268.6923076923077,285.5625,270.92857142857144,262.46666666666664,289.05882352941177,262.1666666666667,267.6666666666667,217.3125,282.0,225.6875,270.125,258.15384615384613,244.1818181818182,292.9,258.38461538461536,254.73333333333332,254.11111111111111,247.66666666666666,263.05555555555554,246.64285714285714,278.42857142857144,266.0,276.0,237.8
