Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2017,133,1251,73,1313,64,H,0,CIT
2017,134,1129,73,1428,68,A,0,NIT
2017,134,1144,98,1223,79,H,0,CIT
2017,134,1161,81,1158,74,H,0,NIT
2017,134,1167,73,1143,66,A,0,NIT
2017,134,1210,75,1231,63,H,0,NIT
2017,134,1228,82,1434,57,H,0,NIT
2017,134,1279,91,1284,83,A,0,NIT
2017,134,1324,74,1155,69,A,0,NIT
2017,134,1350,71,1104,64,A,0,NIT
2017,134,1359,78,1145,74,H,0,CIT
2017,134,1384,78,1239,76,A,0,CIT
2017,134,1393,90,1422,77,H,0,NIT
2017,135,1103,78,1222,75,A,0,NIT
2017,135,1125,78,1208,69,A,0,NIT
2017,135,1157,83,1214,67,H,0,CBI
2017,135,1203,73,1405,69,H,0,CBI
2017,135,1225,73,1372,50,H,0,CIT
2017,135,1227,71,1392,69,H,0,CBI
2017,135,1229,85,1414,71,H,0,NIT
2017,135,1234,87,1377,75,H,0,NIT
2017,135,1236,88,1123,80,H,0,CIT
2017,135,1259,73,1206,58,A,0,CBI
2017,135,1282,92,1453,82,H,0,CBI
2017,135,1349,85,1362,76,H,0,CBI
2017,135,1394,80,1209,64,H,0,CIT
2017,135,1395,66,1201,59,H,0,NIT
2017,135,1416,79,1160,74,H,0,NIT
2017,135,1420,88,1193,83,H,0,CIT
2017,135,1426,105,1140,89,A,0,NIT
2017,135,1430,74,1204,49,A,0,CBI
2017,135,1461,91,1186,81,H,0,CBI
2017,136,1202,79,1367,57,A,0,CIT
2017,136,1389,59,1107,55,A,0,CIT
2017,136,1402,70,1249,60,H,0,CIT
2017,136,1404,89,1421,75,H,0,CIT
2017,136,1451,80,1168,76,A,0,CIT
2017,138,1279,85,1393,80,A,0,NIT
2017,138,1420,87,1384,79,H,0,CIT
2017,139,1210,71,1125,57,H,0,NIT
2017,139,1350,87,1324,83,H,0,NIT
2017,139,1395,94,1234,92,A,1,NIT
2017,140,1144,73,1404,56,H,0,CIT
2017,140,1157,72,1259,63,H,0,CBI
2017,140,1167,81,1161,63,A,0,NIT
2017,140,1227,80,1203,71,H,0,CBI
2017,140,1228,71,1129,56,H,0,NIT
2017,140,1251,66,1359,58,H,0,CIT
2017,140,1394,82,1451,73,H,0,CIT
2017,140,1416,63,1229,62,A,0,NIT
2017,140,1426,85,1103,69,H,0,NIT
2017,140,1430,85,1349,79,A,0,CBI
2017,140,1461,72,1282,61,H,0,CBI
2017,141,1210,74,1279,66,A,0,NIT
2017,141,1395,86,1350,68,H,0,NIT
2017,141,1402,64,1225,55,H,0,CIT
2017,142,1157,89,1227,78,H,0,CBI
2017,142,1167,80,1426,76,A,0,NIT
2017,142,1416,68,1228,58,H,0,NIT
2017,142,1461,74,1430,68,H,0,CBI
2017,145,1202,79,1144,64,A,0,CIT
2017,145,1389,49,1402,44,A,0,CIT
2017,146,1394,78,1236,62,H,0,CIT
2017,146,1420,80,1251,68,H,0,CIT
2017,147,1157,91,1461,81,H,0,CBI
2017,148,1210,76,1167,61,N,0,NIT
2017,148,1395,68,1416,53,N,0,NIT
2017,149,1389,77,1202,51,H,0,CIT
2017,149,1394,79,1420,61,A,0,CIT
2017,149,1461,81,1157,57,H,0,CBI
2017,150,1395,88,1210,56,N,0,NIT
2017,151,1389,62,1394,61,A,0,CIT
2017,151,1461,83,1157,59,H,0,CBI
