Season,SecondaryTourney,TeamID
2017,CBI,1157
2017,CBI,1186
2017,CBI,1203
2017,CBI,1204
2017,CBI,1206
2017,CBI,1214
2017,CBI,1227
2017,CBI,1259
2017,CBI,1282
2017,CBI,1349
2017,CBI,1362
2017,CBI,1392
2017,CBI,1405
2017,CBI,1430
2017,CBI,1453
2017,CBI,1461
2017,CIT,1107
2017,CIT,1123
2017,CIT,1144
2017,CIT,1145
2017,CIT,1168
2017,CIT,1193
2017,CIT,1202
2017,CIT,1209
2017,CIT,1223
2017,CIT,1225
2017,CIT,1236
2017,CIT,1239
2017,CIT,1249
2017,CIT,1251
2017,CIT,1313
2017,CIT,1359
2017,CIT,1367
2017,CIT,1372
2017,CIT,1384
2017,CIT,1389
2017,CIT,1394
2017,CIT,1402
2017,CIT,1404
2017,CIT,1420
2017,CIT,1421
2017,CIT,1451
2017,NIT,1103
2017,NIT,1104
2017,NIT,1125
2017,NIT,1129
2017,NIT,1140
2017,NIT,1143
2017,NIT,1155
2017,NIT,1158
2017,NIT,1160
2017,NIT,1161
2017,NIT,1167
2017,NIT,1201
2017,NIT,1208
2017,NIT,1210
2017,NIT,1222
2017,NIT,1228
2017,NIT,1229
2017,NIT,1231
2017,NIT,1234
2017,NIT,1279
2017,NIT,1284
2017,NIT,1324
2017,NIT,1350
2017,NIT,1377
2017,NIT,1393
2017,NIT,1395
2017,NIT,1414
2017,NIT,1416
2017,NIT,1422
2017,NIT,1426
2017,NIT,1428
2017,NIT,1434
