Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
1998,15,1301,47,1208,45,N,0
1998,15,1307,98,1425,76,H,0
1998,15,1343,62,1400,56,N,0
1998,15,1396,68,1120,42,N,0
1998,16,1208,89,1400,87,N,0
1998,16,1343,38,1301,36,N,0
1998,18,1120,70,1416,63,A,0
1998,18,1140,73,1361,59,A,0
1998,18,1155,67,1423,50,H,0
1998,18,1166,81,1282,59,H,0
1998,18,1174,77,1373,73,N,0
1998,18,1199,65,1349,53,A,0
1998,18,1203,101,1224,64,H,0
1998,18,1234,105,1152,60,H,0
1998,18,1242,99,1365,73,H,0
1998,18,1243,93,1441,74,H,0
1998,18,1266,65,1458,60,A,0
1998,18,1274,73,1356,61,A,0
1998,18,1278,68,1437,55,H,0
1998,18,1314,84,1292,56,H,0
1998,18,1345,119,1254,95,H,0
1998,18,1372,81,1302,65,H,0
1998,18,1376,76,1268,72,N,0
1998,18,1396,59,1231,53,N,0
1998,18,1397,75,1457,62,H,0
1998,18,1408,78,1426,68,H,0
1998,19,1122,67,1191,62,A,0
1998,19,1124,98,1407,44,H,0
1998,19,1133,81,1285,54,H,0
1998,19,1137,72,1352,56,A,0
1998,19,1138,85,1381,75,A,0
1998,19,1142,83,1117,63,H,0
1998,19,1151,82,1459,65,H,0
1998,19,1163,88,1463,57,H,0
1998,19,1185,86,1179,58,H,0
1998,19,1196,66,1311,63,H,0
1998,19,1203,84,1174,79,H,0
1998,19,1207,89,1209,72,H,0
1998,19,1224,93,1373,86,N,0
1998,19,1233,95,1288,92,A,0
1998,19,1250,80,1447,77,A,0
1998,19,1253,53,1197,51,H,0
1998,19,1272,75,1419,74,H,0
1998,19,1280,64,1147,40,H,0
1998,19,1328,75,1238,62,H,0
1998,19,1329,103,1410,71,H,0
1998,19,1362,75,1414,59,A,0
1998,19,1371,76,1389,60,H,0
1998,19,1382,71,1132,63,H,0
1998,19,1384,60,1464,46,H,0
1998,19,1385,72,1248,49,H,0
1998,19,1387,84,1271,68,H,0
1998,19,1393,60,1421,57,H,0
1998,19,1424,96,1258,81,H,0
1998,19,1428,87,1168,59,H,0
1998,19,1435,81,1190,53,H,0
1998,19,1444,68,1276,63,A,0
1998,19,1448,88,1440,70,H,0
1998,19,1452,87,1187,66,H,0
1998,19,1456,72,1391,51,H,0
1998,19,1460,82,1141,72,A,0
1998,20,1113,97,1169,91,H,0
1998,20,1116,114,1302,56,H,0
1998,20,1130,87,1148,54,H,0
1998,20,1160,62,1369,59,H,0
1998,20,1181,78,1119,45,A,0
1998,20,1186,80,1358,77,H,0
1998,20,1200,72,1221,66,A,0
1998,20,1227,73,1256,68,A,0
1998,20,1234,112,1317,64,H,0
1998,20,1274,69,1194,47,H,0
1998,20,1281,85,1441,64,H,0
1998,20,1304,75,1422,51,H,0
1998,20,1350,83,1438,79,H,0
1998,20,1395,78,1283,67,H,0
1998,20,1425,79,1170,40,A,0
1998,20,1433,55,1209,54,H,0
1998,21,1113,107,1447,88,H,0
1998,21,1114,82,1214,70,H,0
1998,21,1120,96,1311,75,H,0
1998,21,1153,76,1178,66,H,0
1998,21,1163,68,1131,54,H,0
1998,21,1177,58,1106,34,H,0
1998,21,1199,89,1259,72,H,0
1998,21,1201,89,1197,69,H,0
1998,21,1207,98,1288,51,H,0
1998,21,1228,69,1133,59,H,0
