Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2012,134,1209,74,1399,43,H,0,CIT
2012,134,1234,84,1173,75,H,0,NIT
2012,134,1269,101,1280,96,A,2,NIT
2012,134,1273,68,1398,60,H,0,CIT
2012,134,1292,86,1267,78,H,0,NIT
2012,134,1321,76,1103,74,H,0,NIT
2012,134,1330,68,1157,66,H,0,CIT
2012,134,1332,96,1261,76,H,0,NIT
2012,134,1343,95,1191,86,A,0,CBI
2012,134,1352,67,1232,60,A,0,CIT
2012,134,1371,63,1392,61,H,0,NIT
2012,134,1390,76,1156,65,H,0,NIT
2012,134,1395,83,1454,73,H,0,CBI
2012,134,1397,65,1366,51,H,0,NIT
2012,134,1405,76,1270,63,H,0,CIT
2012,134,1449,82,1426,72,H,0,NIT
2012,134,1450,89,1362,75,A,0,CBI
2012,134,1451,72,1430,69,H,0,CIT
2012,135,1137,65,1112,54,A,0,NIT
2012,135,1138,78,1110,61,A,0,CIT
2012,135,1139,75,1174,58,H,0,CBI
2012,135,1179,70,1315,64,H,0,CIT
2012,135,1180,81,1416,56,H,0,NIT
2012,135,1193,68,1463,56,H,0,CIT
2012,135,1225,86,1364,83,H,0,CIT
2012,135,1229,96,1279,93,A,1,NIT
2012,135,1258,88,1168,79,H,0,CIT
2012,135,1264,89,1107,79,A,0,CIT
2012,135,1274,66,1434,50,H,0,NIT
2012,135,1278,70,1247,61,A,0,NIT
2012,135,1305,68,1331,59,A,0,NIT
2012,135,1320,67,1386,65,A,0,NIT
2012,135,1324,86,1132,69,H,0,CIT
2012,135,1333,80,1442,59,H,0,CBI
2012,135,1335,74,1346,63,H,0,CBI
2012,135,1338,81,1459,63,H,0,CBI
2012,135,1349,68,1418,63,A,0,CIT
2012,135,1429,75,1167,69,H,0,CIT
2012,135,1461,78,1295,75,H,0,CBI
2012,136,1367,73,1245,58,H,0,CIT
2012,137,1449,76,1321,55,H,0,NIT
2012,138,1269,77,1371,67,A,0,NIT
2012,138,1273,64,1209,59,H,0,CIT
2012,138,1324,84,1138,76,H,0,CIT
2012,138,1349,74,1179,68,H,0,CIT
2012,138,1352,69,1405,51,A,0,CIT
2012,138,1429,76,1225,56,H,0,CIT
2012,139,1180,65,1320,63,H,0,NIT
2012,139,1193,69,1264,57,H,0,CIT
2012,139,1258,84,1451,78,H,1,CIT
2012,139,1305,75,1137,67,H,0,NIT
2012,139,1330,65,1367,56,H,0,CIT
2012,139,1332,108,1234,97,H,0,NIT
2012,140,1139,63,1335,53,A,0,CBI
2012,140,1278,78,1274,60,A,0,NIT
2012,140,1292,71,1397,64,A,0,NIT
2012,140,1333,101,1395,81,H,0,CBI
2012,140,1338,82,1343,61,H,0,CBI
2012,140,1390,92,1229,88,H,1,NIT
2012,140,1450,61,1461,41,H,0,CBI
2012,141,1269,72,1180,70,A,0,NIT
2012,141,1324,77,1349,70,H,0,CIT
2012,141,1449,90,1332,86,H,0,NIT
2012,142,1193,67,1352,61,H,0,CIT
2012,142,1273,79,1330,73,A,0,CIT
2012,142,1278,78,1292,72,A,0,NIT
2012,142,1338,68,1139,62,A,1,CBI
2012,142,1390,84,1305,56,H,0,NIT
2012,142,1429,77,1258,69,H,0,CIT
2012,142,1450,72,1333,55,A,0,CBI
2012,145,1273,64,1193,59,A,0,CIT
2012,146,1429,105,1324,81,H,0,CIT
2012,147,1450,67,1338,66,H,0,CBI
2012,148,1278,68,1449,67,N,1,NIT
2012,148,1390,74,1269,64,N,0,NIT
2012,149,1273,70,1429,67,A,0,CIT
2012,149,1338,57,1450,53,H,0,CBI
2012,150,1390,75,1278,51,N,0,NIT
2012,151,1338,71,1450,65,H,0,CBI
