TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,20.89,47.0,14.63,28.22,6.26,18.78,12.63,18.52,5.85,22.3,13.37,13.0,6.26,2.96,17.0,21.26,50.96,14.41,29.74,6.85,21.22,13.89,19.44,10.26,23.74,12.89,13.59,6.78,2.67,18.07
1103,25.09,54.41,19.19,38.28,5.91,16.12,15.38,22.25,11.28,23.75,13.72,14.34,7.31,4.31,18.31,23.66,56.47,18.88,40.09,4.78,16.38,13.53,19.5,11.91,21.56,12.06,14.28,6.5,3.44,18.91
1104,23.62,52.31,19.59,38.16,4.03,14.16,13.66,19.09,10.81,24.38,12.28,12.94,7.31,4.16,18.41,20.12,51.91,15.28,34.81,4.84,17.09,13.03,20.03,11.44,21.09,10.28,13.59,5.53,3.59,16.5
1105,21.69,53.88,16.42,37.23,5.27,16.65,12.46,19.12,10.92,22.54,10.62,16.27,6.15,4.0,22.46,23.38,52.27,18.73,39.0,4.65,13.27,18.23,27.65,11.42,24.92,10.73,14.04,7.73,4.19,17.35
1106,20.48,54.93,14.48,35.0,6.0,19.93,10.76,18.72,12.72,22.14,11.14,14.97,7.48,3.03,19.86,22.52,51.48,18.03,36.21,4.48,15.28,14.03,21.45,10.93,26.28,13.1,15.59,7.55,4.28,18.24
1107,24.73,55.52,17.67,35.85,7.06,19.67,15.42,20.45,11.88,22.91,12.3,12.52,5.52,2.82,16.97,25.55,56.18,18.36,36.94,7.18,19.24,10.27,15.58,10.97,21.58,13.73,12.94,5.55,3.06,18.27
1108,21.25,52.25,17.25,38.79,4.0,13.46,13.5,19.57,8.86,20.86,9.29,15.96,6.61,3.32,19.64,23.82,55.07,18.5,39.0,5.32,16.07,16.0,24.54,13.39,24.14,12.11,14.93,8.11,4.43,18.07
1110,22.23,51.9,15.13,34.19,7.1,17.71,12.9,18.0,8.45,23.9,12.61,11.1,4.45,2.74,17.19,21.9,53.77,16.35,35.65,5.55,18.13,12.35,17.97,10.42,23.45,11.16,11.0,5.68,2.71,18.06
1111,23.59,53.59,17.07,34.66,6.52,18.93,13.55,20.55,10.28,23.86,11.76,14.17,5.52,3.69,19.69,25.31,57.1,20.17,40.97,5.14,16.14,15.14,22.69,11.48,23.48,12.52,10.9,6.86,2.59,17.97
1112,22.88,51.88,15.47,32.38,7.41,19.5,16.29,23.18,10.09,25.47,13.53,12.47,5.62,3.5,16.79,22.91,56.47,18.12,39.38,4.79,17.09,12.06,18.29,10.88,22.56,11.47,11.82,5.71,3.06,19.06
1113,21.1,46.42,15.26,30.39,5.84,16.03,12.97,19.16,8.45,23.0,12.16,16.29,5.58,3.97,17.68,22.61,52.45,15.81,33.94,6.81,18.52,14.29,20.1,9.9,20.06,13.58,11.26,7.42,2.48,17.84
1114,21.03,52.97,15.8,37.23,5.23,15.73,15.1,21.67,9.7,23.2,9.9,12.43,6.33,3.1,19.73,21.5,51.0,15.37,32.8,6.13,18.2,15.23,23.17,10.63,25.63,11.8,14.3,4.9,4.2,19.47
1115,21.36,51.73,16.97,37.06,4.39,14.67,13.88,21.79,11.03,22.45,11.12,14.88,6.97,4.0,18.21,23.97,54.15,17.0,35.45,6.97,18.7,14.52,22.91,12.21,23.97,13.15,14.3,7.55,3.42,18.3
1116,25.25,58.12,18.84,40.0,6.41,18.12,14.94,21.62,11.34,22.47,13.62,12.97,8.28,5.0,19.31,24.78,57.09,18.84,38.81,5.94,18.28,14.22,21.03,13.0,24.62,12.59,16.22,5.56,4.78,18.53
1117,21.97,51.48,16.76,37.64,5.21,13.85,14.18,21.21,11.33,22.21,9.61,13.7,5.94,2.33,15.79,24.67,54.3,18.39,38.48,6.27,15.82,10.39,15.12,9.85,21.91,11.91,12.82,6.85,3.94,18.27
1119,22.21,53.38,14.41,31.17,7.79,22.21,14.41,19.72,8.1,23.28,13.07,15.34,5.9,1.86,19.41,24.79,55.07,17.48,33.93,7.31,21.14,13.83,20.14,10.21,25.86,13.55,15.45,6.41,2.93,19.41
1120,22.45,53.84,17.42,37.16,5.03,16.68,12.71,19.61,10.9,23.39,12.45,13.52,6.42,4.81,18.48,21.77,53.26,15.23,34.42,6.55,18.84,13.87,20.23,11.45,23.81,12.32,14.19,7.13,3.87,17.68
1122,24.77,55.81,20.55,42.32,4.23,13.48,15.39,23.03,12.16,21.45,12.06,14.61,7.16,3.55,18.06,26.52,56.48,19.9,38.97,6.61,17.52,13.71,20.0,12.13,23.26,13.77,14.84,7.13,3.16,20.23
1123,21.38,50.76,15.0,31.62,6.38,19.14,13.86,20.17,10.86,22.45,13.28,13.1,6.07,2.59,16.93,21.38,51.72,14.69,33.07,6.69,18.66,12.03,17.21,11.03,21.45,12.34,13.79,5.83,3.17,18.66
1124,26.09,56.0,19.36,38.15,6.73,17.85,15.36,20.42,12.12,23.91,14.73,13.85,7.64,4.64,17.64,23.39,56.15,17.12,37.64,6.27,18.52,12.21,17.79,11.7,20.09,13.03,14.36,6.79,3.18,18.82
1125,27.91,58.0,19.09,34.88,8.82,23.12,16.76,22.73,11.52,24.79,17.33,12.21,7.36,2.24,18.27,24.15,56.73,18.24,39.18,5.91,17.55,13.3,20.33,11.64,21.76,12.91,14.36,6.58,4.36,19.27
1126,23.27,53.45,18.06,38.7,5.21,14.76,13.18,19.79,11.52,18.91,11.85,13.27,6.64,2.55,18.97,23.36,50.12,18.24,35.7,5.12,14.42,15.15,21.61,11.27,22.12,11.24,15.39,5.03,4.36,18.09
1127,20.23,50.94,15.97,36.84,4.26,14.1,12.13,17.35,8.97,21.74,11.16,14.9,6.03,2.16,17.87,25.03,53.06,18.29,34.74,6.74,18.32,13.94,20.0,9.61,24.48,12.68,12.74,7.48,2.45,16.1
1129,23.07,54.9,15.45,32.62,7.62,22.28,13.66,19.76,10.97,22.62,11.45,12.14,5.83,1.83,18.07,23.17,50.62,15.9,31.62,7.28,19.0,13.41,19.86,7.69,23.34,12.72,12.79,5.17,3.14,18.62
1130,20.29,49.77,13.03,28.35,7.26,21.42,11.29,16.77,7.16,22.65,11.55,14.65,4.94,2.87,15.81,25.0,57.32,18.19,37.84,6.81,19.48,11.74,16.29,11.0,24.84,13.23,11.77,7.45,3.48,16.23
1131,22.66,53.66,16.34,33.84,6.31,19.81,12.28,18.22,11.06,23.66,11.59,13.56,5.84,3.06,16.78,22.62,54.5,16.28,35.22,6.34,19.28,11.97,17.16,11.31,23.06,12.5,12.97,5.81,3.22,17.34
1132,25.2,55.83,20.2,41.47,5.0,14.37,10.23,15.03,11.6,21.73,13.33,13.53,7.73,2.93,16.97,23.07,51.17,17.63,35.57,5.43,15.6,12.3,18.73,10.33,21.83,13.43,15.13,6.8,2.8,16.0
1133,21.53,53.75,16.81,38.03,4.72,15.72,13.31,19.53,9.44,23.5,10.72,13.69,6.38,3.09,17.19,25.66,56.56,18.81,37.59,6.84,18.97,12.34,18.28,10.78,26.41,16.0,12.94,6.56,2.72,17.97
1135,21.8,54.27,14.23,33.2,7.57,21.07,9.53,15.37,8.93,23.1,13.03,12.4,5.07,2.4,16.07,25.77,56.3,18.53,37.83,7.23,18.47,10.83,15.6,10.17,27.27,14.17,11.5,5.77,3.07,15.9
1136,21.87,54.2,14.9,31.2,6.97,23.0,11.03,16.0,9.77,21.7,12.53,14.7,4.43,2.13,18.4,27.2,57.2,19.57,36.8,7.63,20.4,13.33,19.17,11.43,25.6,16.5,11.63,7.47,2.37,16.67
1137,23.88,51.56,18.44,37.44,5.44,14.12,15.28,19.78,8.97,26.19,13.41,11.66,4.34,3.09,16.84,21.0,52.56,14.38,33.44,6.62,19.12,12.88,18.09,7.84,20.81,11.0,10.28,5.69,2.47,18.22
1138,25.14,54.57,18.64,35.64,6.5,18.93,14.54,21.79,11.54,27.82,16.07,15.21,5.39,5.21,17.89,23.43,59.14,16.43,38.36,7.0,20.79,13.5,19.46,11.5,21.79,13.82,11.5,7.5,2.43,19.43
1139,21.85,53.45,17.15,36.09,4.7,17.36,13.85,21.55,12.0,22.76,11.82,13.24,6.39,3.24,19.36,20.42,49.09,15.09,32.42,5.33,16.67,14.82,22.03,8.73,23.06,10.73,14.06,5.88,2.82,19.52
1140,27.97,60.03,21.16,40.48,6.81,19.55,15.61,22.03,10.81,27.1,17.03,12.9,8.32,4.19,18.45,23.84,57.1,17.32,36.39,6.52,20.71,13.39,20.0,9.84,24.71,13.58,15.58,6.06,2.74,19.03
1141,21.94,55.42,15.61,36.48,6.32,18.94,11.58,18.16,11.61,21.03,10.23,12.16,6.58,3.19,19.77,21.94,50.61,15.19,32.35,6.74,18.26,16.29,23.71,11.45,25.26,13.19,14.55,5.35,3.29,17.87
1142,23.0,54.0,16.19,34.55,6.81,19.45,11.0,15.65,12.1,21.84,12.45,10.84,5.52,1.45,18.29,20.55,46.74,15.58,31.68,4.97,15.06,14.55,20.94,7.77,21.35,11.19,11.32,4.55,3.94,14.61
1143,26.42,55.15,21.79,42.55,4.64,12.61,14.18,19.0,9.97,24.91,16.06,12.24,4.79,3.15,14.39,22.97,55.88,17.48,39.12,5.48,16.76,10.36,15.06,9.39,21.06,11.24,12.94,5.03,2.42,17.73
1144,26.06,54.19,20.9,40.29,5.16,13.9,15.84,23.84,10.26,24.94,15.13,14.45,5.94,5.16,20.45,25.03,57.68,18.19,36.71,6.84,20.97,17.48,24.77,11.77,22.35,14.61,12.1,7.03,2.97,20.77
1145,23.47,57.7,17.1,38.37,6.37,19.33,12.2,16.77,12.37,22.4,10.9,14.73,6.4,2.53,17.97,26.7,58.83,19.23,37.2,7.47,21.63,14.83,20.57,12.9,24.1,17.57,12.5,7.23,3.73,16.07
1146,26.35,63.73,21.04,46.65,5.31,17.08,11.04,19.65,13.54,22.15,14.19,15.12,7.77,2.88,20.42,29.65,59.38,24.08,43.19,5.58,16.19,16.58,26.15,13.15,28.65,18.0,15.81,8.19,4.38,17.04
1148,24.72,58.24,18.52,40.17,6.21,18.07,14.31,18.86,11.9,21.72,13.55,14.62,8.1,3.55,18.66,25.48,56.21,19.17,38.31,6.31,17.9,13.0,18.97,12.52,23.83,14.24,17.03,6.24,3.66,17.97
1149,26.18,60.0,17.96,37.93,8.21,22.07,14.79,21.18,12.39,22.89,12.64,13.25,8.11,2.61,18.36,26.39,56.43,19.25,36.79,7.14,19.64,13.29,19.46,10.14,25.04,12.25,15.96,5.46,3.75,18.43
1150,23.1,56.13,16.7,36.47,6.4,19.67,14.4,21.87,11.13,24.67,13.07,14.03,8.1,2.83,18.27,24.1,56.43,17.07,35.43,7.03,21.0,13.63,19.3,10.83,25.97,13.63,14.47,6.63,4.13,18.43
1151,23.14,57.69,15.97,35.24,7.17,22.45,14.79,21.55,11.76,26.93,13.41,13.76,5.38,1.0,17.62,25.03,59.9,15.24,30.62,9.79,29.28,11.83,18.1,11.03,26.0,14.97,12.1,7.34,3.69,19.03
1152,22.79,57.79,17.64,40.25,5.14,17.54,11.36,17.5,11.36,23.68,10.5,17.14,7.14,3.21,21.07,26.5,58.11,18.25,35.75,8.25,22.36,17.0,23.89,11.75,26.93,17.43,14.25,8.18,3.21,16.57
1153,25.06,59.68,17.91,38.82,7.15,20.85,11.24,17.53,13.5,22.71,12.97,10.59,8.12,4.59,15.15,23.03,55.88,17.56,38.62,5.47,17.26,9.65,14.29,12.09,23.91,12.62,14.09,5.18,3.12,15.5
1154,22.68,52.93,17.46,37.0,5.21,15.93,11.46,17.61,9.61,22.21,12.86,14.75,5.75,1.61,16.5,27.18,56.93,20.36,36.57,6.82,20.36,11.68,17.43,10.54,24.25,12.93,12.21,7.68,4.04,17.86
1155,23.74,54.87,18.23,37.71,5.52,17.16,11.55,17.23,11.13,21.71,12.65,12.1,7.45,3.77,16.1,22.03,51.13,16.29,35.16,5.74,15.97,10.84,15.42,9.45,22.61,11.42,14.55,5.94,2.71,16.32
1156,24.03,53.65,17.45,35.61,6.58,18.03,10.71,14.84,10.81,20.94,13.55,13.71,8.32,3.19,20.65,19.61,47.23,14.81,31.94,4.81,15.29,15.65,23.58,11.0,20.58,10.52,16.19,6.84,3.9,13.97
1157,26.38,55.88,21.58,41.81,4.81,14.08,12.0,17.54,11.0,25.69,12.23,13.65,6.0,3.62,17.42,23.27,56.92,16.23,37.08,7.04,19.85,13.92,19.5,11.31,21.42,11.04,11.23,6.65,2.54,17.12
1158,24.32,57.06,16.42,33.68,7.9,23.39,14.13,22.03,11.13,24.71,11.94,13.26,7.39,3.71,16.03,25.58,60.97,19.19,41.03,6.39,19.94,10.74,15.68,13.58,26.1,12.45,14.42,6.29,2.74,18.68
1159,22.0,51.07,15.4,33.9,6.6,17.17,12.5,18.13,8.33,24.33,12.1,14.63,3.7,2.27,19.07,25.73,56.63,18.33,37.1,7.4,19.53,14.77,20.73,10.07,23.7,12.8,10.0,7.67,2.73,17.7
1160,22.72,51.69,17.16,35.38,5.56,16.31,15.28,22.25,9.56,25.25,11.38,12.56,5.88,3.25,17.09,22.75,55.06,16.5,36.06,6.25,19.0,11.81,17.88,10.06,23.03,10.97,12.25,6.03,3.75,17.84
1161,24.13,50.74,18.13,35.94,6.0,14.81,16.77,21.81,8.19,23.13,12.32,12.45,5.35,1.9,18.84,23.16,53.06,15.9,32.71,7.26,20.35,14.77,20.74,9.65,20.65,12.48,12.1,5.13,3.26,19.13
1162,22.18,52.07,15.71,34.25,6.46,17.82,12.5,16.75,9.25,23.82,11.89,12.46,5.86,2.29,17.18,22.07,51.79,16.57,36.79,5.5,15.0,13.39,18.79,8.75,23.11,11.04,12.07,5.5,3.29,16.21
1163,25.36,55.88,19.97,39.58,5.39,16.3,12.73,19.24,12.33,25.52,13.61,12.55,5.82,6.91,14.39,23.0,60.0,15.76,38.88,7.24,21.12,10.88,14.97,13.48,21.18,12.06,10.94,6.61,2.61,17.24
1164,25.37,58.15,15.63,31.63,9.74,26.52,13.7,19.59,10.74,23.89,14.89,13.11,5.41,1.85,16.74,28.63,62.0,19.85,37.41,8.78,24.59,10.78,17.44,13.04,24.85,16.81,12.48,6.15,3.41,17.85
