Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2012,a_sun,121,1125,1239
2012,a_sun,121,1273,1252
2012,a_sun,122,1190,1316
2012,a_sun,122,1195,1367
2012,a_sun,123,1125,1190
2012,a_sun,123,1195,1273
2012,a_sun,124,1125,1195
2012,a_ten,127,1173,1203
2012,a_ten,127,1247,1350
2012,a_ten,127,1269,1182
2012,a_ten,127,1386,1150
2012,a_ten,130,1269,1396
2012,a_ten,130,1382,1386
2012,a_ten,130,1387,1247
2012,a_ten,130,1462,1173
2012,a_ten,131,1382,1269
2012,a_ten,131,1462,1387
2012,a_ten,132,1382,1462
2012,acc,129,1268,1448
2012,acc,129,1274,1210
2012,acc,129,1301,1130
2012,acc,129,1439,1155
2012,acc,130,1181,1439
2012,acc,130,1199,1274
2012,acc,130,1301,1438
2012,acc,130,1314,1268
2012,acc,131,1199,1181
2012,acc,131,1314,1301
2012,acc,132,1199,1314
2012,aec,122,1127,1420
2012,aec,124,1107,1306
2012,aec,124,1216,1131
2012,aec,124,1392,1127
2012,aec,124,1436,1263
2012,aec,125,1392,1107
2012,aec,125,1436,1216
2012,aec,131,1436,1392
2012,big_east,127,1163,1177
2012,big_east,127,1338,1385
2012,big_east,127,1371,1344
2012,big_east,127,1437,1353
2012,big_east,128,1163,1452
2012,big_east,128,1207,1338
2012,big_east,128,1257,1371
2012,big_east,128,1378,1437
2012,big_east,129,1153,1207
2012,big_east,129,1257,1266
2012,big_east,129,1323,1378
2012,big_east,129,1393,1163
2012,big_east,130,1153,1393
2012,big_east,130,1257,1323
2012,big_east,131,1257,1153
2012,big_sky,124,1186,1226
2012,big_sky,124,1340,1286
2012,big_sky,127,1285,1186
2012,big_sky,127,1451,1340
2012,big_sky,128,1285,1451
2012,big_south,119,1219,1205
2012,big_south,119,1440,1347
2012,big_south,121,1149,1251
2012,big_south,121,1421,1219
2012,big_south,121,1440,1157
2012,big_south,121,1457,1144
2012,big_south,122,1421,1149
2012,big_south,122,1440,1457
2012,big_south,124,1421,1440
2012,big_ten,129,1231,1336
2012,big_ten,129,1234,1228
2012,big_ten,129,1278,1321
2012,big_ten,129,1345,1304
2012,big_ten,130,1276,1278
2012,big_ten,130,1277,1234
2012,big_ten,130,1326,1345
2012,big_ten,130,1458,1231
2012,big_ten,131,1277,1458
2012,big_ten,131,1326,1276
2012,big_ten,132,1277,1326
2012,big_twelve,128,1329,1403
2012,big_twelve,128,1401,1328
2012,big_twelve,129,1124,1243
2012,big_twelve,129,1242,1401
2012,big_twelve,129,1281,1329
2012,big_twelve,129,1400,1235
2012,big_twelve,130,1124,1242
2012,big_twelve,130,1281,1400
2012,big_twelve,131,1281,1124
2012,big_west,129,1142,1415
2012,big_west,129,1253,1413
2012,big_west,129,1364,1334
2012,big_west,129,1414,1168
2012,big_west,130,1253,1414
2012,big_west,130,1364,1142
2012,big_west,131,1253,1364
2012,caa,123,1174,1406
2012,caa,123,1209,1220
2012,caa,123,1318,1456
2012,caa,123,1423,1241
2012,caa,124,1180,1423
2012,caa,124,1206,1209
2012,caa,124,1330,1174
2012,caa,124,1433,1318
2012,caa,125,1180,1330
2012,caa,125,1433,1206
2012,caa,126,1433,1180
2012,cusa,128,1187,1349
2012,cusa,128,1267,1374
2012,cusa,128,1412,1408
2012,cusa,128,1431,1222
2012,cusa,129,1267,1409
2012,cusa,129,1272,1431
2012,cusa,129,1379,1187
2012,cusa,129,1416,1412
2012,cusa,130,1267,1379
2012,cusa,130,1272,1416
2012,cusa,131,1272,1267
2012,gwc,129,1312,1223
2012,gwc,130,1312,1430
2012,gwc,130,1315,1410
2012,gwc,131,1315,1312
2012,horizon,120,1139,1460
2012,horizon,120,1178,1260
2012,horizon,120,1454,1227
2012,horizon,120,1464,1453
2012,horizon,123,1139,1454
2012,horizon,123,1178,1464
2012,horizon,124,1178,1156
2012,horizon,124,1434,1139
