Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2004,11,3153,73,3251,62,H,0
2004,11,3160,84,3330,67,H,0
2004,11,3279,83,3238,58,H,0
2004,11,3323,77,3120,64,N,0
2004,11,3353,58,3389,40,H,0
2004,11,3403,76,3427,48,H,0
2004,11,3428,76,3369,65,H,0
2004,11,3443,70,3348,63,H,0
2004,12,3120,84,3330,49,N,0
2004,12,3160,67,3323,63,H,0
2004,12,3261,63,3437,56,N,0
2004,12,3276,79,3275,68,H,0
2004,12,3332,60,3434,47,H,0
2004,12,3364,82,3360,44,H,0
2004,13,3332,76,3261,67,H,0
2004,13,3345,79,3243,69,H,0
2004,13,3353,65,3279,50,H,0
2004,13,3400,85,3181,77,N,0
2004,13,3403,88,3443,47,H,0
2004,13,3437,68,3434,50,N,0
2004,14,3276,73,3153,69,H,0
2004,14,3364,52,3428,44,H,0
2004,16,3353,65,3276,50,H,0
2004,17,3403,68,3364,41,H,0
2004,18,3106,50,3366,44,A,0
2004,18,3110,52,3421,48,H,0
2004,18,3113,80,3103,48,H,0
2004,18,3114,68,3404,56,H,0
2004,18,3116,81,3455,72,A,0
2004,18,3119,73,3162,48,H,0
2004,18,3120,92,3391,37,H,0
2004,18,3124,88,3280,45,H,0
2004,18,3135,69,3192,52,H,0
2004,18,3140,68,3451,51,A,0
2004,18,3142,77,3170,64,H,0
2004,18,3145,79,3138,57,A,0
2004,18,3149,83,3158,81,A,0
2004,18,3150,75,3171,59,N,0
2004,18,3151,84,3412,71,H,0
2004,18,3153,74,3237,47,H,0
2004,18,3155,103,3376,99,H,0
2004,18,3159,83,3254,68,H,0
2004,18,3161,85,3411,51,H,0
2004,18,3173,73,3129,71,N,0
2004,18,3177,94,3454,62,H,0
2004,18,3181,108,3189,26,H,0
2004,18,3182,61,3250,52,A,0
2004,18,3185,90,3249,46,H,0
2004,18,3186,81,3414,67,A,0
2004,18,3191,73,3122,63,H,0
2004,18,3200,81,3168,43,A,0
2004,18,3207,67,3203,62,A,0
2004,18,3208,87,3209,48,H,0
2004,18,3210,73,3194,62,A,0
2004,18,3219,67,3293,56,N,0
2004,18,3222,66,3211,54,N,0
2004,18,3225,79,3340,66,H,0
2004,18,3234,83,3139,60,H,0
2004,18,3240,83,3214,72,A,0
2004,18,3243,76,3442,48,H,0
2004,18,3245,61,3349,55,H,0
2004,18,3246,79,3236,59,H,0
2004,18,3256,109,3372,60,A,0
2004,18,3267,88,3288,34,H,0
2004,18,3268,79,3164,64,H,0
2004,18,3272,89,3271,63,H,0
2004,18,3273,68,3148,56,N,0
2004,18,3276,66,3444,53,H,0
2004,18,3282,63,3242,50,H,0
2004,18,3286,91,3415,66,H,0
2004,18,3292,65,3399,52,H,0
2004,18,3296,77,3260,60,H,0
2004,18,3298,68,3352,58,A,0
2004,18,3301,84,3258,50,H,0
2004,18,3304,104,3459,46,H,0
2004,18,3307,77,3425,75,H,0
2004,18,3308,56,3253,48,H,0
2004,18,3314,80,3384,44,H,0
2004,18,3321,59,3166,41,H,0
2004,18,3322,82,3123,80,N,0
2004,18,3323,74,3434,57,H,0
2004,18,3326,83,3325,50,H,0
2004,18,3330,75,3456,58,A,0
2004,18,3336,83,3261,46,H,0
2004,18,3346,67,3463,63,H,0
2004,18,3347,69,3291,62,A,0
2004,18,3350,80,3174,78,A,0
2004,18,3357,61,3269,46,H,0
2004,18,3362,72,3354,46,H,0
2004,18,3363,71,3169,54,A,0
2004,18,3369,73,3356,64,H,0
2004,18,3371,83,3351,58,H,0
2004,18,3373,63,3107,46,H,0
2004,18,3378,64,3447,48,A,0
2004,18,3379,46,3407,36,H,0
2004,18,3381,79,3429,60,A,0
2004,18,3385,87,3221,76,A,0
2004,18,3387,62,3133,55,H,0
2004,18,3388,52,3361,47,A,0
2004,18,3390,69,3337,61,A,0
2004,18,3394,57,3427,48,H,0
2004,18,3395,86,3402,44,H,0
2004,18,3410,68,3102,67,A,0
2004,18,3419,70,3408,67,H,0
2004,18,3424,77,3147,41,H,0
2004,18,3433,62,3299,43,H,0
2004,18,3435,64,3375,62,N,0
2004,18,3436,72,3383,51,H,0
2004,18,3437,72,3224,51,A,0
2004,18,3438,71,3422,44,H,0
2004,18,3439,77,3275,60,H,0
2004,18,3441,56,3144,43,A,0
2004,18,3448,66,3259,51,A,0
2004,18,3450,69,3201,51,H,0
2004,18,3452,77,3137,57,H,0
2004,18,3453,74,3334,63,A,0
2004,18,3462,72,3257,64,A,0
2004,19,3112,89,3319,67,H,0
2004,19,3117,79,3125,70,A,0
2004,19,3124,93,3311,44,H,0
2004,19,3129,71,3102,66,A,0
2004,19,3130,68,3324,60,H,0
2004,19,3148,73,3249,61,N,0
2004,19,3160,85,3217,81,N,0
2004,19,3171,86,3351,72,N,0
2004,19,3175,66,3233,56,N,0
2004,19,3176,62,3461,39,H,0
2004,19,3177,109,3322,73,H,0
2004,19,3184,69,3205,59,N,0
2004,19,3185,92,3273,40,H,0
2004,19,3196,66,3131,56,A,0
2004,19,3211,65,3139,59,N,0
2004,19,3216,69,3265,65,H,0
2004,19,3222,70,3234,64,A,0
2004,19,3231,75,3165,41,H,0
2004,19,3235,73,3156,51,A,0
2004,19,3247,67,3401,62,N,0
2004,19,3252,69,3218,63,A,0
2004,19,3264,68,3416,47,H,0
2004,19,3266,60,3179,57,H,0
2004,19,3267,90,3219,70,H,0
2004,19,3274,93,3287,54,A,0
2004,19,3277,74,3172,68,H,0
2004,19,3278,93,3380,41,H,0
2004,19,3284,60,3313,51,H,0
2004,19,3293,66,3288,42,N,0
2004,19,3309,79,3270,53,H,0
2004,19,3317,86,3232,73,N,0
2004,19,3328,90,3331,42,N,0
2004,19,3335,54,3420,37,A,0
2004,19,3344,58,3202,48,H,0
2004,19,3348,68,3318,43,H,0
2004,19,3359,57,3108,41,H,0
2004,19,3360,96,3305,74,H,0
