Season,Seed,TeamID
2004,W01,3336
2004,W02,3163
2004,W03,3222
2004,W04,3314
2004,W05,3323
2004,W06,3160
2004,W07,3120
2004,W08,3439
2004,W09,3234
2004,W10,3301
2004,W11,3364
2004,W12,3283
2004,W13,3292
2004,W14,3453
2004,W15,3335
2004,W16,3214
2004,X01,3181
2004,X02,3243
2004,X03,3130
2004,X04,3403
2004,X05,3256
2004,X06,3326
2004,X07,3278
2004,X08,3330
2004,X09,3266
2004,X10,3417
2004,X11,3452
2004,X12,3285
2004,X13,3263
2004,X14,3185
2004,X15,3434
2004,X16,3322
2004,Y01,3397
2004,Y02,3435
2004,Y03,3328
2004,Y04,3124
2004,Y05,3196
2004,Y06,3390
2004,Y07,3353
2004,Y08,3203
2004,Y09,3177
2004,Y10,3151
2004,Y11,3281
2004,Y12,3307
2004,Y13,3258
2004,Y14,3265
2004,Y15,3252
2004,Y16,3159
2004,Z01,3400
2004,Z02,3345
2004,Z03,3208
2004,Z04,3261
2004,Z05,3274
2004,Z06,3395
2004,Z07,3437
2004,Z08,3277
2004,Z09,3112
2004,Z10,3279
2004,Z11,3396
2004,Z12,3268
2004,Z13,3122
2004,Z14,3251
2004,Z15,3384
2004,Z16,3380
