Season,Seed,TeamID
2002,W01,3181
2002,W02,3124
2002,W03,3376
2002,W04,3400
2002,W05,3256
2002,W06,3153
2002,W07,3179
2002,W08,3395
2002,W09,3231
2002,W10,3393
2002,W11,3389
2002,W12,3364
2002,W13,3453
2002,W14,3251
2002,W15,3137
2002,W16,3313
2002,X01,3328
2002,X02,3390
2002,X03,3160
2002,X04,3403
2002,X05,3130
2002,X06,3261
2002,X07,3161
2002,X08,3337
2002,X09,3437
2002,X10,3408
2002,X11,3365
2002,X12,3280
2002,X13,3372
2002,X14,3380
2002,X15,3451
2002,X16,3216
2002,Y01,3163
2002,Y02,3345
2002,Y03,3243
2002,Y04,3336
2002,Y05,3198
2002,Y06,3116
2002,Y07,3330
2002,Y08,3438
2002,Y09,3234
2002,Y10,3208
2002,Y11,3155
2002,Y12,3166
2002,Y13,3151
2002,Y14,3245
2002,Y15,3122
2002,Y16,3384
2002,Z01,3435
2002,Z02,3397
2002,Z03,3235
2002,Z04,3314
2002,Z05,3278
2002,Z06,3196
2002,Z07,3323
2002,Z08,3458
2002,Z09,3113
2002,Z10,3307
2002,Z11,3140
2002,Z12,3424
2002,Z13,3217
2002,Z14,3396
2002,Z15,3209
2002,Z16,3324
