Season,DayNum,WTeamID,LTeamID,CRType,CityID
2022,8,1104,1256,Regular,4353
2022,8,1105,1398,Regular,4159
2022,8,1110,1265,Regular,4363
2022,8,1112,1319,Regular,4350
2022,8,1113,1339,Regular,4343
2022,8,1114,1356,Regular,4248
2022,8,1116,1273,Regular,4119
2022,8,1120,1287,Regular,4018
2022,8,1129,1430,Regular,4035
2022,8,1130,1171,Regular,4070
2022,8,1139,1237,Regular,4161
2022,8,1140,1156,Regular,4282
2022,8,1150,1284,Regular,4066
2022,8,1151,1258,Regular,4201
2022,8,1152,1472,Regular,4071
2022,8,1153,1191,Regular,4072
2022,8,1154,1338,Regular,4270
2022,8,1155,1342,Regular,4139
2022,8,1159,1318,Regular,4144
2022,8,1160,1286,Regular,4040
2022,8,1161,1331,Regular,4121
2022,8,1163,1148,Regular,4149
2022,8,1165,1127,Regular,4360
2022,8,1166,1115,Regular,4255
2022,8,1172,1174,Regular,4089
2022,8,1173,1227,Regular,4091
2022,8,1181,1246,Regular,4239
2022,8,1182,1351,Regular,4270
2022,8,1187,1354,Regular,4138
2022,8,1196,1189,Regular,4128
2022,8,1200,1162,Regular,4045
2022,8,1203,1384,Regular,4363
2022,8,1204,1123,Regular,4334
2022,8,1206,1392,Regular,4115
2022,8,1208,1198,Regular,4014
2022,8,1211,1469,Regular,4324
2022,8,1213,1212,Regular,4267
2022,8,1222,1220,Regular,4157
2022,8,1228,1238,Regular,4060
2022,8,1229,1423,Regular,4246
2022,8,1231,1185,Regular,4032
2022,8,1232,1453,Regular,4135
2022,8,1233,1111,Regular,4238
2022,8,1234,1255,Regular,4162
2022,8,1235,1244,Regular,4006
2022,8,1242,1277,Regular,4239
2022,8,1257,1380,Regular,4203
2022,8,1260,1164,Regular,4071
2022,8,1261,1419,Regular,4024
2022,8,1266,1188,Regular,4215
2022,8,1268,1346,Regular,4077
2022,8,1269,1420,Regular,4007
2022,8,1272,1399,Regular,4213
2022,8,1274,1145,Regular,4084
2022,8,1275,1210,Regular,4016
2022,8,1278,1282,Regular,4216
2022,8,1279,1309,Regular,4260
2022,8,1281,1141,Regular,4463
2022,8,1296,1449,Regular,4313
2022,8,1298,1438,Regular,4067
2022,8,1301,1137,Regular,4287
2022,8,1305,1186,Regular,4290
2022,8,1308,1414,Regular,4187
2022,8,1311,1320,Regular,4058
2022,8,1314,1259,Regular,4061
2022,8,1321,1183,Regular,4113
2022,8,1325,1125,Regular,4015
2022,8,1326,1103,Regular,4080
2022,8,1328,1322,Regular,4247
2022,8,1329,1426,Regular,4335
2022,8,1332,1411,Regular,4112
2022,8,1333,1340,Regular,4086
2022,8,1344,1193,Regular,4281
2022,8,1345,1468,Regular,4365
2022,8,1348,1131,Regular,4179
2022,8,1349,1337,Regular,4157
2022,8,1350,1300,Regular,4292
2022,8,1355,1133,Regular,4046
