Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,134,1231,66,1461,58,N,0,26,62,2,13,12,20,12,22,10,7,3,3,22,20,46,6,19,12,18,7,23,6,18,2,1,17
2022,134,1411,76,1394,67,N,0,23,55,4,13,26,35,8,34,9,15,4,9,18,25,67,8,21,9,19,7,29,17,8,9,3,22
2022,135,1323,89,1353,87,N,2,37,72,6,19,9,16,7,22,17,5,6,2,8,36,71,11,27,4,6,13,28,22,13,1,6,15
2022,135,1460,93,1136,82,N,0,29,61,9,21,26,32,12,29,19,15,6,4,20,31,71,4,24,16,23,10,22,7,13,11,5,24
2022,136,1116,75,1436,71,N,0,24,56,7,21,20,25,5,30,12,5,2,3,19,26,58,9,24,10,17,5,26,13,6,1,1,21
2022,136,1124,85,1313,49,N,0,31,54,11,27,12,21,11,22,24,10,6,3,14,18,57,5,22,8,10,13,11,7,12,6,1,17
2022,136,1166,72,1361,69,N,1,25,56,2,14,20,24,11,28,14,20,9,0,17,27,64,5,19,10,17,11,19,14,15,7,6,20
2022,136,1211,93,1209,72,N,0,36,71,5,18,16,30,16,37,23,7,5,9,18,23,70,6,16,20,25,12,24,12,7,5,5,25
2022,136,1242,83,1411,56,N,0,34,68,11,23,4,9,11,28,20,15,8,1,21,19,58,3,14,15,19,7,22,12,14,6,6,14
2022,136,1272,64,1129,53,N,0,24,51,5,12,11,14,11,25,12,15,5,2,18,17,54,6,21,13,19,12,18,7,8,9,1,14
2022,136,1276,75,1161,63,N,0,26,48,4,14,19,22,5,30,15,15,5,4,11,23,65,12,35,5,7,9,15,16,9,10,0,19
2022,136,1293,92,1362,87,N,1,31,64,6,21,24,35,10,32,17,11,5,1,21,32,68,9,35,14,22,8,24,10,8,7,6,24
2022,136,1308,70,1163,63,N,0,23,50,11,17,13,13,7,14,12,7,4,1,16,22,51,7,23,12,13,4,15,15,8,5,4,17
2022,136,1314,95,1266,63,N,0,34,74,13,35,14,17,12,34,29,10,4,4,11,26,73,8,31,3,8,10,23,15,9,5,7,15
2022,136,1344,66,1355,57,N,0,24,61,8,22,10,12,10,27,13,9,7,1,12,22,57,7,23,6,9,4,25,12,10,7,4,11
2022,136,1350,67,1234,63,N,0,24,57,5,17,14,16,6,25,14,11,4,3,14,24,66,6,29,9,12,10,25,14,9,5,3,18
2022,136,1388,82,1231,53,N,0,31,60,10,21,10,15,9,27,16,9,8,3,14,18,53,2,10,15,18,5,20,8,13,5,2,18
2022,136,1389,85,1246,79,N,1,29,57,9,17,18,21,5,26,18,15,4,4,25,26,61,4,15,23,35,12,22,18,12,6,6,17
2022,136,1397,88,1255,56,N,0,33,55,14,24,8,11,5,23,29,12,13,1,14,20,52,7,22,9,11,6,16,15,15,9,1,13
2022,136,1417,57,1103,53,N,0,19,54,8,22,11,13,7,21,14,7,9,6,11,21,53,4,17,7,8,8,26,4,10,6,2,15
2022,137,1112,87,1460,70,N,0,33,60,11,20,10,12,9,33,21,19,4,9,17,24,69,9,25,13,19,4,18,13,6,10,3,14
2022,137,1120,80,1240,61,N,0,28,63,9,24,15,22,17,29,23,10,2,10,17,19,61,8,25,15,18,10,21,9,8,7,1,21
2022,137,1181,78,1168,61,N,0,30,58,9,22,9,9,9,27,21,13,6,10,11,24,64,5,17,8,8,12,16,10,8,8,1,10
2022,137,1222,82,1412,68,N,0,32,60,10,21,8,15,10,22,19,7,6,3,12,26,56,5,19,11,14,7,23,12,12,6,1,14
2022,137,1228,54,1151,53,N,0,19,49,3,17,13,22,9,29,13,14,5,4,16,21,65,4,15,7,14,15,24,6,10,8,0,21
2022,137,1235,59,1261,54,N,0,20,56,12,37,7,10,7,20,14,10,15,4,19,17,46,4,19,16,23,8,22,11,19,7,1,13
2022,137,1274,68,1425,66,N,0,24,56,1,14,19,25,3,22,13,3,12,4,14,24,50,9,20,9,15,6,29,17,18,1,3,16
2022,137,1277,74,1172,73,N,0,28,59,7,26,11,15,9,24,13,7,4,4,14,28,59,10,25,7,12,6,23,14,7,3,3,18
2022,137,1323,78,1104,64,N,0,29,54,10,16,10,11,4,23,13,18,10,1,13,26,64,8,24,4,7,10,18,16,14,9,4,14
2022,137,1326,54,1260,41,N,0,18,43,1,15,17,21,6,32,6,17,7,5,16,15,56,8,28,3,10,8,18,12,13,9,2,19
2022,137,1345,78,1463,56,N,0,22,51,7,22,27,33,11,29,15,11,10,3,13,23,63,4,17,6,11,7,21,14,12,6,3,21
2022,137,1395,69,1371,42,N,0,27,53,4,10,11,14,6,29,15,13,7,3,15,15,52,6,21,6,11,4,17,9,14,8,4,17
2022,137,1400,81,1439,73,N,0,27,57,10,19,17,22,8,17,17,7,9,3,22,23,47,4,12,23,26,4,21,11,13,4,2,19
2022,137,1403,97,1286,62,N,0,36,54,12,20,13,19,6,24,23,12,6,5,18,21,55,8,24,12,15,7,13,14,15,5,1,22
2022,137,1437,80,1174,60,N,0,28,55,13,28,11,12,9,22,16,10,5,2,14,22,50,3,20,13,16,5,16,9,10,8,2,15
2022,137,1458,67,1159,60,N,0,26,62,6,17,9,12,11,24,15,5,5,3,10,22,57,10,22,6,7,9,24,14,10,2,1,13
2022,138,1116,53,1308,48,N,0,14,51,3,16,22,25,3,30,10,11,12,1,14,18,53,6,26,6,10,4,32,8,17,4,4,15
2022,138,1211,82,1272,78,N,0,30,58,9,27,13,24,10,27,18,5,2,4,15,30,70,4,19,14,20,12,25,12,5,2,2,23
2022,138,1242,79,1166,72,N,0,27,66,6,16,19,20,13,33,14,7,5,7,21,21,59,12,28,18,21,6,22,18,8,6,3,16
2022,138,1276,76,1397,68,N,0,27,54,6,16,16,20,6,27,15,14,4,6,12,28,67,2,18,10,12,10,21,15,6,7,4,18
2022,138,1314,93,1124,86,N,1,28,57,11,25,26,37,7,34,22,18,7,5,26,28,81,9,37,21,27,15,21,11,11,10,5,27
2022,138,1344,79,1350,51,N,0,28,54,12,22,11,14,5,30,18,6,4,3,15,21,53,1,22,8,21,5,19,9,6,2,4,13
2022,138,1389,70,1293,60,N,0,22,53,3,13,23,31,10,25,14,9,5,7,22,18,52,8,24,16,25,11,16,13,11,8,7,24
2022,138,1417,72,1388,56,N,0,26,46,4,9,16,19,4,20,14,5,3,0,12,20,49,7,21,9,12,8,16,12,8,3,1,16
2022,139,1112,85,1395,80,N,1,31,68,5,27,18,25,14,28,16,16,10,4,21,26,74,6,26,22,30,18,25,13,14,11,3,22
2022,139,1181,85,1277,76,N,0,32,56,5,13,16,21,7,21,14,10,5,6,12,27,65,11,22,11,12,12,19,15,7,3,5,19
2022,139,1222,68,1228,53,N,0,25,59,6,22,12,17,15,23,10,8,8,6,16,17,50,6,25,13,16,6,21,11,15,6,2,15
2022,139,1235,54,1458,49,N,0,20,58,3,14,11,16,7,25,12,13,9,3,25,14,47,2,22,19,25,6,27,7,16,6,7,18
2022,139,1274,79,1120,61,N,0,32,66,3,15,12,15,4,30,19,4,10,6,11,21,69,5,26,14,19,14,29,11,13,1,8,19
