TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,ARG,ATP,BAR,BBT,BIH,BNZ,BWE,CBR,COL,CWL,DAV,DCI,DII,DOK,DOL,DUN,EBP,EMK,ESR,FAS,HAS,INC,JJK,JNG,KCX,KPK,KRA,LAB,LAW,LMC,LOG,MAS,MMG,MOR,NET,NOL,OMN,PGH,PIR,POM,REW,RT,RTH,RTP,RWP,SAG,SEL,SFX,SMS,SP,SPR,SPW,SRS,STH,TPR,TRK,TRP,WIL,WLK,WMV,WOB,WOL
1101,24.83,58.9,18.14,37.59,6.69,21.31,16.83,22.66,8.76,20.07,14.07,12.0,10.45,1.72,22.38,22.07,49.66,15.31,29.97,6.76,19.69,17.52,24.24,8.41,25.31,11.34,19.59,5.17,3.93,21.28,110.28571428571429,141.71428571428572,122.0,101.78571428571429,132.23529411764707,135.75,125.27777777777777,136.8125,128.15384615384616,140.3,117.4375,127.8,124.77777777777777,124.77777777777777,135.0,102.82352941176471,133.22222222222223,131.61111111111111,150.66666666666666,133.47058823529412,130.94444444444446,139.0,134.14285714285714,133.27777777777777,143.0,124.41176470588235,138.71428571428572,143.33333333333334,124.875,174.33333333333334,113.57142857142857,143.55555555555554,130.0,131.5,121.28571428571429,119.41666666666667,144.0,136.5,135.66666666666666,145.66666666666666,117.33333333333333,132.41176470588235,131.36363636363637,132.6,109.0,130.11111111111111,135.75,100.38888888888889,149.07142857142858,131.0,118.28571428571429,90.0,127.0,134.0,127.18181818181819,131.77777777777777,131.66666666666666,129.61111111111111,121.4,134.42857142857142,134.28571428571428,130.27272727272728
1102,21.62,49.55,14.45,28.0,7.17,21.55,8.62,13.28,4.9,19.17,12.48,11.66,5.45,3.03,18.03,23.07,49.83,17.9,33.24,5.17,16.59,14.72,19.38,7.76,23.52,10.9,12.52,5.38,3.34,16.79,231.42857142857142,126.57142857142857,264.85714285714283,223.64285714285714,173.41176470588235,234.125,223.94444444444446,228.875,180.23076923076923,204.8,231.6875,236.26666666666668,220.72222222222223,274.6666666666667,177.0,234.11764705882354,325.22222222222223,259.6666666666667,214.77777777777777,187.05882352941177,255.88888888888889,255.44444444444446,194.85714285714286,193.66666666666666,202.25,221.64705882352942,186.28571428571428,205.5,240.375,258.6666666666667,249.5,204.22222222222223,254.6,242.83333333333334,240.71428571428572,245.0,246.57142857142858,204.88888888888889,261.25,259.27777777777777,219.33333333333334,260.8235294117647,191.9090909090909,196.33333333333334,213.0,263.0,184.41666666666666,282.27777777777777,236.57142857142858,265.0,226.0,240.0,236.0,217.30769230769232,232.36363636363637,260.8333333333333,272.72222222222223,172.27777777777777,232.6,207.57142857142858,191.85714285714286,183.1818181818182
1103,23.58,51.97,15.87,30.29,7.71,21.68,14.42,20.84,7.87,23.48,11.52,10.84,5.48,3.1,15.97,23.68,54.81,16.97,35.55,6.71,19.26,10.1,14.39,7.45,20.68,9.55,10.65,5.35,2.19,19.03,126.28571428571429,165.0,138.42857142857142,138.71428571428572,164.1764705882353,150.625,141.44444444444446,157.5,133.6153846153846,92.6,140.9375,114.26666666666667,147.61111111111111,140.44444444444446,160.76470588235293,148.05882352941177,106.5,143.61111111111111,135.33333333333334,142.7058823529412,165.33333333333334,136.61111111111111,128.0,152.77777777777777,155.875,139.23529411764707,139.85714285714286,149.83333333333334,140.5,146.0,152.71428571428572,126.44444444444444,167.8,82.05555555555556,155.78571428571428,109.41666666666667,157.57142857142858,148.83333333333334,137.33333333333334,145.44444444444446,117.66666666666667,170.52941176470588,146.0,136.73333333333332,124.0,148.22222222222223,137.08333333333334,114.55555555555556,133.21428571428572,138.0,140.0,74.0,145.0,135.76923076923077,130.36363636363637,154.77777777777777,126.33333333333333,165.83333333333334,149.73333333333332,136.57142857142858,134.0,139.45454545454547
1104,27.66,62.75,18.38,32.66,9.28,30.09,15.38,21.06,11.62,24.72,14.62,14.09,7.0,4.72,18.59,26.81,61.69,19.47,39.53,7.34,22.16,15.44,21.69,10.31,22.75,12.38,12.59,7.75,3.78,18.41,21.5,19.857142857142858,25.571428571428573,16.928571428571427,19.0,20.0,15.944444444444445,18.4375,18.923076923076923,15.9,19.75,16.4,15.38888888888889,14.38888888888889,19.764705882352942,20.58823529411765,21.72222222222222,24.88888888888889,23.77777777777778,18.11764705882353,22.0,17.0,28.142857142857142,17.27777777777778,18.625,12.058823529411764,27.714285714285715,23.0,23.75,15.666666666666666,16.142857142857142,17.0,20.6,20.555555555555557,22.571428571428573,27.083333333333332,19.0,16.11111111111111,17.166666666666668,17.0,48.333333333333336,10.705882352941176,23.818181818181817,6.666666666666667,30.0,16.055555555555557,19.666666666666668,16.61111111111111,13.428571428571429,20.0,16.857142857142858,43.0,20.0,15.615384615384615,15.181818181818182,19.5,16.0,14.333333333333334,13.866666666666667,20.428571428571427,25.857142857142858,30.454545454545453
1105,21.87,57.73,17.97,43.33,3.9,14.4,13.8,19.37,9.47,23.93,9.5,13.23,7.03,3.2,16.1,23.93,59.7,16.5,36.5,7.43,23.2,11.7,17.1,9.8,25.37,13.5,12.7,7.53,2.87,16.9,333.5,341.42857142857144,333.57142857142856,320.35714285714283,313.88235294117646,336.625,342.44444444444446,339.0,327.38461538461536,329.8,340.3125,346.2,337.8333333333333,340.1111111111111,319.47058823529414,338.5882352941176,337.3333333333333,334.72222222222223,316.22222222222223,328.70588235294116,319.6111111111111,338.8888888888889,326.7142857142857,320.94444444444446,344.0,335.94117647058823,332.2857142857143,336.8333333333333,341.625,335.6666666666667,315.2142857142857,335.8888888888889,341.2,340.1111111111111,328.07142857142856,328.4166666666667,339.57142857142856,323.6111111111111,336.9166666666667,328.8333333333333,312.6666666666667,347.7647058823529,332.90909090909093,323.4,326.0,346.6666666666667,329.1666666666667,344.3333333333333,335.92857142857144,338.0,327.07142857142856,292.0,336.0,333.6923076923077,332.8181818181818,335.8333333333333,344.3888888888889,332.22222222222223,333.26666666666665,334.85714285714283,335.14285714285717,316.1818181818182
1106,24.0,56.8,17.8,38.0,6.2,18.8,14.77,20.93,8.13,22.1,11.8,14.47,7.4,3.57,17.93,26.6,60.2,19.1,37.63,7.5,22.57,14.87,20.37,10.37,23.43,14.33,13.13,7.63,3.9,17.67,317.42857142857144,263.2857142857143,308.85714285714283,333.14285714285717,317.4117647058824,311.625,320.6111111111111,324.125,318.9230769230769,239.2,301.625,340.0,338.94444444444446,335.3888888888889,324.1764705882353,341.2352941176471,338.0,329.8888888888889,320.1111111111111,322.7647058823529,302.44444444444446,339.44444444444446,334.85714285714283,318.6666666666667,306.0,325.7647058823529,335.57142857142856,300.1666666666667,308.125,301.0,311.2142857142857,322.27777777777777,312.0,335.8333333333333,310.35714285714283,332.9166666666667,324.14285714285717,318.1666666666667,331.8333333333333,325.1666666666667,326.3333333333333,305.88235294117646,326.90909090909093,325.8,331.0,330.27777777777777,309.0,340.44444444444446,316.92857142857144,325.0,325.57142857142856,328.0,312.0,300.46153846153845,284.54545454545456,323.27777777777777,339.55555555555554,322.1666666666667,308.0,319.2857142857143,335.7142857142857,327.27272727272725
1107,23.03,56.16,17.16,38.0,5.87,18.16,9.9,14.06,6.87,21.61,9.42,11.71,6.74,2.45,18.0,23.23,52.94,15.97,32.52,7.26,20.42,12.16,16.84,6.61,23.97,12.52,12.97,5.26,4.35,14.9,298.42857142857144,261.42857142857144,276.7142857142857,293.35714285714283,293.3529411764706,277.125,290.1666666666667,296.375,281.38461538461536,306.8,290.0,271.8,289.3888888888889,296.6111111111111,281.2352941176471,283.3529411764706,266.1111111111111,288.8888888888889,261.77777777777777,294.88235294117646,286.44444444444446,280.6111111111111,266.7142857142857,298.8888888888889,290.5,285.3529411764706,270.57142857142856,249.33333333333334,282.625,248.66666666666666,292.64285714285717,279.3333333333333,280.6,304.0,288.14285714285717,255.25,272.0,300.8888888888889,275.8333333333333,290.55555555555554,276.6666666666667,281.8235294117647,288.8181818181818,288.93333333333334,294.0,285.44444444444446,294.6666666666667,256.27777777777777,286.35714285714283,286.0,291.7857142857143,253.0,286.0,304.61538461538464,279.3636363636364,283.3333333333333,280.1666666666667,294.1111111111111,296.2,273.0,272.42857142857144,272.09090909090907
1108,23.97,57.97,18.58,40.94,5.39,17.03,13.33,19.21,9.61,22.67,10.18,13.06,7.48,2.7,17.7,24.94,55.61,18.03,35.73,6.91,19.88,14.27,20.18,7.91,22.58,13.85,12.91,6.82,4.0,17.24,275.14285714285717,240.85714285714286,271.85714285714283,267.64285714285717,265.52941176470586,263.75,278.6111111111111,270.875,266.2307692307692,255.5,286.3125,307.26666666666665,305.94444444444446,307.6666666666667,268.47058823529414,301.8235294117647,291.55555555555554,309.1666666666667,219.0,289.4117647058824,271.6666666666667,304.27777777777777,258.85714285714283,282.22222222222223,280.75,278.52941176470586,267.0,249.83333333333334,288.375,261.6666666666667,235.85714285714286,284.8333333333333,265.2,317.6666666666667,266.0,268.0,278.7142857142857,281.05555555555554,277.0,286.6666666666667,243.66666666666666,259.5882352941176,275.90909090909093,270.8666666666667,277.0,297.5,263.25,300.3333333333333,261.57142857142856,290.0,265.64285714285717,213.0,277.0,255.76923076923077,276.09090909090907,280.44444444444446,285.1111111111111,295.6666666666667,270.73333333333335,260.0,269.7142857142857,246.27272727272728
1110,24.41,54.28,19.38,39.06,5.03,15.22,9.62,13.88,6.81,21.22,12.19,12.31,6.53,3.06,14.91,26.53,56.06,19.88,36.88,6.66,19.19,11.22,16.22,7.66,22.56,13.44,11.22,6.78,3.22,14.22,333.2857142857143,292.7142857142857,335.0,301.7857142857143,311.3529411764706,343.0,326.0,324.75,327.7692307692308,339.9,328.375,308.46666666666664,313.6111111111111,319.22222222222223,306.94117647058823,315.05882352941177,328.72222222222223,321.0,329.55555555555554,317.47058823529414,329.05555555555554,318.8333333333333,325.42857142857144,308.8333333333333,336.875,324.6470588235294,324.0,329.6666666666667,341.875,317.0,328.85714285714283,312.8333333333333,337.6,302.44444444444446,337.07142857142856,299.25,331.85714285714283,318.1666666666667,330.5833333333333,323.5,332.0,344.0,325.45454545454544,324.2,337.0,310.72222222222223,334.4166666666667,316.55555555555554,319.2857142857143,324.0,334.92857142857144,318.0,343.0,338.38461538461536,331.09090909090907,335.72222222222223,322.55555555555554,310.22222222222223,338.06666666666666,341.42857142857144,336.0,311.0
1111,23.33,56.97,15.2,32.53,8.13,24.43,10.2,15.3,7.7,22.77,12.0,9.77,5.4,1.97,13.33,24.4,55.93,17.6,35.07,6.8,20.87,9.2,12.23,7.5,24.8,13.6,11.1,5.23,3.27,15.37,154.71428571428572,281.14285714285717,162.28571428571428,171.78571428571428,173.7058823529412,165.625,172.94444444444446,171.125,163.76923076923077,193.5,166.8125,167.73333333333332,171.72222222222223,182.16666666666666,186.94117647058823,186.88235294117646,186.61111111111111,173.5,152.22222222222223,161.05882352941177,169.88888888888889,176.05555555555554,144.57142857142858,182.5,176.125,162.64705882352942,137.71428571428572,137.66666666666666,185.375,162.0,165.78571428571428,183.11111111111111,170.2,160.83333333333334,178.57142857142858,154.66666666666666,174.85714285714286,164.22222222222223,166.75,171.61111111111111,179.33333333333334,146.2941176470588,156.27272727272728,157.6,152.0,185.22222222222223,171.75,141.38888888888889,165.92857142857142,172.0,166.92857142857142,122.0,179.0,186.15384615384616,163.0,163.38888888888889,166.05555555555554,164.94444444444446,170.8,151.57142857142858,133.85714285714286,143.72727272727272
