Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2022,134,1317,67,1402,63,H,1,NIT
2022,134,1328,89,1283,72,H,0,NIT
2022,134,1332,83,1429,72,A,0,NIT
2022,134,1367,80,1111,74,A,0,TBC
2022,134,1382,76,1160,68,A,0,NIT
2022,134,1401,74,1108,62,H,0,NIT
2022,134,1433,90,1343,79,H,0,NIT
2022,134,1435,82,1125,71,H,0,NIT
2022,134,1450,63,1365,50,H,0,NIT
2022,134,1462,72,1156,68,H,0,NIT
2022,135,1140,93,1253,72,H,0,NIT
2022,135,1157,66,1271,42,H,0,TBC
2022,135,1173,74,1405,55,A,0,NIT
2022,135,1195,95,1178,79,H,0,TBC
2022,135,1196,79,1233,74,H,0,NIT
2022,135,1320,80,1387,68,A,0,NIT
2022,135,1374,68,1311,58,H,0,NIT
2022,135,1375,70,1368,68,H,0,TBC
2022,135,1381,83,1245,79,H,0,TBC
2022,135,1438,60,1280,57,H,0,NIT
2022,135,1448,74,1406,64,H,0,NIT
2022,135,1464,70,1288,65,H,0,TBC
2022,136,1201,83,1186,74,H,0,TBC
2022,138,1140,90,1320,71,H,0,NIT
2022,138,1179,87,1236,65,N,0,CBI
2022,138,1292,64,1465,58,N,0,CBI
2022,138,1325,65,1349,64,N,0,CBI
2022,138,1339,94,1309,73,H,0,TBC
2022,138,1401,75,1332,60,H,0,NIT
2022,138,1421,80,1372,68,N,0,CBI
2022,138,1431,80,1442,54,H,0,TBC
2022,138,1448,80,1433,74,H,0,NIT
2022,139,1101,82,1407,70,N,0,CBI
2022,139,1131,71,1422,68,N,0,CBI
2022,139,1294,74,1194,71,N,0,CBI
2022,139,1382,70,1328,68,A,0,NIT
2022,139,1423,93,1440,78,N,0,CBI
2022,139,1435,70,1173,68,H,1,NIT
2022,139,1438,71,1317,69,A,1,NIT
2022,139,1450,75,1374,63,A,0,NIT
2022,139,1462,72,1196,56,H,0,NIT
2022,140,1101,91,1325,86,N,0,CBI
2022,140,1157,84,1195,68,H,0,TBC
2022,140,1292,76,1131,46,N,0,CBI
2022,140,1294,87,1421,84,N,0,CBI
2022,140,1375,83,1367,79,H,0,TBC
2022,140,1423,76,1179,75,N,0,CBI
2022,141,1292,85,1101,69,N,0,CBI
2022,141,1381,82,1431,69,A,0,TBC
2022,141,1382,52,1438,51,A,0,NIT
2022,141,1423,80,1294,64,N,0,CBI
2022,141,1462,75,1435,73,H,0,NIT
2022,142,1201,80,1464,71,H,0,TBC
2022,142,1401,67,1448,52,H,0,NIT
2022,142,1423,96,1292,90,N,2,CBI
2022,142,1450,77,1140,58,A,0,NIT
2022,145,1381,77,1339,66,H,0,TBC
2022,147,1157,69,1375,68,A,1,TBC
2022,147,1201,67,1381,48,H,0,TBC
2022,148,1401,72,1450,56,N,0,NIT
2022,148,1462,84,1382,77,N,0,NIT
2022,150,1462,73,1401,72,N,0,NIT
2022,151,1201,85,1157,74,A,0,TBC
