Season,SecondaryTourney,TeamID
2022,CBI,1101
2022,CBI,1131
2022,CBI,1179
2022,CBI,1194
2022,CBI,1236
2022,CBI,1292
2022,CBI,1294
2022,CBI,1325
2022,CBI,1349
2022,CBI,1372
2022,CBI,1407
2022,CBI,1421
2022,CBI,1422
2022,CBI,1423
2022,CBI,1440
2022,CBI,1465
2022,NIT,1108
2022,NIT,1125
2022,NIT,1140
2022,NIT,1156
2022,NIT,1160
2022,NIT,1173
2022,NIT,1196
2022,NIT,1233
2022,NIT,1253
2022,NIT,1280
2022,NIT,1283
2022,NIT,1311
2022,NIT,1317
2022,NIT,1320
2022,NIT,1328
2022,NIT,1332
2022,NIT,1343
2022,NIT,1365
2022,NIT,1374
2022,NIT,1382
2022,NIT,1387
2022,NIT,1401
2022,NIT,1402
2022,NIT,1405
2022,NIT,1406
2022,NIT,1429
2022,NIT,1433
2022,NIT,1435
2022,NIT,1438
2022,NIT,1448
2022,NIT,1450
2022,NIT,1462
2022,TBC,1111
2022,TBC,1157
2022,TBC,1178
2022,TBC,1186
2022,TBC,1195
2022,TBC,1201
2022,TBC,1245
2022,TBC,1271
2022,TBC,1288
2022,TBC,1309
2022,TBC,1339
2022,TBC,1367
2022,TBC,1368
2022,TBC,1375
2022,TBC,1381
2022,TBC,1431
2022,TBC,1442
2022,TBC,1464
