Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,8,1104,93,1256,64,H,0,32,64,13,33,16,23,14,34,19,13,9,2,19,26,67,6,26,6,19,14,20,11,10,3,1,18
2022,8,1105,82,1398,73,H,0,31,71,7,17,13,21,14,23,16,8,6,1,10,30,72,11,27,2,5,14,27,12,14,5,2,16
2022,8,1110,77,1265,73,H,1,27,59,5,19,18,26,7,29,17,14,5,4,12,31,68,4,19,7,12,10,26,5,15,6,3,20
2022,8,1112,81,1319,52,H,0,28,69,8,25,17,24,14,28,25,6,11,9,16,19,53,5,16,9,17,11,28,11,20,3,1,22
2022,8,1113,76,1339,60,H,0,31,66,7,26,7,9,13,29,15,19,10,3,16,22,54,6,24,10,11,2,22,10,21,9,1,14
2022,8,1114,69,1356,66,H,0,27,59,2,15,13,18,4,18,12,10,10,2,11,23,51,11,30,9,10,6,28,14,21,5,1,19
2022,8,1116,74,1273,61,H,0,26,55,6,21,16,22,10,23,13,15,12,2,6,23,51,13,31,2,6,3,16,17,17,7,2,16
2022,8,1120,77,1287,54,H,0,32,69,9,31,4,7,9,24,12,6,12,8,12,22,59,5,18,5,8,9,25,6,17,6,3,9
2022,8,1129,76,1430,56,H,0,32,62,4,20,8,13,9,22,12,8,8,6,13,23,50,3,11,7,11,4,22,3,17,4,1,15
2022,8,1130,73,1171,57,H,0,25,51,7,18,16,25,8,27,9,12,2,0,16,21,56,6,29,9,13,8,22,6,6,5,3,18
2022,8,1139,56,1237,47,H,0,15,44,7,25,19,23,9,25,11,14,3,1,14,18,48,3,23,8,15,3,18,7,7,5,5,20
2022,8,1140,69,1156,59,H,0,21,47,5,19,22,27,7,28,12,13,1,7,17,20,56,4,16,15,24,8,20,10,6,6,2,24
2022,8,1150,68,1284,66,H,0,21,55,6,27,20,24,4,22,9,5,8,1,14,24,55,4,19,14,15,8,29,12,15,2,4,21
2022,8,1151,75,1258,64,A,0,25,56,6,17,19,25,9,24,8,6,7,1,22,22,57,7,28,13,21,15,19,7,11,1,2,19
2022,8,1152,77,1472,72,H,0,29,57,11,24,8,13,4,27,10,6,6,3,19,26,60,13,32,7,9,4,22,17,7,1,0,15
2022,8,1153,65,1191,43,H,0,25,55,7,23,8,17,6,33,14,9,5,6,17,14,54,7,26,8,14,5,27,8,12,5,1,14
2022,8,1154,78,1338,63,A,0,29,63,13,36,7,11,9,27,18,10,5,2,23,23,60,2,17,15,31,15,23,14,7,6,2,16
2022,8,1155,64,1342,53,H,0,21,45,8,19,14,25,4,26,12,13,4,2,13,21,59,3,24,8,10,11,22,12,15,6,1,18
2022,8,1159,65,1318,58,H,0,22,56,8,23,13,16,4,27,14,8,6,2,18,20,50,3,14,15,21,7,30,10,14,3,1,20
