Season,DayNum,WTeamID,LTeamID,CRType,CityID
2016,11,1104,1244,Regular,4353
2016,11,1105,1408,Regular,4237
2016,11,1112,1334,Regular,4350
2016,11,1115,1370,Regular,4313
2016,11,1116,1380,Regular,4119
2016,11,1120,1412,Regular,4018
2016,11,1124,1372,Regular,4362
2016,11,1125,1266,Regular,4215
2016,11,1133,1123,Regular,4265
2016,11,1140,1430,Regular,4282
2016,11,1141,1240,Regular,4226
2016,11,1143,1349,Regular,4027
2016,11,1151,1208,Regular,4014
2016,11,1153,1441,Regular,4072
2016,11,1155,1300,Regular,4139
2016,11,1158,1354,Regular,4064
2016,11,1159,1206,Regular,4115
2016,11,1163,1263,Regular,4338
2016,11,1170,1113,Regular,4343
2016,11,1173,1369,Regular,4091
2016,11,1174,1175,Regular,4099
2016,11,1181,1373,Regular,4101
2016,11,1184,1164,Regular,4291
2016,11,1185,1436,Regular,4374
2016,11,1187,1212,Regular,4138
2016,11,1188,1117,Regular,4107
2016,11,1189,1150,Regular,4066
2016,11,1196,1298,Regular,4011
2016,11,1201,1337,Regular,4126
2016,11,1202,1342,Regular,4139
2016,11,1203,1248,Regular,4363
2016,11,1210,1165,Regular,4016
2016,11,1213,1340,Regular,4267
2016,11,1216,1148,Regular,4235
2016,11,1218,1286,Regular,4155
2016,11,1220,1145,Regular,4151
2016,11,1221,1265,Regular,4275
2016,11,1231,1183,Regular,4032
2016,11,1234,1205,Regular,4162
2016,11,1235,1160,Regular,4316
2016,11,1237,1232,Regular,4344
2016,11,1241,1350,Regular,4292
2016,11,1242,1294,Regular,4189
2016,11,1243,1271,Regular,4211
2016,11,1246,1107,Regular,4193
2016,11,1252,1365,Regular,4311
2016,11,1257,1359,Regular,4203
2016,11,1258,1168,Regular,4201
2016,11,1260,1427,Regular,4071
2016,11,1261,1270,Regular,4024
2016,11,1268,1291,Regular,4077
2016,11,1274,1410,Regular,4084
2016,11,1277,1194,Regular,4103
2016,11,1278,1282,Regular,4216
2016,11,1279,1322,Regular,4260
2016,11,1280,1186,Regular,4332
2016,11,1281,1459,Regular,4081
2016,11,1284,1417,Regular,4201
2016,11,1285,1129,Regular,4217
2016,11,1295,1413,Regular,4090
2016,11,1296,1169,Regular,4093
2016,11,1305,1157,Regular,4155
2016,11,1307,1411,Regular,4004
2016,11,1308,1223,Regular,4187
2016,11,1314,1396,Regular,4011
2016,11,1316,1228,Regular,4325
2016,11,1318,1131,Regular,4039
2016,11,1321,1262,Regular,4113
2016,11,1323,1384,Regular,4250
2016,11,1329,1404,Regular,4335
2016,11,1330,1310,Regular,4244
2016,11,1331,1283,Regular,4351
2016,11,1332,1238,Regular,4112
2016,11,1335,1352,Regular,4266
2016,11,1343,1351,Regular,4190
2016,11,1345,1299,Regular,4365
2016,11,1348,1110,Regular,4179
2016,11,1356,1102,Regular,4055
2016,11,1357,1346,Regular,4235
2016,11,1361,1229,Regular,4303
2016,11,1362,1227,Regular,4071
2016,11,1364,1303,Regular,4255
2016,11,1371,1171,Regular,4241
2016,11,1382,1127,Regular,4328
2016,11,1385,1447,Regular,4285
2016,11,1386,1180,Regular,4266
2016,11,1389,1135,Regular,4169
2016,11,1390,1453,Regular,4331
2016,11,1393,1250,Regular,4340
2016,11,1395,1368,Regular,4125
2016,11,1397,1421,Regular,4180
2016,11,1398,1259,Regular,4022
2016,11,1401,1367,Regular,4078
2016,11,1403,1219,Regular,4205
2016,11,1407,1378,Regular,4342
2016,11,1424,1142,Regular,4188
2016,11,1425,1360,Regular,4201
2016,11,1428,1381,Regular,4301
2016,11,1429,1451,Regular,4253
2016,11,1433,1341,Regular,4292
2016,11,1434,1236,Regular,4357
2016,11,1435,1122,Regular,4233
2016,11,1437,1192,Regular,4361
2016,11,1438,1288,Regular,4067
2016,11,1442,1458,Regular,4209
2016,11,1448,1420,Regular,4371
2016,11,1449,1400,Regular,4314
2016,11,1450,1319,Regular,4284
2016,11,1452,1297,Regular,4224
2016,11,1454,1176,Regular,4311
2016,11,1455,1149,Regular,4368
2016,11,1456,1301,Regular,4287
2016,11,1460,1377,Regular,4093
2016,11,1462,1275,Regular,4072
2016,11,1463,1193,Regular,4235
2016,12,1103,1156,Regular,4177
2016,12,1106,1439,Regular,4031
2016,12,1111,1239,Regular,4036
2016,12,1130,1383,Regular,4070
2016,12,1132,1309,Regular,4042
2016,12,1139,1154,Regular,4161
2016,12,1161,1320,Regular,4058
2016,12,1166,1411,Regular,4255
2016,12,1169,1460,Regular,4093
2016,12,1172,1416,Regular,4089
2016,12,1176,1365,Regular,4311
2016,12,1177,1444,Regular,4071
