Season,SecondaryTourney,TeamID
2016,CBI,1107
2016,CBI,1182
2016,CBI,1186
2016,CBI,1223
2016,CBI,1225
2016,CBI,1285
2016,CBI,1287
2016,CBI,1303
2016,CBI,1305
2016,CBI,1325
2016,CBI,1337
2016,CBI,1370
2016,CBI,1373
2016,CBI,1422
2016,CBI,1436
2016,CBI,1441
2016,CIT,1119
2016,CIT,1123
2016,CIT,1131
2016,CIT,1141
2016,CIT,1157
2016,CIT,1162
2016,CIT,1193
2016,CIT,1200
2016,CIT,1202
2016,CIT,1213
2016,CIT,1238
2016,CIT,1273
2016,CIT,1306
2016,CIT,1312
2016,CIT,1313
2016,CIT,1315
2016,CIT,1354
2016,CIT,1358
2016,CIT,1366
2016,CIT,1394
2016,CIT,1398
2016,CIT,1404
2016,CIT,1414
2016,CIT,1418
2016,CIT,1419
2016,CIT,1426
2016,NIT,1103
2016,NIT,1104
2016,NIT,1125
2016,NIT,1137
2016,NIT,1140
2016,NIT,1166
2016,NIT,1172
2016,NIT,1196
2016,NIT,1199
2016,NIT,1203
2016,NIT,1208
2016,NIT,1210
2016,NIT,1219
2016,NIT,1220
2016,NIT,1222
2016,NIT,1236
2016,NIT,1253
2016,NIT,1284
2016,NIT,1308
2016,NIT,1316
2016,NIT,1326
2016,NIT,1343
2016,NIT,1361
2016,NIT,1376
2016,NIT,1382
2016,NIT,1388
2016,NIT,1411
2016,NIT,1412
2016,NIT,1434
2016,NIT,1439
2016,NIT,1447
2016,NIT,1449
2016,V16,1190
2016,V16,1256
2016,V16,1296
2016,V16,1324
2016,V16,1330
2016,V16,1364
2016,V16,1399
2016,V16,1406
