Season,SecondaryTourney,TeamID
2009,CBI,1129
2009,CBI,1138
2009,CBI,1158
2009,CBI,1222
2009,CBI,1305
2009,CBI,1318
2009,CBI,1333
2009,CBI,1350
2009,CBI,1385
2009,CBI,1390
2009,CBI,1407
2009,CBI,1431
2009,CBI,1436
2009,CBI,1453
2009,CBI,1455
2009,CBI,1461
2009,CIT,1122
2009,CIT,1125
2009,CIT,1133
2009,CIT,1154
2009,CIT,1179
2009,CIT,1191
2009,CIT,1225
2009,CIT,1241
2009,CIT,1245
2009,CIT,1251
2009,CIT,1291
2009,CIT,1324
2009,CIT,1330
2009,CIT,1334
2009,CIT,1339
2009,CIT,1351
2009,NIT,1120
2009,NIT,1124
2009,NIT,1132
2009,NIT,1166
2009,NIT,1172
2009,NIT,1182
2009,NIT,1196
2009,NIT,1206
2009,NIT,1207
2009,NIT,1229
2009,NIT,1239
2009,NIT,1243
2009,NIT,1246
2009,NIT,1274
2009,NIT,1304
2009,NIT,1307
2009,NIT,1310
2009,NIT,1321
2009,NIT,1323
2009,NIT,1336
2009,NIT,1344
2009,NIT,1348
2009,NIT,1361
2009,NIT,1376
2009,NIT,1388
2009,NIT,1404
2009,NIT,1409
2009,NIT,1412
2009,NIT,1424
2009,NIT,1439
2009,NIT,1450
2009,NIT,1451
