Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
2009,134,1172,70,1376,63,A,0,NIT
2009,134,1246,70,1424,60,H,0,NIT
2009,134,1251,79,1351,64,H,0,CIT
2009,134,1307,83,1304,71,H,0,NIT
2009,134,1318,64,1461,62,A,0,CBI
2009,134,1323,70,1412,64,H,0,NIT
2009,134,1324,80,1245,74,H,0,CIT
2009,134,1336,77,1206,73,H,1,NIT
2009,134,1348,68,1310,62,A,0,NIT
2009,134,1361,65,1451,49,H,0,NIT
2009,134,1388,68,1450,57,H,0,NIT
2009,134,1431,79,1305,77,A,0,CBI
2009,135,1120,87,1404,82,H,0,NIT
2009,135,1124,74,1207,72,H,0,NIT
2009,135,1125,92,1191,76,A,0,CIT
2009,135,1133,81,1122,74,H,0,CIT
2009,135,1158,93,1407,91,A,0,CBI
2009,135,1166,73,1132,71,H,0,NIT
2009,135,1196,84,1239,62,H,0,NIT
2009,135,1225,69,1179,67,H,0,CIT
2009,135,1241,69,1291,58,H,0,CIT
2009,135,1243,83,1229,79,H,1,NIT
2009,135,1274,78,1344,66,A,0,NIT
2009,135,1333,49,1222,45,H,0,CBI
2009,135,1334,82,1339,76,H,0,CIT
2009,135,1350,75,1385,69,H,0,CBI
2009,135,1390,96,1129,76,H,0,CBI
2009,135,1409,68,1321,59,H,0,NIT
2009,135,1436,76,1453,72,A,0,CBI
2009,135,1439,116,1182,108,H,2,NIT
2009,135,1455,84,1138,73,H,0,CBI
2009,136,1323,70,1307,68,H,0,NIT
2009,136,1330,67,1154,59,H,0,CIT
2009,136,1336,83,1348,72,H,0,NIT
2009,137,1120,74,1409,55,H,0,NIT
2009,137,1196,74,1274,60,H,0,NIT
2009,137,1361,70,1243,52,H,0,NIT
2009,138,1124,84,1439,66,A,0,NIT
2009,140,1133,76,1324,75,H,0,CIT
2009,140,1241,88,1251,65,A,0,CIT
2009,140,1246,65,1166,63,A,0,NIT
2009,140,1330,70,1125,62,H,0,CIT
2009,140,1333,71,1436,70,H,1,CBI
2009,140,1334,69,1225,59,H,0,CIT
2009,140,1350,74,1158,72,H,0,CBI
2009,140,1388,80,1172,68,H,0,NIT
2009,140,1390,70,1455,56,A,0,CBI
2009,140,1431,75,1318,66,H,0,CBI
2009,141,1124,74,1120,72,A,0,NIT
2009,141,1336,71,1196,62,A,0,NIT
2009,142,1133,59,1334,49,H,0,CIT
2009,142,1323,77,1246,67,H,0,NIT
2009,142,1333,65,1390,62,H,1,CBI
2009,142,1361,70,1388,66,H,0,NIT
2009,142,1431,81,1350,69,A,0,CBI
2009,143,1330,81,1241,43,H,0,CIT
2009,147,1333,75,1431,69,H,0,CBI
2009,148,1124,76,1361,62,N,0,NIT
2009,148,1330,66,1133,62,A,0,CIT
2009,148,1336,67,1323,59,N,0,NIT
2009,149,1431,70,1333,63,H,0,CBI
2009,150,1336,69,1124,63,N,0,NIT
2009,151,1333,81,1431,73,A,0,CBI
