TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA
1102,19.17,44.07,12.66,26.48,6.52,17.59,12.55,18.62,6.93,20.9,11.9,13.55,5.07,2.17,17.79,20.17,47.86,12.83,26.66,7.34,21.21,14.62,19.83,9.1,21.45,12.59,11.59,6.31,3.52,18.38
1103,22.59,54.26,15.47,32.65,7.12,21.62,14.12,19.74,11.74,21.35,12.12,13.74,7.65,2.26,20.62,20.09,49.76,15.26,33.32,4.82,16.44,15.5,22.41,12.15,22.26,9.76,17.62,7.53,2.38,18.88
1104,25.97,59.43,21.13,44.8,4.83,14.63,16.07,22.8,14.03,25.73,11.17,14.8,7.0,4.67,17.33,25.6,62.1,18.83,40.37,6.77,21.73,13.37,19.7,14.5,22.8,13.73,14.07,7.27,4.43,19.03
1105,22.29,57.29,17.79,40.5,4.5,16.79,14.92,22.67,12.29,22.29,10.67,16.21,8.04,3.46,20.33,25.79,57.0,20.88,42.21,4.92,14.79,15.58,23.96,13.92,27.12,13.75,18.29,8.62,3.92,19.54
1106,25.55,54.93,19.86,37.62,5.69,17.31,12.69,20.03,11.41,24.72,14.0,13.76,5.76,4.76,17.62,22.93,58.41,18.1,42.21,4.83,16.21,12.9,19.52,13.62,21.38,10.52,12.93,6.62,2.66,18.17
1107,23.06,55.26,18.87,41.0,4.19,14.26,13.68,19.03,13.71,25.19,11.84,15.29,5.16,2.03,20.19,22.29,51.61,16.13,32.42,6.16,19.19,15.0,22.45,8.42,21.81,12.52,12.39,7.42,3.87,18.48
1108,24.04,60.82,17.64,41.86,6.39,18.96,14.82,21.96,9.86,21.29,10.61,15.07,8.39,1.71,19.46,30.75,63.89,23.86,43.75,6.89,20.14,16.18,23.96,13.96,29.5,17.18,15.29,7.86,3.82,18.32
1110,23.35,50.06,16.26,31.23,7.1,18.84,10.65,16.42,9.52,23.45,13.06,13.23,5.42,2.52,17.94,20.0,50.74,14.42,33.84,5.58,16.9,12.84,17.87,9.74,20.32,10.32,12.81,6.03,3.03,17.42
1111,25.43,56.83,17.97,36.6,7.47,20.23,16.47,23.37,13.07,25.67,12.67,17.7,6.03,3.33,20.2,26.97,59.1,20.1,39.8,6.87,19.3,17.0,23.9,10.17,21.9,13.2,12.33,8.83,4.13,19.9
1112,25.66,54.06,19.47,38.41,6.19,15.66,14.69,20.0,11.09,22.75,14.44,12.59,5.97,3.06,15.62,25.06,57.53,16.75,34.12,8.31,23.41,10.0,14.62,11.81,19.62,15.66,11.88,5.31,2.31,17.88
1113,23.79,49.39,15.7,27.3,8.09,22.09,13.88,18.76,8.42,22.91,15.61,11.52,5.91,2.09,15.91,21.24,52.0,15.27,32.97,5.97,19.03,11.61,15.82,10.0,19.76,11.91,12.12,5.94,1.97,17.52
1114,22.94,51.26,17.81,36.9,5.13,14.35,15.42,23.0,10.81,24.0,13.03,15.03,5.52,3.48,19.61,21.39,53.19,15.9,36.0,5.48,17.19,15.1,21.52,11.03,21.55,11.87,14.0,5.23,3.13,19.61
1115,22.87,57.03,18.87,43.13,4.0,13.9,12.94,20.94,14.39,23.65,10.94,19.52,8.74,2.71,22.68,23.29,54.0,18.06,38.35,5.23,15.65,18.84,28.23,12.52,24.48,12.94,16.94,9.48,3.9,19.19
1116,26.57,60.7,19.83,40.43,6.73,20.27,14.73,22.63,12.7,24.93,13.0,13.97,7.57,2.87,17.17,26.53,59.7,18.4,37.67,8.13,22.03,12.57,18.93,11.23,24.73,15.97,15.17,6.23,5.03,19.07
1117,23.5,55.86,18.82,40.96,4.68,14.89,12.61,18.68,11.57,24.57,13.0,13.61,6.5,3.68,17.07,23.5,55.46,17.71,39.57,5.79,15.89,12.61,17.79,10.5,24.29,11.61,13.29,5.39,2.79,17.36
