Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2009,a_sun,121,1190,1391
2009,a_sun,122,1125,1273
2009,a_sun,122,1252,1144
2009,a_sun,123,1190,1125
2009,a_sun,123,1239,1252
2009,a_sun,124,1190,1239
2009,a_ten,128,1182,1269
2009,a_ten,128,1350,1382
2009,a_ten,128,1386,1150
2009,a_ten,128,1387,1247
2009,a_ten,129,1173,1350
2009,a_ten,129,1182,1348
2009,a_ten,129,1396,1386
2009,a_ten,129,1462,1387
2009,a_ten,130,1182,1173
2009,a_ten,130,1396,1462
2009,a_ten,131,1396,1182
2009,acc,129,1130,1438
2009,acc,129,1210,1155
2009,acc,129,1268,1301
2009,acc,129,1439,1274
2009,acc,130,1181,1130
2009,acc,130,1199,1210
2009,acc,130,1268,1448
2009,acc,130,1314,1439
2009,acc,131,1181,1268
2009,acc,131,1199,1314
2009,acc,132,1181,1199
2009,aec,123,1216,1263
2009,aec,124,1107,1436
2009,aec,124,1127,1216
2009,aec,124,1306,1392
2009,aec,124,1420,1131
2009,aec,125,1127,1306
2009,aec,125,1420,1107
2009,aec,131,1127,1420
2009,big_east,127,1177,1153
2009,big_east,127,1323,1353
2009,big_east,127,1371,1378
2009,big_east,127,1385,1207
2009,big_east,128,1266,1385
2009,big_east,128,1344,1177
2009,big_east,128,1393,1371
2009,big_east,128,1452,1323
2009,big_east,129,1257,1344
2009,big_east,129,1393,1163
2009,big_east,129,1437,1266
2009,big_east,129,1452,1338
2009,big_east,130,1257,1437
2009,big_east,130,1393,1452
2009,big_east,131,1257,1393
2009,big_sky,124,1226,1294
2009,big_sky,124,1286,1285
2009,big_sky,127,1286,1451
2009,big_sky,127,1340,1226
2009,big_sky,128,1340,1286
2009,big_south,120,1251,1205
2009,big_south,120,1347,1219
2009,big_south,120,1421,1457
2009,big_south,120,1440,1157
2009,big_south,122,1347,1421
2009,big_south,122,1440,1251
2009,big_south,124,1347,1440
2009,big_ten,129,1276,1234
