Season,Seed,TeamID
2023,W01,3376
2023,W02,3268
2023,W03,3323
2023,W04,3417
2023,W05,3328
2023,W06,3166
2023,W07,3112
2023,W08,3378
2023,W09,3266
2023,W10,3452
2023,W11a,3228
2023,W11b,3280
2023,W12,3339
2023,W13,3170
2023,W14,3381
2023,W15,3221
2023,W16,3313
2023,X01,3390
2023,X02,3234
2023,X03,3181
2023,X04,3400
2023,X05,3257
2023,X06,3160
2023,X07,3199
2023,X08,3279
2023,X09,3211
2023,X10,3208
2023,X11,3292
2023,X12,3179
2023,X13,3187
2023,X14,3233
2023,X15,3368
2023,X16a,3357
2023,X16b,3380
2023,Y01,3231
2023,Y02,3428
2023,Y03,3261
2023,Y04,3437
2023,Y05,3450
2023,Y06,3276
2023,Y07,3301
2023,Y08,3329
2023,Y09,3274
2023,Y10,3343
2023,Y11,3424
2023,Y12,3195
2023,Y13,3156
2023,Y14,3218
2023,Y15,3205
2023,Y16a,3284
2023,Y16b,3399
2023,Z01,3439
2023,Z02,3163
2023,Z03,3326
2023,Z04,3397
2023,Z05,3235
2023,Z06,3314
2023,Z07,3124
2023,Z08,3425
2023,Z09,3355
2023,Z10,3104
2023,Z11a,3345
2023,Z11b,3385
2023,Z12,3405
2023,Z13,3387
2023,Z14,3241
2023,Z15,3436
2023,Z16,3151
