Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2019,1,3113,81,3230,43,H,0,29,65,10,28,13,23,19,39,23,19,11,8,20,17,66,3,17,6,15,13,21,5,16,12,1,21
2019,1,3120,97,3212,48,H,0,38,71,9,28,12,17,20,33,24,18,11,6,18,15,58,3,15,15,20,13,13,9,20,10,0,20
2019,1,3124,100,3311,39,H,0,42,69,7,13,9,20,14,34,30,10,11,9,17,12,53,4,19,11,16,8,17,7,22,4,1,21
2019,1,3135,68,3148,63,H,0,21,64,2,19,24,38,12,29,12,13,21,3,14,24,63,5,25,10,16,13,38,14,28,5,2,29
2019,1,3136,58,3262,57,A,0,22,51,6,16,8,19,15,25,15,17,8,4,18,23,56,3,8,8,11,4,19,12,9,11,4,23
2019,1,3137,70,3284,32,A,0,26,52,8,17,10,12,13,30,15,21,15,3,16,12,57,1,11,7,11,16,14,5,22,10,3,14
2019,1,3143,80,3222,79,H,0,26,60,2,16,26,31,15,28,16,21,4,3,20,30,67,5,21,14,18,10,19,10,14,5,1,26
2019,1,3153,69,3122,48,H,0,28,56,2,9,11,16,7,28,14,16,9,1,13,19,62,6,32,4,8,15,22,12,24,5,0,20
2019,1,3157,77,3441,59,H,0,31,66,7,23,8,11,15,22,13,14,12,1,20,22,62,7,27,8,14,18,15,11,22,4,1,14
2019,1,3160,77,3294,69,H,0,20,50,6,19,31,41,9,27,10,16,9,4,12,27,57,9,21,6,10,5,25,5,20,9,3,25
2019,1,3167,76,3460,74,H,0,31,61,3,10,11,19,12,21,9,14,7,5,25,25,67,6,16,18,26,23,21,14,14,8,4,15
2019,1,3168,57,3370,54,A,0,23,62,2,16,9,21,12,21,10,14,7,0,18,18,48,3,16,15,19,6,29,10,20,4,1,20
