Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2019,137,3113,60,3416,45,N,0,22,51,6,13,10,12,12,30,12,18,3,3,13,18,56,2,10,7,10,10,17,6,11,9,0,17
2019,137,3138,82,3353,71,N,0,27,54,12,23,16,19,12,27,18,23,7,3,18,29,68,4,21,9,15,16,17,17,15,9,2,20
2019,137,3155,79,3377,66,N,0,31,66,9,21,8,12,10,24,11,11,10,1,14,26,63,8,34,6,9,14,27,19,17,5,2,12
2019,137,3163,110,3406,61,H,0,41,70,15,29,13,17,12,30,25,10,6,7,12,23,73,8,29,7,11,21,20,13,17,8,5,20
2019,137,3199,70,3137,67,N,0,26,63,3,14,15,20,20,24,9,16,4,3,20,22,51,8,23,15,17,5,18,14,13,6,1,18
2019,137,3231,69,3400,65,N,0,28,63,7,22,6,6,5,20,11,13,10,1,17,26,63,5,17,8,14,19,27,11,23,3,2,15
2019,137,3234,66,3273,61,H,0,28,51,5,11,5,9,7,40,20,24,1,2,10,28,80,5,21,0,0,12,17,18,3,17,2,16
2019,137,3257,69,3352,34,H,0,26,54,6,15,11,16,15,32,15,17,7,6,14,12,52,4,16,6,10,11,17,5,15,7,3,18
2019,137,3266,58,3349,54,N,1,23,68,4,23,8,8,16,25,11,15,10,4,13,23,58,4,11,4,6,9,29,18,19,8,6,13
2019,137,3274,69,3195,62,H,0,22,50,6,15,19,24,7,37,17,18,6,5,15,21,66,12,40,8,10,8,24,13,9,6,5,17
2019,137,3276,84,3243,54,N,0,35,63,5,13,9,14,17,33,22,21,9,2,17,20,55,7,22,7,17,6,13,11,17,15,4,11
2019,137,3280,103,3380,46,H,0,36,68,3,13,28,37,17,34,13,13,17,3,12,15,55,5,16,11,12,7,21,6,28,6,2,27
2019,137,3281,77,3179,76,N,1,27,58,9,25,14,16,11,26,15,19,10,5,16,28,65,12,26,8,11,13,21,23,16,8,3,20
2019,137,3332,78,3340,40,H,0,29,63,8,23,12,15,20,30,17,12,16,2,8,12,49,8,28,8,11,8,15,10,17,5,2,11
2019,137,3376,74,3125,52,N,0,31,56,5,15,7,11,14,24,14,14,6,6,16,18,52,7,25,9,11,10,12,11,17,3,2,13
2019,137,3401,84,3460,61,H,0,25,56,8,17,26,35,12,35,16,14,3,2,13,24,80,8,30,5,7,20,22,10,11,6,1,25
2019,138,3124,95,3101,38,H,0,32,67,9,13,22,29,24,37,27,10,9,9,13,15,61,6,31,2,5,11,14,8,15,4,1,21
2019,138,3140,73,3120,64,N,0,28,59,5,19,12,20,7,32,15,16,7,7,17,24,75,4,27,12,20,21,25,10,11,14,1,17
2019,138,3143,92,3314,72,N,0,33,63,11,26,15,16,12,33,23,13,3,0,12,27,63,8,15,10,14,5,19,16,7,8,2,16
2019,138,3211,68,3114,51,N,0,25,54,7,13,11,12,11,32,15,19,4,5,14,20,61,6,20,5,8,9,18,10,12,10,0,13
2019,138,3235,97,3308,61,H,0,34,70,9,23,20,23,13,46,22,12,5,6,16,21,77,8,26,11,14,10,23,10,8,8,2,21
2019,138,3246,82,3343,77,N,0,27,54,9,18,19,26,5,21,15,7,11,2,14,30,64,7,19,10,13,14,24,18,16,5,2,20
2019,138,3268,73,3347,51,H,0,31,66,5,15,6,11,10,36,22,13,11,4,15,19,64,6,23,7,14,11,29,12,17,7,4,11
2019,138,3277,88,3141,87,N,0,35,67,7,17,11,11,13,20,19,8,5,4,14,36,69,8,22,7,8,12,18,21,8,3,2,11
2019,138,3283,89,3177,78,N,0,32,61,11,20,14,19,11,31,18,19,6,1,12,31,73,10,35,6,10,11,20,19,12,11,4,21
2019,138,3301,63,3263,51,H,0,24,52,6,21,9,12,5,33,10,11,4,1,6,20,59,11,37,0,0,5,24,12,9,7,5,10
2019,138,3323,92,3126,50,H,0,36,66,5,10,15,18,15,34,24,11,11,7,9,16,60,9,34,9,11,11,17,11,5,5,2,16
2019,138,3333,80,3129,75,H,1,27,55,4,15,22,33,11,39,18,18,5,5,18,23,72,10,30,19,22,11,22,11,7,8,2,24
