Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2008,0,1272,102,1404,71,H,0,37,83,11,35,17,29,21,37,23,10,9,11,21,24,77,10,37,13,22,20,27,16,19,5,2,22
2008,0,1350,44,1263,42,N,0,17,51,4,21,6,7,7,14,9,18,13,6,10,19,45,1,11,3,5,12,28,9,29,9,1,12
2008,1,1205,69,1105,55,N,0,21,59,5,17,22,32,20,22,15,21,12,3,22,17,49,4,18,17,26,12,23,9,27,4,8,24
2008,1,1246,67,1146,40,H,0,26,55,4,10,11,16,18,26,11,16,10,3,20,10,50,3,22,17,21,15,14,5,18,5,4,18
2008,1,1272,80,1350,63,H,0,25,51,9,25,21,32,12,25,15,18,13,10,18,24,63,8,22,7,12,15,19,9,21,11,1,27
2008,1,1404,66,1263,62,N,0,23,58,9,33,11,15,6,24,14,14,10,2,17,23,62,7,20,9,15,18,30,13,21,7,4,16
2008,2,1146,69,1105,59,N,0,23,60,6,15,17,22,17,37,8,25,6,9,21,21,60,7,16,10,19,8,22,11,16,7,10,20
2008,2,1163,69,1288,65,H,0,21,50,3,15,24,33,14,29,14,18,9,10,13,25,71,11,22,4,9,20,19,11,14,11,2,24
2008,2,1205,84,1246,68,A,0,26,49,8,17,24,31,6,31,16,17,3,1,20,22,62,6,19,18,20,11,18,8,12,7,3,22
2008,3,1163,82,1138,57,H,0,27,58,3,8,25,37,15,39,14,18,7,15,16,23,69,1,7,10,18,11,25,10,16,6,1,28
2008,3,1328,71,1362,55,H,0,27,56,4,17,13,21,11,24,16,12,5,5,15,21,57,2,20,11,14,13,21,11,13,7,1,18
2008,4,1102,67,1171,38,H,0,22,41,5,13,18,25,6,25,13,14,8,3,16,13,47,5,20,7,9,10,17,9,18,4,2,23
2008,4,1104,84,1407,72,H,0,36,71,4,20,8,19,19,42,18,25,7,3,14,26,80,11,43,9,12,14,21,12,15,12,1,19
2008,4,1116,67,1459,45,H,0,26,54,3,18,12,21,9,31,13,13,5,11,18,17,47,5,13,6,17,4,23,9,15,4,3,22
2008,4,1125,86,1153,75,A,0,32,62,12,30,10,17,8,25,24,13,12,1,19,27,62,8,25,13,21,16,25,12,19,6,3,18
2008,4,1129,73,1430,72,H,1,24,75,5,31,20,27,22,19,10,13,16,2,15,29,55,7,18,7,12,9,27,5,28,4,5,22
2008,4,1131,68,1382,57,H,0,24,61,9,33,11,13,10,19,17,11,10,0,13,21,48,6,22,9,10,9,27,13,20,5,1,17
2008,4,1135,74,1185,55,A,0,24,42,10,17,16,21,8,21,18,14,10,3,19,18,51,7,21,12,18,16,12,13,13,3,2,20
2008,4,1139,61,1123,45,A,0,21,46,8,22,11,17,9,23,12,11,3,1,16,19,50,1,14,6,9,10,21,10,10,6,1,17
2008,4,1147,72,1252,69,N,0,20,53,7,19,25,33,12,16,10,20,14,3,27,24,49,5,18,16,29,17,25,14,30,7,2,27
2008,4,1150,61,1219,55,H,0,20,49,4,17,17,36,15,24,8,19,14,6,17,21,56,9,27,4,6,11,24,12,21,8,2,26
2008,4,1156,73,1378,70,A,0,24,55,4,16,21,25,13,22,11,10,10,5,24,20,46,7,12,23,33,10,20,10,13,2,5,21
2008,4,1159,63,1284,60,H,0,19,41,8,16,17,25,10,21,11,16,9,2,16,23,51,6,18,8,16,12,13,14,15,10,2,20
2008,4,1166,74,1177,62,H,0,28,71,11,26,7,11,15,23,20,12,13,3,16,25,57,4,19,8,11,10,31,13,23,7,6,18
2008,4,1168,92,1167,75,H,0,35,64,12,26,10,14,11,22,24,16,14,3,20,25,55,10,20,15,21,10,21,16,18,5,2,12
2008,4,1180,67,1335,59,A,1,23,53,10,20,11,20,9,33,16,19,9,7,21,21,67,6,27,11,22,20,29,13,17,8,4,20
2008,4,1181,121,1300,56,H,0,39,69,16,28,27,32,18,30,27,18,10,9,18,21,60,6,18,8,12,10,14,13,26,10,3,27
2008,4,1182,129,1224,59,H,0,49,73,12,28,19,23,15,33,35,19,14,8,22,21,61,4,25,13,15,7,13,12,24,3,2,21
2008,4,1196,75,1295,65,H,0,31,58,6,10,7,13,12,21,12,12,9,3,17,25,58,7,22,8,13,14,20,18,15,5,3,15
2008,4,1199,81,1311,58,H,0,32,59,10,27,7,10,10,16,18,18,18,3,14,24,54,5,19,5,8,13,16,14,27,10,3,14
2008,4,1200,79,1162,61,A,0,26,46,11,21,16,26,8,18,14,9,10,2,17,20,48,8,20,13,16,12,18,15,16,3,0,23
2008,4,1201,75,1339,68,H,0,21,52,13,26,20,34,5,27,15,13,8,3,19,25,59,4,18,14,17,9,34,12,19,6,0,29
2008,4,1206,60,1436,53,H,0,21,61,1,17,17,26,14,38,10,13,3,3,13,21,65,4,18,7,8,7,31,13,8,6,2,24
2008,4,1208,107,1240,65,H,0,43,79,4,16,17,26,20,42,23,15,3,13,18,26,80,10,30,3,15,18,21,15,16,6,4,25
2008,4,1222,83,1287,54,H,0,28,62,11,30,16,20,10,26,17,14,12,3,17,19,50,7,20,9,18,12,27,11,28,6,1,20
2008,4,1234,58,1226,43,H,0,21,46,10,21,6,10,9,30,17,16,6,4,17,16,49,1,20,10,17,8,20,13,9,10,0,12
2008,4,1235,58,1445,44,H,0,23,56,0,12,12,15,15,33,12,15,7,10,10,16,63,10,27,2,3,15,19,10,14,12,6,17
2008,4,1241,100,1373,88,H,0,37,57,11,22,15,20,13,23,19,26,7,4,31,28,63,8,24,24,33,13,13,7,20,6,1,22
2008,4,1242,107,1419,78,H,0,40,72,12,24,15,19,16,19,26,13,15,1,20,26,51,9,24,17,23,10,18,16,24,9,1,21
2008,4,1243,94,1170,63,H,0,33,70,8,18,20,31,24,25,22,26,10,6,24,20,55,5,15,18,31,16,16,14,31,9,2,26
2008,4,1269,90,1142,64,N,0,28,62,8,23,26,41,9,32,15,15,11,7,17,23,64,3,22,15,19,10,36,12,18,8,4,30
2008,4,1276,82,1347,55,H,0,31,61,7,23,13,20,14,23,16,8,10,4,13,21,54,6,19,7,12,14,20,16,19,2,4,17
2008,4,1285,75,1161,39,H,0,26,54,10,21,13,19,12,25,11,7,6,3,12,16,47,0,10,7,10,7,18,7,14,1,2,20
2008,4,1294,104,1440,97,N,0,34,50,5,11,31,47,7,31,24,30,11,4,26,32,78,12,39,21,25,19,20,11,21,17,2,33
2008,4,1298,88,1255,72,A,0,33,65,13,29,9,11,9,27,21,19,14,1,20,27,62,5,18,13,20,13,24,13,22,6,6,15
2008,4,1307,54,1160,47,A,0,20,45,6,12,8,17,8,26,13,18,2,3,21,15,44,4,19,13,20,6,23,10,15,5,6,19
2008,4,1320,75,1296,45,H,0,28,54,10,21,9,22,13,35,22,12,6,6,19,18,55,2,13,7,17,10,20,5,13,7,2,19
2008,4,1325,80,1308,72,H,0,26,60,8,24,20,33,12,26,14,16,8,0,21,27,64,6,28,12,19,17,28,14,18,3,4,26
2008,4,1328,80,1176,50,H,0,30,50,13,23,7,9,11,16,17,11,8,2,16,15,33,5,13,15,18,5,11,8,19,3,2,14
2008,4,1329,104,1341,48,H,0,39,66,10,20,16,27,15,21,20,14,18,3,20,19,44,4,13,6,14,7,20,9,36,7,0,28
2008,4,1338,103,1223,62,H,0,42,92,10,34,9,12,27,32,31,13,16,3,16,22,61,6,20,12,14,8,24,12,22,5,3,16
2008,4,1348,90,1194,63,H,0,35,68,7,20,13,21,11,25,22,15,12,0,18,23,53,1,11,16,24,9,27,14,25,3,2,22
2008,4,1353,70,1399,64,H,0,26,62,6,22,12,22,20,26,16,22,7,7,19,22,65,5,19,15,21,20,23,13,18,12,4,21
2008,4,1360,73,1218,72,A,0,28,61,7,13,10,21,18,26,15,16,8,2,19,25,65,6,20,16,23,18,22,13,14,7,3,18
2008,4,1361,62,1251,50,N,0,21,45,7,18,13,14,6,26,12,22,7,2,21,16,47,7,23,11,15,9,19,11,21,9,2,18
2008,4,1364,92,1322,71,N,0,32,69,7,18,21,27,14,25,19,20,12,2,20,28,62,7,19,8,14,13,24,15,28,8,4,25
2008,4,1368,72,1108,54,H,0,27,58,7,18,11,21,13,29,14,14,6,2,17,23,58,4,18,4,15,12,24,6,17,2,1,20
2008,4,1376,92,1354,67,H,0,39,73,10,18,4,8,11,28,21,13,12,4,18,24,73,7,22,12,17,23,25,17,22,6,3,16
2008,4,1383,62,1216,59,H,0,20,55,8,23,14,26,14,26,14,19,8,2,19,19,45,8,21,13,20,3,28,9,20,8,1,18
2008,4,1387,54,1299,43,N,0,19,41,6,15,10,13,5,26,14,15,3,5,20,16,52,3,14,8,15,14,20,6,11,6,2,16
2008,4,1390,111,1217,56,H,0,43,66,12,19,13,18,17,33,25,18,7,4,28,19,52,3,12,15,31,10,9,7,19,8,2,18
2008,4,1397,80,1396,63,H,0,29,63,6,22,16,23,14,26,18,15,10,1,22,23,59,3,17,14,20,14,23,14,23,6,2,21
2008,4,1401,73,1270,50,H,0,27,50,6,13,13,23,7,25,16,11,8,5,10,20,53,7,14,3,3,8,20,10,19,5,3,20
2008,4,1406,83,1259,69,H,0,29,64,6,21,19,28,19,26,19,12,9,4,16,23,57,10,29,13,16,9,21,15,15,4,2,22
2008,4,1408,77,1120,62,H,0,23,49,6,16,25,31,12,27,18,16,8,7,23,21,54,7,22,13,27,13,18,9,15,10,4,23
2008,4,1414,74,1258,61,H,0,28,52,1,11,17,21,4,21,8,11,8,2,21,22,49,2,12,15,21,9,24,10,21,4,1,17
2008,4,1417,69,1340,48,H,0,24,47,6,15,15,20,8,24,15,18,8,3,12,18,52,6,18,6,7,10,18,8,22,5,2,22
2008,4,1421,78,1202,75,H,0,26,51,9,17,17,24,8,27,19,18,3,10,16,25,64,10,27,15,16,12,19,14,13,9,0,22
2008,4,1422,83,1210,74,A,0,26,53,9,25,22,29,12,24,19,16,5,2,20,26,68,8,20,14,20,21,21,13,16,8,2,23
2008,4,1424,76,1286,65,H,0,26,62,5,22,19,27,12,27,10,9,8,7,21,23,64,3,21,16,21,19,29,7,17,2,0,24
2008,4,1428,86,1367,52,H,0,32,56,7,15,15,20,14,34,21,20,9,3,21,14,50,6,23,18,26,8,14,8,18,10,3,16
2008,4,1429,60,1381,49,H,0,22,46,3,10,13,17,11,24,16,19,7,5,17,19,51,3,7,8,12,13,13,9,19,8,1,21
2008,4,1431,77,1115,50,H,0,27,63,2,20,21,31,11,32,14,11,8,5,22,18,51,5,14,9,21,7,28,13,23,3,2,22
2008,4,1433,70,1271,51,H,0,22,52,4,13,22,35,13,30,14,12,10,7,21,19,55,3,15,10,19,13,27,11,24,4,1,24
2008,4,1437,86,1392,64,H,0,31,56,8,16,16,24,17,18,19,8,5,4,15,21,41,9,21,13,21,5,14,11,13,2,2,22
2008,4,1439,69,1189,64,H,0,23,49,3,10,20,34,11,26,12,8,6,8,15,23,56,8,25,10,18,13,23,14,10,1,3,24
2008,4,1441,63,1132,60,N,0,21,58,9,21,12,22,18,27,14,20,7,2,19,21,56,2,16,16,21,10,22,14,16,7,8,19
2008,4,1443,96,1244,61,H,0,31,58,4,17,30,37,12,30,14,13,10,4,27,18,58,4,18,21,34,18,20,8,19,6,2,28
2008,4,1447,74,1248,70,A,0,26,66,3,17,19,32,18,31,10,13,8,3,19,27,63,8,23,8,12,8,33,15,16,6,3,23
2008,4,1448,85,1193,60,H,0,32,60,14,29,7,12,10,20,21,10,14,4,19,19,49,10,16,12,18,15,21,12,23,9,3,15
2008,4,1450,68,1186,41,H,0,26,52,6,17,10,13,7,27,17,10,7,3,14,13,44,7,18,8,10,5,21,7,16,5,0,13
2008,4,1453,76,1324,75,H,0,27,56,4,15,18,24,7,25,10,13,4,5,19,27,62,7,16,14,21,15,26,11,18,3,4,24
2008,5,1102,71,1294,62,H,0,20,42,10,26,21,25,4,22,15,13,5,2,16,20,55,11,28,11,17,17,21,9,16,3,2,23
2008,5,1110,75,1384,68,A,0,25,48,8,17,17,18,6,21,13,9,3,0,20,22,43,6,17,18,23,4,18,11,11,3,3,20
2008,5,1130,67,1306,57,H,0,24,51,4,13,15,29,13,26,13,14,9,7,11,22,60,9,27,4,8,13,21,12,15,2,3,23
2008,5,1132,78,1125,67,N,0,29,58,2,11,18,22,10,26,19,13,5,7,21,21,62,6,26,19,24,18,22,7,15,7,3,22
2008,5,1137,55,1107,52,H,0,17,43,2,14,19,24,7,26,8,15,4,7,16,20,56,5,18,7,9,12,22,11,14,4,1,19
2008,5,1140,74,1253,34,A,0,27,62,7,20,13,19,15,40,19,18,6,1,16,13,68,2,22,6,9,17,23,6,15,5,3,18
2008,5,1153,66,1441,64,H,0,22,49,5,19,17,24,9,23,15,15,8,5,20,22,56,8,18,12,15,10,19,9,14,5,1,25
2008,5,1165,87,1250,83,H,0,30,61,10,17,17,22,11,29,19,17,6,6,20,31,75,7,19,14,24,20,24,13,10,8,3,22
2008,5,1169,96,1152,85,H,0,32,66,4,16,28,39,19,23,16,13,12,6,27,28,61,9,22,20,29,14,20,12,21,10,2,31
2008,5,1171,98,1440,87,N,0,37,71,6,19,18,24,18,32,20,19,8,3,29,28,68,5,26,26,35,15,22,12,15,10,3,20
2008,5,1173,78,1190,74,H,0,27,57,6,13,18,29,17,26,12,15,1,4,18,27,60,11,27,9,14,10,21,17,12,5,2,26
2008,5,1178,61,1245,60,H,0,21,50,11,19,8,14,13,28,16,13,3,5,23,20,57,7,24,13,19,13,22,16,5,3,4,20
2008,5,1201,71,1251,62,H,0,24,53,4,15,19,29,6,28,11,9,6,2,15,23,56,6,22,10,13,7,29,7,14,5,0,23
2008,5,1203,77,1291,62,H,0,30,56,9,19,8,14,14,30,18,23,6,4,16,23,63,10,24,6,13,14,17,12,14,11,2,18
2008,5,1207,68,1456,53,H,0,24,48,9,26,11,17,7,28,12,14,7,4,14,20,56,9,33,4,7,9,21,13,11,5,1,14
2008,5,1221,61,1220,47,H,0,18,51,5,16,20,28,14,31,13,14,5,6,23,13,49,6,17,15,26,11,23,3,14,7,7,26
2008,5,1227,84,1133,75,H,0,29,54,9,13,17,29,9,22,16,21,8,6,18,26,64,8,28,15,17,17,23,18,22,7,3,24
2008,5,1235,67,1147,57,H,0,24,42,5,14,14,22,9,28,16,23,5,3,16,22,58,4,17,9,12,9,14,6,12,12,1,22
2008,5,1264,70,1312,28,A,0,26,54,7,17,11,16,10,35,13,13,8,6,13,8,48,1,11,11,18,9,22,5,17,7,4,19
2008,5,1266,76,1237,68,H,0,27,49,7,24,15,20,8,18,14,15,9,3,15,24,48,8,17,12,16,5,15,18,15,7,2,21
2008,5,1269,102,1296,87,N,0,31,54,14,26,26,42,8,24,18,22,14,5,28,29,66,7,22,22,33,20,20,10,28,9,3,32
2008,5,1273,96,1425,81,A,0,38,64,7,19,13,16,9,31,11,18,12,7,23,28,70,7,22,18,32,22,16,9,19,7,3,17
2008,5,1278,84,1119,52,H,0,27,62,10,26,20,30,18,25,19,13,13,10,15,19,54,5,14,9,12,12,25,13,25,6,0,24
2008,5,1279,97,1290,63,H,0,38,63,13,26,8,14,15,27,22,12,9,6,16,24,58,6,18,9,15,11,16,11,15,6,0,14
2008,5,1280,75,1256,45,H,0,27,71,8,25,13,20,12,34,13,4,6,10,13,17,62,6,20,5,10,15,37,7,22,3,3,18
2008,5,1293,66,1351,65,H,0,23,44,3,9,17,25,12,16,12,15,8,2,30,17,36,7,13,24,35,7,15,11,16,4,1,22
2008,5,1304,67,1342,52,H,0,25,41,8,18,9,16,5,23,16,13,7,6,12,17,48,12,27,6,9,9,15,14,12,7,1,15
2008,5,1313,72,1350,69,A,0,27,65,11,25,7,12,13,27,11,12,8,2,20,22,55,7,24,18,24,10,28,14,10,7,3,17
2008,5,1320,62,1142,55,H,0,18,39,5,11,21,25,7,25,8,13,4,3,15,20,56,8,27,7,9,11,17,6,9,6,2,19
2008,5,1332,100,1337,70,H,0,41,79,9,21,9,18,19,39,26,18,7,8,21,22,72,6,25,20,28,15,25,11,19,11,5,18
2008,5,1334,90,1444,76,N,0,27,46,9,14,27,33,4,30,19,16,5,2,23,24,59,8,31,20,28,8,18,15,10,9,2,29
2008,5,1338,88,1299,61,H,0,33,63,12,27,10,12,14,24,18,14,9,3,14,22,54,4,19,13,17,11,17,11,18,8,1,13
2008,5,1352,72,1233,66,H,0,28,69,6,25,10,17,17,24,19,12,12,8,17,24,59,10,19,8,11,13,29,13,21,5,6,17
2008,5,1361,78,1339,64,N,0,25,52,8,16,20,28,7,22,15,10,8,2,19,23,56,4,19,14,16,13,24,13,17,1,4,24
2008,5,1364,79,1217,61,N,0,31,62,4,12,13,14,6,24,15,13,7,7,24,20,51,5,16,16,26,11,25,9,22,7,2,15
2008,5,1380,75,1374,61,A,0,21,48,9,17,24,29,8,34,11,11,5,4,15,20,63,11,35,10,22,16,22,13,9,7,4,22
2008,5,1387,91,1223,56,N,0,33,57,7,15,18,25,10,30,23,8,5,4,17,18,54,4,13,16,18,7,17,11,11,0,1,20
2008,5,1388,72,1179,66,H,0,25,50,12,28,10,17,7,23,17,22,11,10,17,23,57,8,21,12,14,11,21,13,19,10,4,21
2008,5,1390,97,1322,58,H,0,34,63,10,25,19,30,14,25,18,10,7,2,16,23,60,5,21,7,12,13,19,11,17,3,2,25
2008,5,1403,68,1415,56,H,0,26,61,5,12,11,15,12,19,14,15,16,2,10,23,48,4,13,6,8,8,25,8,27,8,2,15
2008,5,1405,57,1283,53,H,0,22,47,4,19,9,13,9,18,8,18,11,5,15,23,56,3,19,4,7,18,19,17,23,7,1,15
2008,5,1411,72,1394,64,A,0,21,49,11,22,19,21,8,25,13,17,9,1,15,23,61,9,26,9,13,17,21,13,22,10,4,19
2008,5,1412,86,1209,63,A,0,27,49,8,19,24,29,6,29,17,15,6,5,21,26,64,2,11,9,16,12,17,11,14,7,2,20
