Season,SecondaryTourney,TeamID
2008,CBI,1133
2008,CBI,1135
2008,CBI,1153
2008,CBI,1222
2008,CBI,1275
2008,CBI,1305
2008,CBI,1325
2008,CBI,1330
2008,CBI,1350
2008,CBI,1351
2008,CBI,1409
2008,CBI,1428
2008,CBI,1431
2008,CBI,1434
2008,CBI,1438
2008,CBI,1449
2008,NIT,1103
2008,NIT,1106
2008,NIT,1113
2008,NIT,1143
2008,NIT,1150
2008,NIT,1156
2008,NIT,1166
2008,NIT,1173
2008,NIT,1196
2008,NIT,1199
2008,NIT,1229
2008,NIT,1268
2008,NIT,1269
2008,NIT,1278
2008,NIT,1279
2008,NIT,1288
2008,NIT,1304
2008,NIT,1307
2008,NIT,1326
2008,NIT,1329
2008,NIT,1348
2008,NIT,1352
2008,NIT,1356
2008,NIT,1361
2008,NIT,1364
2008,NIT,1372
2008,NIT,1393
2008,NIT,1412
2008,NIT,1421
2008,NIT,1429
2008,NIT,1433
2008,NIT,1439
