Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2008,a_sun,121,1125,1144
2008,a_sun,121,1239,1273
2008,a_sun,122,1190,1252
2008,a_sun,122,1205,1391
2008,a_sun,123,1125,1190
2008,a_sun,123,1239,1205
2008,a_sun,124,1125,1239
2008,a_ten,128,1150,1348
2008,a_ten,128,1173,1387
2008,a_ten,128,1247,1182
2008,a_ten,128,1386,1200
2008,a_ten,129,1150,1269
2008,a_ten,129,1386,1350
2008,a_ten,129,1396,1247
2008,a_ten,129,1462,1173
2008,a_ten,130,1386,1462
2008,a_ten,130,1396,1150
2008,a_ten,131,1396,1386
2008,acc,129,1130,1268
2008,acc,129,1199,1448
2008,acc,129,1210,1438
2008,acc,129,1274,1301
2008,acc,130,1155,1130
2008,acc,130,1181,1210
2008,acc,130,1314,1199
2008,acc,130,1439,1274
2008,acc,131,1155,1181
2008,acc,131,1314,1439
2008,acc,132,1314,1155
2008,aec,123,1392,1263
2008,aec,124,1131,1107
2008,aec,124,1216,1306
2008,aec,124,1420,1392
2008,aec,124,1436,1127
2008,aec,125,1216,1131
2008,aec,125,1420,1436
2008,aec,131,1420,1216
2008,big_east,128,1266,1371
2008,big_east,128,1338,1153
2008,big_east,128,1437,1393
2008,big_east,128,1452,1344
2008,big_east,129,1207,1437
2008,big_east,129,1266,1323
2008,big_east,129,1338,1257
2008,big_east,129,1452,1163
2008,big_east,130,1207,1452
2008,big_east,130,1338,1266
2008,big_east,131,1338,1207
2008,big_sky,124,1226,1285
2008,big_sky,124,1451,1286
2008,big_sky,127,1319,1451
2008,big_sky,127,1340,1226
2008,big_sky,128,1340,1319
2008,big_south,120,1219,1157
2008,big_south,120,1251,1440
2008,big_south,120,1421,1149
2008,big_south,120,1457,1347
2008,big_south,122,1421,1251
2008,big_south,122,1457,1219
2008,big_south,124,1457,1421
2008,big_ten,129,1228,1336
2008,big_ten,129,1276,1234
2008,big_ten,129,1278,1321
2008,big_ten,130,1228,1345
2008,big_ten,130,1277,1326
2008,big_ten,130,1278,1231
2008,big_ten,130,1458,1276
2008,big_ten,131,1228,1278
2008,big_ten,131,1458,1277
2008,big_ten,132,1458,1228
2008,big_twelve,129,1160,1124
2008,big_twelve,129,1304,1281
2008,big_twelve,129,1329,1403
2008,big_twelve,129,1401,1235
2008,big_twelve,130,1242,1304
2008,big_twelve,130,1328,1160
2008,big_twelve,130,1400,1329
2008,big_twelve,130,1401,1243
2008,big_twelve,131,1242,1401
2008,big_twelve,131,1400,1328
2008,big_twelve,132,1242,1400
2008,big_west,128,1414,1253
2008,big_west,128,1415,1142
2008,big_west,129,1168,1415
2008,big_west,129,1414,1334
2008,big_west,130,1168,1169
2008,big_west,130,1414,1364
2008,big_west,131,1168,1414
2008,caa,123,1174,1180
2008,caa,123,1318,1241
2008,caa,123,1406,1220
2008,caa,123,1456,1209
2008,caa,124,1206,1318
2008,caa,124,1423,1174
2008,caa,124,1433,1406
2008,caa,124,1456,1330
2008,caa,125,1206,1423
2008,caa,125,1456,1433
2008,caa,126,1206,1456
2008,cusa,128,1379,1349
2008,cusa,128,1408,1267
2008,cusa,128,1409,1187
2008,cusa,128,1431,1374
2008,cusa,129,1272,1408
2008,cusa,129,1379,1416
2008,cusa,129,1409,1412
2008,cusa,129,1431,1222
2008,cusa,130,1272,1379
2008,cusa,130,1409,1431
2008,cusa,131,1272,1409
2008,horizon,120,1227,1464
2008,horizon,120,1260,1454
2008,horizon,120,1434,1453
2008,horizon,120,1460,1178
2008,horizon,123,1227,1260
2008,horizon,123,1434,1460
2008,horizon,124,1139,1227
2008,horizon,124,1156,1434
2008,horizon,127,1139,1156
2008,maac,123,1145,1233
2008,maac,123,1264,1389
2008,maac,124,1259,1193
2008,maac,124,1265,1310
2008,maac,124,1351,1145
2008,maac,124,1373,1264
2008,maac,125,1351,1265
2008,maac,125,1373,1259
2008,maac,126,1373,1351
2008,mac,128,1141,1296
2008,mac,128,1185,1123
2008,mac,128,1275,1138
2008,mac,128,1405,1132
2008,mac,129,1103,1141
2008,mac,129,1245,1405
2008,mac,129,1275,1325
2008,mac,129,1444,1185
2008,mac,130,1103,1444
2008,mac,130,1245,1275
2008,mac,131,1245,1103
2008,meac,127,1164,1224
2008,meac,127,1354,1126
2008,meac,128,1164,1214
2008,meac,128,1197,1271
2008,meac,128,1288,1354
2008,meac,129,1175,1299
2008,meac,129,1313,1197
2008,meac,130,1164,1313
2008,meac,130,1288,1175
2008,meac,131,1164,1288
2008,mvc,122,1232,1455
2008,mvc,122,1283,1191
2008,mvc,123,1166,1133
2008,mvc,123,1179,1232
2008,mvc,123,1229,1283
2008,mvc,123,1320,1356
2008,mvc,124,1179,1166
2008,mvc,124,1229,1320
2008,mvc,125,1179,1229
2008,mwc,128,1161,1461
2008,mwc,129,1140,1161
2008,mwc,129,1361,1102
2008,mwc,129,1424,1395
2008,mwc,129,1428,1307
2008,mwc,130,1140,1361
2008,mwc,130,1424,1428
2008,mwc,131,1424,1140
2008,nec,122,1291,1346
2008,nec,122,1352,1284
2008,nec,122,1357,1148
2008,nec,122,1447,1254
2008,nec,125,1291,1352
2008,nec,125,1357,1447
2008,nec,128,1291,1357
2008,ovc,120,1122,1184
2008,ovc,120,1293,1399
2008,ovc,120,1398,1287
2008,ovc,120,1404,1359
2008,ovc,123,1122,1404
2008,ovc,123,1398,1293
2008,ovc,124,1122,1398
2008,pac_ten,128,1112,1333
2008,pac_ten,128,1143,1449
2008,pac_ten,129,1390,1112
2008,pac_ten,129,1417,1143
2008,pac_ten,129,1425,1113
2008,pac_ten,129,1450,1332
2008,pac_ten,130,1390,1450
2008,pac_ten,130,1417,1425
2008,pac_ten,131,1417,1390
2008,patriot,121,1110,1221
2008,patriot,121,1119,1250
2008,patriot,121,1137,1298
2008,patriot,121,1159,1248
2008,patriot,125,1110,1119
2008,patriot,125,1159,1137
2008,patriot,130,1110,1159
2008,sec,129,1104,1196
2008,sec,129,1208,1279
2008,sec,129,1376,1261
2008,sec,129,1435,1120
2008,sec,130,1116,1435
2008,sec,130,1208,1246
2008,sec,130,1280,1104
2008,sec,130,1397,1376
2008,sec,131,1116,1397
2008,sec,131,1208,1280
2008,sec,132,1208,1116
