TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NFGM,NFGA,NFGM2,NFGA2,NFGM3,NFGA3,NFTM,NFTA,NOR,NDR,NAst,NTO,NStl,NBlk,NPF
1102,20.36,41.93,12.21,22.36,8.14,19.57,14.43,20.43,4.93,22.5,14.07,12.29,6.43,2.0,16.5,16.71,42.86,10.64,24.57,6.07,18.29,12.36,18.14,5.57,20.21,9.79,13.07,5.93,1.57,17.86
1103,25.09,52.87,16.04,31.7,9.04,21.17,15.0,21.13,9.96,21.26,14.26,11.96,6.91,2.96,18.65,21.0,55.8,14.2,32.8,6.8,23.0,15.6,22.2,14.0,17.9,11.6,14.6,7.4,2.4,21.7
1104,29.65,61.06,21.71,42.47,7.94,18.59,14.12,22.88,14.24,27.24,17.24,12.82,7.47,4.88,16.0,25.81,60.75,19.75,40.5,6.06,20.25,11.12,17.81,12.88,21.81,13.88,13.19,7.44,4.06,17.56
1105,22.18,56.0,15.82,38.09,6.36,17.91,20.73,28.73,12.64,26.09,10.27,15.36,8.64,7.0,18.64,21.0,56.87,15.27,38.4,5.73,18.47,11.13,17.27,12.67,20.0,9.13,16.53,6.13,4.67,18.93
1106,27.0,55.71,20.47,39.59,6.53,16.12,14.0,20.82,11.65,27.59,15.59,12.41,5.29,3.88,18.47,24.9,60.2,18.8,38.9,6.1,21.3,9.1,15.5,12.4,22.4,12.6,14.6,6.7,3.6,20.2
1107,24.13,52.0,17.87,36.13,6.27,15.87,17.93,24.53,12.27,27.0,13.47,14.13,6.13,3.27,20.0,24.0,58.0,18.8,40.67,5.2,17.33,10.87,15.13,12.6,23.07,11.2,14.4,4.53,1.6,20.93
1108,24.83,57.0,19.5,42.5,5.33,14.5,16.33,21.67,10.5,22.83,9.17,15.0,6.67,0.67,20.5,23.17,56.61,17.0,38.48,6.17,18.13,13.39,19.87,11.87,20.48,9.61,17.74,6.43,1.78,22.26
1110,21.29,46.24,13.57,28.1,7.71,18.14,17.33,22.81,8.76,23.24,12.24,12.9,5.24,2.62,16.29,20.91,50.73,12.82,29.64,8.09,21.09,10.36,14.91,10.82,21.27,11.27,15.0,3.36,2.64,19.91
1111,26.35,52.29,18.0,32.41,8.35,19.88,15.24,20.88,9.94,26.12,15.82,14.94,6.88,5.24,16.0,23.69,54.38,17.15,35.08,6.54,19.31,10.31,16.85,9.69,23.46,10.46,15.38,5.08,4.08,18.85
1112,26.33,51.33,18.89,34.06,7.44,17.28,17.39,22.89,8.33,25.17,17.0,11.67,5.61,4.11,15.44,22.64,52.79,17.14,36.93,5.5,15.86,13.14,18.36,8.36,19.5,13.21,12.93,5.64,2.93,17.86
1113,25.47,49.63,18.16,30.58,7.32,19.05,16.84,22.58,8.79,24.0,16.42,12.16,7.32,3.58,15.21,18.58,48.0,11.92,26.92,6.67,21.08,11.0,15.08,7.08,19.08,11.25,13.75,7.0,2.33,17.75
1114,23.22,50.11,17.83,35.33,5.39,14.78,17.61,26.17,11.06,24.61,14.67,15.06,6.67,3.39,19.33,18.0,50.45,12.82,34.09,5.18,16.36,14.18,21.91,13.09,22.55,8.73,18.91,6.0,2.91,23.27
1115,24.27,53.18,18.09,37.36,6.18,15.82,13.18,19.45,11.36,26.55,12.73,14.55,5.27,6.27,16.82,20.17,56.28,15.5,38.78,4.67,17.5,8.5,14.83,10.44,22.17,9.67,13.56,5.17,4.0,18.67
1116,27.82,57.41,21.27,39.91,6.55,17.5,15.86,22.95,12.95,25.59,16.0,15.45,7.23,5.59,17.95,24.55,57.36,20.0,40.36,4.55,17.0,11.18,17.91,12.55,20.64,11.64,15.45,6.55,4.73,21.0
1117,25.12,52.25,17.25,36.25,7.88,16.0,15.62,21.38,8.62,22.0,13.0,13.25,7.75,2.62,16.12,24.45,55.75,17.9,37.95,6.55,17.8,11.3,15.8,11.0,18.3,11.55,14.1,5.55,1.85,18.7
1119,23.0,49.71,18.07,35.36,4.93,14.36,11.86,17.79,9.64,23.43,14.79,17.07,9.21,2.29,17.29,21.06,51.56,16.5,35.75,4.56,15.81,9.0,12.94,7.69,19.31,13.06,14.94,8.12,1.81,21.62
1120,28.36,54.79,21.14,36.0,7.21,18.79,12.57,19.71,9.57,25.36,17.79,14.43,10.0,2.64,15.14,23.75,58.19,15.75,32.5,8.0,25.69,11.38,16.19,11.88,18.25,12.75,12.88,7.44,2.31,17.44
1122,25.54,54.54,17.08,34.0,8.46,20.54,17.58,24.42,10.04,22.38,15.29,11.88,10.17,2.5,16.54,22.5,54.9,16.1,35.0,6.4,19.9,17.1,24.4,10.3,19.1,12.4,14.8,8.7,1.4,20.0
1123,22.5,49.67,18.67,38.17,3.83,11.5,21.0,30.83,10.83,23.17,12.17,12.17,7.17,1.83,16.17,20.33,52.46,16.08,37.96,4.25,14.5,9.83,15.38,10.08,20.42,9.92,12.17,5.96,1.62,17.42
1124,28.0,59.85,19.15,38.15,8.85,21.7,17.9,24.4,11.15,27.15,13.0,12.95,8.05,4.05,19.15,27.7,65.1,20.1,41.3,7.6,23.8,13.7,18.0,12.9,22.5,9.8,11.9,6.0,5.1,24.4
1125,28.0,61.21,17.38,32.38,10.62,28.83,15.62,21.83,12.96,25.04,17.21,14.08,8.58,1.54,17.75,24.75,59.88,14.75,31.0,10.0,28.88,11.0,17.38,11.38,21.5,16.75,17.38,8.0,2.75,21.0
1126,21.0,45.78,16.89,33.78,4.11,12.0,13.44,18.56,10.0,22.11,10.67,15.33,7.44,2.0,15.67,19.65,45.3,15.75,33.55,3.9,11.75,12.85,19.3,8.65,17.95,9.75,15.5,6.55,2.45,18.45
1127,24.5,51.07,19.36,37.36,5.14,13.71,14.0,18.29,10.21,23.21,12.14,13.5,7.21,3.07,17.14,23.19,58.19,17.0,38.31,6.19,19.88,11.31,16.19,13.0,18.56,11.81,13.69,7.19,2.12,21.44
1129,29.5,58.08,21.25,37.79,8.25,20.29,15.96,23.62,10.67,27.25,18.29,15.67,6.38,2.29,17.42,26.88,55.5,19.12,34.25,7.75,21.25,13.75,21.62,7.75,22.75,15.0,15.75,5.25,2.62,18.75
1130,26.14,54.5,19.93,38.86,6.21,15.64,17.36,24.43,12.0,25.29,16.71,15.0,7.14,7.0,13.57,24.12,55.35,18.41,38.18,5.71,17.18,13.18,19.71,11.71,22.41,13.18,15.82,5.0,5.18,19.35
1131,24.36,55.36,15.36,31.29,9.0,24.07,13.29,19.14,10.43,23.79,15.71,12.64,8.07,3.21,19.29,19.65,52.94,13.41,31.65,6.24,21.29,10.94,16.47,11.18,19.82,11.06,15.24,6.24,1.88,20.71
1132,24.69,52.08,19.15,37.31,5.54,14.77,14.85,20.92,10.54,25.46,14.77,12.31,5.92,5.54,17.0,22.06,53.29,17.53,36.88,4.53,16.41,10.0,16.59,11.71,21.24,10.82,17.18,5.24,4.65,19.29
1133,25.18,53.82,15.0,30.47,10.18,23.35,15.35,20.71,10.53,24.47,17.41,14.76,8.71,2.71,17.82,23.73,57.8,15.6,32.33,8.13,25.47,14.73,19.67,11.27,20.87,14.0,14.67,6.6,2.2,21.93
1135,23.47,44.89,16.0,27.42,7.47,17.47,18.37,23.95,6.05,23.63,14.89,12.95,7.74,2.89,15.16,19.44,50.78,11.78,29.33,7.67,21.44,13.44,19.11,8.44,20.56,12.33,13.44,5.44,1.67,15.89
1137,24.17,50.83,16.25,31.25,7.92,19.58,17.58,25.0,8.75,24.92,15.17,15.25,6.75,3.75,20.0,19.58,49.95,13.42,29.68,6.16,20.26,9.37,14.47,10.21,21.0,11.21,16.79,5.95,2.05,20.11
1138,28.44,59.67,21.67,42.67,6.78,17.0,16.11,22.78,14.11,23.89,15.22,15.22,9.56,3.11,19.33,24.95,64.8,19.7,46.65,5.25,18.15,11.8,17.85,15.55,23.0,12.65,17.0,7.1,2.65,24.2
1139,23.07,50.28,13.55,25.55,9.52,24.72,14.31,19.31,8.62,21.0,13.31,10.1,6.28,2.52,17.03,19.33,52.33,13.0,29.67,6.33,22.67,7.67,11.33,12.0,18.0,10.0,11.67,6.33,2.67,16.0
1140,27.0,56.93,18.7,35.63,8.3,21.3,15.3,22.96,10.59,29.67,18.63,13.63,6.52,4.26,16.93,21.86,54.0,14.14,30.14,7.71,23.86,9.0,14.71,10.14,24.0,10.14,16.71,3.57,2.57,20.86
1141,25.15,52.23,18.23,33.54,6.92,18.69,19.15,27.77,10.23,22.23,10.08,16.92,8.69,3.85,22.77,23.38,59.62,16.19,36.81,7.19,22.81,11.38,17.0,14.5,18.25,9.38,15.06,7.25,2.06,26.5
1142,24.36,54.36,17.45,35.45,6.91,18.91,15.55,21.91,10.45,23.09,12.82,12.18,8.09,3.73,16.18,21.33,56.17,15.83,33.89,5.5,22.28,10.0,16.17,10.44,21.94,10.28,14.22,6.06,2.5,17.78
1143,28.06,58.0,20.81,39.12,7.25,18.88,18.31,24.31,12.56,26.62,16.56,13.25,4.31,3.19,15.69,26.07,58.13,19.8,39.67,6.27,18.47,14.27,17.4,10.13,22.6,13.6,13.47,3.73,1.87,20.27
1144,24.44,49.56,17.67,33.22,6.78,16.33,22.78,31.11,11.22,27.11,16.0,19.56,8.56,3.11,19.33,23.7,59.6,17.35,39.7,6.35,19.9,14.35,21.15,13.65,22.05,14.8,15.5,6.75,2.65,21.0
1145,27.0,55.5,17.83,32.83,9.17,22.67,12.67,17.67,11.17,23.83,16.83,13.67,7.17,4.5,20.0,21.04,55.84,13.88,33.36,7.16,22.48,9.48,15.04,12.76,22.0,10.56,16.88,5.44,4.12,20.0
1146,23.9,56.5,16.7,36.0,7.2,20.5,17.2,24.6,11.7,29.4,10.8,14.3,6.8,6.3,18.0,20.31,56.38,15.62,38.81,4.69,17.56,15.5,22.31,13.12,22.25,7.56,16.19,6.44,3.56,20.44
1147,26.0,54.22,17.78,36.33,8.22,17.89,18.67,25.33,10.11,23.22,15.33,15.89,8.11,3.44,21.78,22.48,54.95,16.19,36.57,6.29,18.38,13.19,18.81,9.1,19.76,11.38,15.24,7.29,2.43,21.62
1148,28.64,57.21,20.86,37.64,7.79,19.57,12.29,16.79,13.0,26.0,17.07,14.29,5.64,3.93,14.29,22.94,55.44,16.56,35.25,6.38,20.19,11.0,16.12,11.44,20.12,13.06,14.88,5.25,2.44,14.06
