Season,Seed,TeamID
2006,W01,3326
2006,W02,3268
2006,W03,3124
2006,W04,3113
2006,W05,3428
2006,W06,3196
2006,W07,3385
2006,W08,3130
2006,W09,3323
2006,W10,3143
2006,W11,3307
2006,W12,3292
2006,W13,3372
2006,W14,3319
2006,W15,3357
2006,W16,3324
2006,X01,3314
2006,X02,3397
2006,X03,3353
2006,X04,3345
2006,X05,3417
2006,X06,3401
2006,X07,3203
2006,X08,3435
2006,X09,3257
2006,X10,3330
2006,X11,3395
2006,X12,3132
2006,X13,3283
2006,X14,3171
2006,X15,3119
2006,X16,3415
2006,Y01,3181
2006,Y02,3163
2006,Y03,3208
2006,Y04,3277
2006,Y05,3246
2006,Y06,3396
2006,Y07,3439
2006,Y08,3425
2006,Y09,3378
2006,Y10,3281
2006,Y11,3216
2006,Y12,3151
2006,Y13,3454
2006,Y14,3265
2006,Y15,3164
2006,Y16,3380
2006,Z01,3261
2006,Z02,3328
2006,Z03,3390
2006,Z04,3177
2006,Z05,3301
2006,Z06,3199
2006,Z07,3140
2006,Z08,3278
2006,Z09,3449
2006,Z10,3234
2006,Z11,3256
2006,Z12,3409
2006,Z13,3251
2006,Z14,3369
2006,Z15,3337
2006,Z16,3194
