Season,SecondaryTourney,TeamID
2014,CBI,1201
2014,CBI,1214
2014,CBI,1229
2014,CBI,1287
2014,CBI,1330
2014,CBI,1333
2014,CBI,1336
2014,CBI,1343
2014,CBI,1347
2014,CBI,1355
2014,CBI,1373
2014,CBI,1392
2014,CBI,1401
2014,CBI,1408
2014,CBI,1431
2014,CBI,1461
2014,CIT,1103
2014,CIT,1106
2014,CIT,1135
2014,CIT,1145
2014,CIT,1151
2014,CIT,1156
2014,CIT,1162
2014,CIT,1185
2014,CIT,1187
2014,CIT,1190
2014,CIT,1213
2014,CIT,1221
2014,CIT,1236
2014,CIT,1283
2014,CIT,1293
2014,CIT,1294
2014,CIT,1303
2014,CIT,1313
2014,CIT,1315
2014,CIT,1325
2014,CIT,1334
2014,CIT,1340
2014,CIT,1346
2014,CIT,1358
2014,CIT,1360
2014,CIT,1367
2014,CIT,1394
2014,CIT,1406
2014,CIT,1434
2014,CIT,1440
2014,CIT,1460
2014,CIT,1463
2014,NIT,1116
2014,NIT,1125
2014,NIT,1131
2014,NIT,1143
2014,NIT,1155
2014,NIT,1172
2014,NIT,1195
2014,NIT,1199
2014,NIT,1207
2014,NIT,1208
2014,NIT,1209
2014,NIT,1219
2014,NIT,1228
2014,NIT,1232
2014,NIT,1233
2014,NIT,1256
2014,NIT,1261
2014,NIT,1278
2014,NIT,1281
2014,NIT,1352
2014,NIT,1362
2014,NIT,1374
2014,NIT,1379
2014,NIT,1385
2014,NIT,1388
2014,NIT,1405
2014,NIT,1414
2014,NIT,1428
2014,NIT,1430
2014,NIT,1436
2014,NIT,1452
2014,NIT,1453
