Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,SecondaryTourney
1992,135,1113,71,1364,65,A,0,NIT
1992,135,1130,78,1356,69,H,0,NIT
1992,135,1196,66,1350,52,H,0,NIT
1992,135,1243,85,1443,74,H,0,NIT
1992,135,1264,67,1453,65,H,0,NIT
1992,135,1307,90,1256,84,H,0,NIT
1992,135,1323,63,1444,56,H,0,NIT
1992,135,1338,67,1336,65,A,0,NIT
1992,135,1345,82,1139,56,H,0,NIT
1992,135,1348,68,1435,63,A,0,NIT
1992,135,1353,73,1241,69,H,0,NIT
1992,135,1395,73,1253,61,H,0,NIT
1992,135,1397,71,1412,68,H,0,NIT
1992,135,1428,72,1123,57,H,0,NIT
1992,135,1438,83,1437,80,A,0,NIT
1992,135,1450,72,1278,70,H,0,NIT
1992,140,1196,77,1338,74,A,0,NIT
1992,140,1264,62,1353,61,A,0,NIT
1992,140,1307,79,1450,71,H,0,NIT
1992,140,1323,64,1243,48,H,0,NIT
1992,140,1345,67,1395,51,H,0,NIT
1992,140,1348,81,1130,80,A,2,NIT
1992,140,1428,80,1113,58,A,0,NIT
1992,140,1438,77,1397,52,H,0,NIT
1992,144,1196,74,1345,67,A,0,NIT
1992,144,1323,74,1264,58,H,0,NIT
1992,144,1428,84,1348,72,H,0,NIT
1992,144,1438,76,1307,71,H,0,NIT
1992,147,1323,58,1428,55,N,0,NIT
1992,147,1438,62,1196,56,N,0,NIT
1992,149,1428,81,1196,78,N,0,NIT
1992,149,1438,81,1323,76,N,0,NIT
