TeamID,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGMA,FGAA,FGM2A,FGA2A,FGM3A,FGA3A,FTMA,FTAA,ORA,DRA,AstA,TOA,StlA,BlkA,PFA,7OT,ARG,BAR,BBT,BIH,BMN,BNZ,BWE,COL,DCI,DII,DOK,DOL,DP,DUN,EBP,EMK,ESR,FAS,HAS,INC,JJK,JNG,KPK,LMC,LOG,MAS,MB,MGS,MMG,MOR,NET,NOL,OMY,PAC,PGH,PIR,POM,REW,RMS,RPI,RT,RTH,RTP,SEL,SFX,SMS,SPR,SRS,STH,STY,TPR,TRK,TRP,WIL,WLK,WOL
1101,24.46,58.65,19.35,43.35,5.12,15.31,17.08,23.23,7.77,21.23,11.65,11.92,7.88,2.04,20.12,26.19,55.77,20.42,38.38,5.77,17.38,16.54,23.5,9.08,26.85,11.96,14.38,6.27,3.58,19.31,183.15384615384616,242.92307692307693,229.72727272727272,233.57142857142858,235.35714285714286,270.1111111111111,210.625,207.625,244.23076923076923,230.76923076923077,201.875,190.5,241.85714285714286,230.14285714285714,207.75,220.5,227.125,262.875,224.71428571428572,205.5,196.5,243.9,245.5,235.25,245.0,252.83333333333334,200.1875,226.92307692307693,249.93333333333334,242.28571428571428,215.0,246.15384615384616,237.58333333333334,234.08333333333334,188.0625,219.125,221.4,204.6875,255.0,206.13333333333333,261.4,221.0,213.0,180.27272727272728,243.25,181.125,226.0,230.78571428571428,220.75,225.41666666666666,197.9375,222.9,188.0625,201.0,215.1875,232.16666666666666,251.0
1102,23.59,51.81,14.81,27.74,8.78,24.07,10.67,15.85,6.56,19.78,14.7,10.89,6.74,4.15,17.37,24.67,52.67,17.41,33.19,7.26,19.48,15.0,20.22,8.19,21.48,12.52,11.33,5.67,3.04,16.22,167.46153846153845,236.07692307692307,213.0909090909091,207.92857142857142,220.21428571428572,247.22222222222223,203.4375,221.9375,218.6153846153846,251.92307692307693,189.875,206.8125,227.21428571428572,211.64285714285714,194.9375,303.6666666666667,205.9375,275.125,212.64285714285714,229.0625,201.9375,234.9,218.4375,229.625,207.66666666666666,225.66666666666666,219.625,239.23076923076923,158.66666666666666,212.57142857142858,207.0625,218.53846153846155,246.66666666666666,238.91666666666666,240.8125,231.5,220.7,203.6875,279.25,222.2,269.4,220.21428571428572,237.0,211.72727272727272,247.25,214.0,235.77777777777777,211.92857142857142,210.25,232.16666666666666,136.4375,226.4,194.5,209.125,224.1875,209.83333333333334,231.0
1103,25.62,56.27,17.96,33.04,7.65,23.23,13.77,19.12,8.23,23.5,12.23,10.58,5.54,2.73,16.77,24.35,56.35,17.96,35.62,6.38,20.73,11.38,16.38,7.38,21.62,11.88,10.69,6.23,2.65,17.31,108.84615384615384,84.15384615384616,100.18181818181819,77.71428571428571,95.78571428571429,94.0,109.0625,101.8125,91.0,100.07692307692308,100.4375,97.6875,96.71428571428571,104.71428571428571,95.0625,88.83333333333333,96.625,83.75,102.78571428571429,115.0625,102.5625,83.8,90.25,99.8125,105.0,90.5,93.0,95.92307692307692,158.26666666666668,93.42857142857143,97.375,101.6923076923077,86.66666666666667,92.41666666666667,105.0,88.25,98.2,98.9375,69.5,107.73333333333333,67.4,109.14285714285714,111.0,61.54545454545455,87.5,79.0,83.44444444444444,100.64285714285714,109.83333333333333,91.16666666666667,153.6875,107.8,122.0,97.0625,98.75,102.0,110.0
1104,31.04,64.14,19.43,33.64,11.61,30.5,17.86,22.57,11.11,24.93,16.18,11.93,7.54,4.11,19.21,27.46,62.43,20.14,39.64,7.32,22.79,16.96,23.46,9.75,21.07,12.57,11.61,7.46,4.18,19.79,11.23076923076923,23.76923076923077,8.636363636363637,19.0,29.928571428571427,24.666666666666668,4.9375,7.3125,31.76923076923077,7.3076923076923075,10.125,8.125,32.357142857142854,6.357142857142857,6.125,10.125,10.9375,22.875,20.785714285714285,8.125,8.1875,37.1,25.5,6.5,6.666666666666667,10.416666666666666,15.1875,31.923076923076923,25.333333333333332,6.142857142857143,12.0,7.230769230769231,25.75,15.5,12.3125,23.25,5.2,8.0625,20.25,22.133333333333333,10.6,3.7857142857142856,32.0,17.545454545454547,13.75,3.0,7.444444444444445,11.642857142857142,5.0,10.583333333333334,14.3125,13.1,7.1875,6.3125,16.6875,12.0,64.0
1105,23.0,55.04,18.82,40.43,4.18,14.61,18.75,26.29,9.43,22.25,10.29,15.71,7.64,3.82,21.29,25.07,57.79,17.32,36.39,7.75,21.39,20.07,26.96,10.43,22.96,13.71,13.36,9.71,3.43,20.11,360.0769230769231,346.61538461538464,344.8181818181818,350.7857142857143,334.07142857142856,335.55555555555554,344.0625,345.375,331.15384615384613,332.46153846153845,341.25,350.125,343.42857142857144,348.2857142857143,346.9375,348.8333333333333,343.6875,338.875,344.7857142857143,355.1875,347.9375,339.1,340.3125,337.125,341.3333333333333,353.0,346.0,332.3076923076923,316.0,341.14285714285717,352.0625,342.46153846153845,331.3333333333333,346.3333333333333,341.875,330.6875,350.0,347.4375,336.75,336.73333333333335,332.8,355.92857142857144,344.0,340.0,337.25,329.4375,341.1111111111111,344.2142857142857,349.3333333333333,349.25,340.6875,355.1,347.875,349.6875,328.5625,354.3333333333333,338.0
1106,23.32,64.6,16.72,40.44,6.6,24.16,13.52,19.04,11.44,23.04,9.92,11.2,8.24,3.44,19.92,23.2,54.96,15.56,32.04,7.64,22.92,17.72,24.28,8.12,28.36,12.64,13.16,6.48,4.64,16.44,318.0769230769231,223.69230769230768,279.8181818181818,285.2857142857143,238.35714285714286,211.33333333333334,304.3125,288.25,239.15384615384616,325.0769230769231,302.3125,320.4375,250.21428571428572,288.5,327.5625,313.0833333333333,319.375,228.75,253.14285714285714,318.1875,319.125,257.3,263.6875,275.0625,325.0,257.4166666666667,314.8125,247.69230769230768,330.6,284.42857142857144,283.375,269.61538461538464,308.4166666666667,261.5,284.5625,248.875,306.2,310.5625,249.5,259.26666666666665,240.8,296.0,258.0,214.45454545454547,242.5,312.375,281.55555555555554,284.5,285.75,277.8333333333333,322.9375,279.6,307.9375,319.125,293.0625,262.5,260.0
1107,28.15,63.81,20.44,40.33,7.7,23.48,14.0,19.48,9.67,23.15,12.74,12.85,8.07,3.0,19.63,28.96,60.89,23.89,43.22,5.07,17.67,17.11,23.63,9.07,23.78,13.41,12.52,7.59,4.37,16.3,212.6153846153846,217.69230769230768,250.1818181818182,230.85714285714286,216.35714285714286,237.11111111111111,266.6875,255.75,221.0,265.9230769230769,271.0,267.3125,215.92857142857142,233.64285714285714,268.375,232.66666666666666,261.75,222.125,218.07142857142858,277.375,271.75,221.2,223.125,238.1875,272.3333333333333,203.0,260.625,223.76923076923077,231.53333333333333,243.57142857142858,269.75,228.69230769230768,271.75,235.41666666666666,225.9375,257.0625,260.7,260.1875,261.75,237.73333333333332,223.0,226.92857142857142,244.0,185.72727272727272,245.25,261.125,253.44444444444446,217.57142857142858,252.33333333333334,258.5,236.5625,275.7,262.8125,270.75,270.1875,231.83333333333334,181.0
1108,25.31,57.85,20.19,42.92,5.12,14.92,14.81,21.04,9.23,21.65,11.31,10.92,7.19,1.88,17.42,26.54,56.88,16.5,30.27,10.04,26.62,15.12,20.73,9.08,21.65,16.15,11.77,6.46,4.23,17.58,351.0,328.2307692307692,308.1818181818182,315.07142857142856,325.92857142857144,295.1111111111111,316.3125,313.875,325.15384615384613,292.53846153846155,321.375,314.875,326.7857142857143,319.57142857142856,330.625,337.25,321.875,305.625,341.7857142857143,326.625,307.125,332.7,328.3125,303.4375,319.6666666666667,318.75,325.0625,318.6923076923077,310.6,309.14285714285717,323.625,320.15384615384613,287.1666666666667,304.6666666666667,325.375,299.5625,317.7,299.125,313.0,333.53333333333336,273.2,343.5,341.0,342.6363636363636,317.75,313.8125,312.8888888888889,323.2142857142857,328.9166666666667,316.4166666666667,319.875,324.8,306.0,324.1875,289.3125,327.25,333.0
1110,24.34,54.0,15.72,29.79,8.62,24.21,10.79,15.0,7.45,21.76,13.83,10.1,5.86,1.66,16.34,24.1,53.28,15.86,30.66,8.24,22.62,10.83,15.62,6.9,21.31,12.69,10.31,5.03,2.59,15.79,238.69230769230768,283.84615384615387,278.90909090909093,255.5,286.42857142857144,257.44444444444446,274.875,287.6875,282.84615384615387,270.7692307692308,294.875,264.4375,272.42857142857144,272.2857142857143,267.9375,253.66666666666666,252.75,250.75,281.57142857142856,270.5625,268.25,278.6,250.75,288.8125,258.0,254.41666666666666,279.8125,279.0769230769231,241.8,277.42857142857144,278.1875,283.53846153846155,272.0,287.1666666666667,296.4375,300.0625,266.0,284.625,303.75,307.0,308.8,294.92857142857144,297.0,283.3636363636364,286.75,279.875,265.0,286.64285714285717,280.4166666666667,276.5,291.75,276.4,265.9375,259.25,298.375,273.75,285.0
1111,28.68,60.75,22.18,41.29,6.5,19.46,13.32,19.79,9.54,27.93,14.11,10.25,6.25,6.43,12.86,26.07,65.07,19.14,43.71,6.93,21.36,9.07,12.89,8.82,23.21,10.89,10.25,6.96,2.5,16.54,105.3076923076923,63.15384615384615,80.18181818181819,92.57142857142857,77.64285714285714,74.66666666666667,102.75,119.5625,78.38461538461539,113.07692307692308,122.0,116.1875,88.14285714285714,88.5,119.3125,78.66666666666667,108.25,72.875,85.5,111.75,108.4375,71.7,103.3125,113.25,95.33333333333333,66.5,133.4375,87.15384615384616,83.66666666666667,85.57142857142857,92.5,71.15384615384616,108.83333333333333,79.5,102.25,97.4375,92.7,96.1875,43.0,109.6,61.8,101.0,96.0,120.45454545454545,90.0,86.625,84.0,72.5,101.33333333333333,102.25,156.9375,66.1,103.0,109.5,137.5,82.33333333333333,84.0
1112,32.36,65.89,24.61,44.89,7.75,21.0,17.43,23.96,12.07,28.11,18.82,11.57,8.5,3.57,16.46,26.46,63.0,18.18,38.5,8.29,24.5,11.71,16.68,7.21,21.43,14.29,13.07,6.68,3.46,19.25,20.23076923076923,4.076923076923077,2.1818181818181817,5.214285714285714,8.5,4.777777777777778,3.8125,3.625,10.76923076923077,4.769230769230769,5.875,1.6875,5.857142857142857,2.2857142857142856,3.5625,4.25,4.0625,8.75,4.857142857142857,3.5,2.8125,15.0,4.0625,3.5625,1.0,2.25,3.8125,8.538461538461538,7.2,2.5714285714285716,4.1875,2.923076923076923,8.083333333333334,4.416666666666667,4.6875,8.125,2.2,3.8125,9.75,7.2,8.2,2.0,14.0,18.0,7.0,3.4375,2.7777777777777777,3.5714285714285716,1.3333333333333333,2.1666666666666665,7.4375,4.2,5.125,2.0625,9.9375,3.0833333333333335,28.0
1113,25.07,59.79,18.07,37.03,7.0,22.76,12.93,19.59,6.76,23.41,12.17,10.1,8.21,3.69,16.52,26.83,59.93,19.38,36.76,7.45,23.17,12.62,18.0,9.14,28.79,15.14,13.0,5.55,2.72,16.76,131.30769230769232,117.76923076923077,113.36363636363636,120.92857142857143,86.35714285714286,81.88888888888889,96.9375,94.1875,86.61538461538461,91.0,84.875,100.5625,82.57142857142857,113.42857142857143,80.3125,125.75,105.3125,91.125,93.78571428571429,106.9375,93.9375,98.5,115.625,88.3125,84.0,154.66666666666666,78.1875,81.53846153846153,112.33333333333333,115.71428571428571,121.4375,120.61538461538461,91.0,115.16666666666667,103.875,75.75,106.1,106.625,115.0,80.6,108.6,109.5,87.0,75.36363636363636,85.0,93.9375,103.77777777777777,111.92857142857143,105.08333333333333,102.5,88.5625,111.4,103.0625,97.125,70.625,113.5,85.0
1114,28.0,59.9,21.62,40.83,6.38,19.07,15.21,20.52,9.72,23.86,14.62,11.52,5.79,4.72,18.24,25.48,59.83,18.28,37.76,7.21,22.07,16.07,21.62,9.34,21.48,11.86,11.66,5.41,2.83,17.55,175.69230769230768,264.6923076923077,241.54545454545453,264.57142857142856,244.5,282.8888888888889,252.875,258.375,239.76923076923077,275.9230769230769,257.25,259.125,254.28571428571428,248.71428571428572,251.9375,260.4166666666667,279.375,272.125,231.57142857142858,219.4375,264.5,236.3,261.6875,275.5625,194.66666666666666,273.0,273.0625,259.0769230769231,163.6,251.0,251.875,247.84615384615384,269.75,260.25,220.4375,250.5625,259.9,251.0625,258.5,238.26666666666668,290.8,228.14285714285714,252.0,285.09090909090907,259.25,281.6875,258.6666666666667,247.85714285714286,238.25,234.83333333333334,305.5625,244.5,248.0625,261.1875,279.75,240.58333333333334,279.0
1115,23.67,56.29,13.88,28.71,9.79,27.58,17.38,23.08,6.25,23.38,12.92,13.12,5.38,1.83,18.62,30.12,64.92,22.46,40.21,7.67,24.71,15.33,21.21,10.92,25.67,17.12,10.92,7.08,3.62,18.92,343.6923076923077,299.61538461538464,328.90909090909093,344.35714285714283,325.07142857142856,251.77777777777777,342.875,341.5625,311.0769230769231,340.38461538461536,345.5,343.0,319.2142857142857,332.64285714285717,342.8125,318.8333333333333,347.0625,295.125,321.35714285714283,338.625,349.75,320.4,293.625,318.625,353.6666666666667,322.4166666666667,344.375,332.0,299.6,328.2857142857143,326.0625,333.0,337.5,352.0,332.625,320.6875,342.0,344.0,283.75,332.93333333333334,304.6,335.07142857142856,348.0,287.1818181818182,319.5,321.625,334.1111111111111,332.07142857142856,345.25,325.75,333.8125,349.8,339.3125,334.4375,341.6875,320.5,316.0
1116,25.29,57.11,19.18,38.04,6.11,19.07,19.25,26.25,7.54,23.93,11.46,10.96,5.75,6.0,19.93,26.68,61.18,19.39,39.82,7.29,21.36,17.29,23.61,9.07,23.89,12.54,10.75,6.14,2.96,21.18,124.53846153846153,113.84615384615384,107.36363636363636,110.71428571428571,96.07142857142857,86.33333333333333,79.8125,77.0625,92.61538461538461,74.38461538461539,57.375,58.125,93.78571428571429,106.07142857142857,71.3125,82.0,66.0,95.875,93.71428571428571,93.1875,69.5,92.5,93.375,75.875,104.66666666666667,137.25,65.4375,82.6923076923077,104.4,124.28571428571429,78.875,114.38461538461539,57.25,107.91666666666667,113.125,71.125,86.8,75.625,101.75,84.8,107.4,99.07142857142857,66.0,73.54545454545455,89.5,76.5,102.66666666666667,109.21428571428571,92.5,91.08333333333333,79.1875,92.2,85.375,66.25,62.9375,103.25,90.0
1117,27.63,62.1,17.8,34.33,9.83,27.77,14.67,20.8,11.07,24.53,14.93,11.07,5.4,4.57,18.17,27.33,60.73,21.63,44.3,5.7,16.43,17.13,22.4,9.07,23.33,11.23,9.73,7.4,4.1,16.87,201.0,228.3846153846154,182.9090909090909,229.85714285714286,243.28571428571428,248.11111111111111,186.75,217.875,244.23076923076923,198.0,209.1875,194.6875,249.5,187.0,237.75,164.91666666666666,170.625,243.125,239.07142857142858,145.75,187.25,237.0,259.5,238.875,138.33333333333334,184.16666666666666,242.625,231.07692307692307,171.2,171.14285714285714,222.4375,199.23076923076923,237.16666666666666,195.83333333333334,217.9375,232.875,160.9,169.4375,207.0,244.4,221.8,235.21428571428572,256.0,279.27272727272725,227.25,205.3125,191.66666666666666,208.42857142857142,186.0,197.83333333333334,211.5,194.1,169.3125,173.1875,256.875,203.91666666666666,266.0
