Season,DayNum,team_1,team_2,team_1_won,team_1_FGM,team_1_FGA,team_1_FGM2,team_1_FGA2,team_1_FGM3,team_1_FGA3,team_1_FTM,team_1_FTA,team_1_OR,team_1_DR,team_1_Ast,team_1_TO,team_1_Stl,team_1_Blk,team_1_PF,team_1_FGMA,team_1_FGAA,team_1_FGM2A,team_1_FGA2A,team_1_FGM3A,team_1_FGA3A,team_1_FTMA,team_1_FTAA,team_1_ORA,team_1_DRA,team_1_AstA,team_1_TOA,team_1_StlA,team_1_BlkA,team_1_PFA,team_2_FGM,team_2_FGA,team_2_FGM2,team_2_FGA2,team_2_FGM3,team_2_FGA3,team_2_FTM,team_2_FTA,team_2_OR,team_2_DR,team_2_Ast,team_2_TO,team_2_Stl,team_2_Blk,team_2_PF,team_2_FGMA,team_2_FGAA,team_2_FGM2A,team_2_FGA2A,team_2_FGM3A,team_2_FGA3A,team_2_FTMA,team_2_FTAA,team_2_ORA,team_2_DRA,team_2_AstA,team_2_TOA,team_2_StlA,team_2_BlkA,team_2_PFA
2024,0,1101,1329,1,24.68,58.1,19.61,43.29,5.06,14.81,16.55,22.48,7.81,21.42,11.94,12.1,7.9,2.1,19.68,26.1,55.71,20.29,38.29,5.81,17.42,15.61,22.52,8.84,25.84,12.13,14.1,6.35,3.45,19.16,24.78,56.22,16.66,31.91,8.12,24.31,13.31,19.09,7.66,22.88,13.41,12.34,6.22,2.88,15.97,27.03,59.09,20.41,39.62,6.62,19.47,12.03,16.31,8.53,23.16,12.34,11.03,8.03,3.09,16.59
2024,0,1103,1355,1,25.56,56.34,18.06,32.94,7.5,23.41,13.72,18.94,8.19,23.88,12.31,10.81,5.34,2.88,16.97,24.53,56.94,18.25,36.0,6.28,20.94,11.47,16.53,7.47,21.72,11.12,10.31,6.0,2.56,17.38,27.39,57.06,19.06,34.1,8.32,22.97,12.42,17.35,6.81,24.68,12.71,10.94,5.94,3.0,14.84,24.97,58.77,15.23,31.06,9.74,27.71,11.97,16.1,7.65,23.65,11.87,10.71,6.71,2.97,17.35
2024,0,1104,1287,1,30.91,64.75,19.84,34.47,11.06,30.28,17.88,22.81,11.03,25.09,15.91,11.81,7.25,4.06,19.88,27.62,62.69,20.28,39.66,7.34,23.03,18.47,24.84,9.69,21.88,12.41,11.28,7.41,4.31,20.03,25.63,55.23,16.83,30.3,8.8,24.93,12.37,17.3,8.6,25.03,13.43,11.37,5.63,4.37,16.7,23.1,56.47,17.63,38.87,5.47,17.6,14.0,18.47,7.77,19.77,9.5,9.9,6.07,2.4,15.87
2024,0,1112,1288,1,31.55,64.52,23.73,43.45,7.82,21.06,17.03,23.7,11.55,27.45,18.58,11.76,8.27,3.48,16.33,26.42,62.48,18.45,38.64,7.97,23.85,11.42,16.06,7.15,21.36,13.91,12.85,7.03,3.76,19.21,25.68,58.93,21.21,43.07,4.46,15.86,14.0,18.46,8.5,21.14,11.39,14.07,6.21,3.32,19.89,27.93,60.29,21.04,40.75,6.89,19.54,17.25,24.93,11.29,23.36,13.54,12.57,8.21,3.75,16.21
2024,0,1114,1402,1,28.09,59.52,21.82,41.12,6.27,18.39,14.91,19.91,9.45,23.85,14.7,11.3,6.0,4.73,17.67,24.82,59.18,17.67,36.82,7.15,22.36,15.39,20.82,9.15,21.39,11.73,11.97,5.52,2.97,17.09,24.27,56.09,20.0,42.48,4.27,13.61,14.7,21.18,8.91,22.39,10.91,12.73,7.21,3.24,17.91,24.39,55.42,18.09,35.79,6.3,19.64,15.39,21.24,8.27,22.64,11.76,12.09,7.73,4.0,17.76
2024,0,1108,1116,0,25.61,57.77,20.35,42.39,5.26,15.39,15.45,21.58,9.35,21.87,11.65,11.0,6.77,1.81,17.71,26.45,56.94,16.68,30.87,9.77,26.06,15.23,20.84,8.87,21.0,15.87,11.13,6.39,4.06,17.68,26.03,57.52,20.0,38.58,6.03,18.94,19.67,26.03,7.24,24.09,11.73,11.21,6.0,6.06,19.85,27.55,61.79,20.39,40.7,7.15,21.09,17.55,24.12,9.03,23.88,12.94,10.82,6.45,2.91,20.76
2024,0,1125,1209,1,27.66,58.56,18.53,34.03,9.12,24.53,12.97,17.72,6.0,25.28,15.28,11.5,7.25,2.97,15.59,27.84,62.53,19.62,37.62,8.22,24.91,12.16,16.88,8.78,24.44,15.12,11.41,6.59,2.94,16.41,26.86,62.79,19.72,40.62,7.14,22.17,13.59,17.97,8.62,24.21,11.03,9.38,5.45,2.62,17.93,26.72,61.66,19.41,37.9,7.31,23.76,15.69,22.1,9.83,25.48,13.24,9.62,5.69,4.1,15.97
2024,0,1130,1193,1,27.38,59.88,19.06,36.82,8.32,23.06,11.47,15.29,8.03,24.21,14.12,10.44,6.0,3.53,15.82,25.91,59.06,18.18,36.71,7.74,22.35,12.53,16.76,8.12,23.85,13.26,10.56,6.29,3.21,15.26,26.85,60.29,17.62,35.0,9.24,25.29,12.85,16.91,8.59,22.09,13.41,10.35,8.62,2.26,14.59,26.44,58.18,19.15,36.65,7.29,21.53,10.47,15.0,9.0,23.56,13.59,12.97,5.56,3.0,15.53
2024,0,1132,1152,1,25.74,60.06,19.58,39.16,6.16,20.9,14.97,21.13,9.48,24.9,10.81,10.84,6.06,2.58,16.1,26.68,59.58,19.1,39.0,7.58,20.58,11.0,16.32,7.42,23.71,12.55,10.61,6.19,3.84,17.87,22.07,54.41,16.52,35.81,5.56,18.59,14.78,21.15,9.52,18.67,9.74,13.07,8.41,2.85,18.04,25.67,54.3,19.44,35.15,6.22,19.15,13.67,19.78,9.67,21.78,12.89,13.48,7.0,3.04,17.11
2024,0,1133,1412,1,27.16,56.91,18.12,32.94,9.03,23.97,11.41,15.62,7.94,23.59,13.25,11.59,7.22,4.03,16.88,23.03,55.81,16.0,34.62,7.03,21.19,14.56,19.94,8.5,21.38,11.56,11.78,6.78,1.91,15.44,26.7,59.39,20.55,40.79,6.15,18.61,17.85,24.03,11.21,24.18,13.24,11.3,6.52,4.73,16.15,27.12,60.79,19.3,38.45,7.82,22.33,13.76,19.06,8.76,22.33,13.27,10.45,7.06,4.09,18.79
2024,0,1139,1185,1,27.71,61.35,19.55,37.94,8.16,23.42,13.06,16.55,7.13,24.48,14.68,10.48,6.16,3.23,14.03,27.77,63.35,20.03,39.55,7.74,23.81,10.55,14.26,9.16,24.39,13.03,10.77,7.1,4.03,15.48,25.14,58.59,19.31,39.69,5.83,18.9,9.83,14.62,8.21,22.0,10.28,10.72,5.69,2.31,16.76,26.76,58.59,19.38,35.45,7.38,23.14,12.72,18.48,9.21,24.72,13.48,10.24,6.62,3.17,14.76
2024,0,1140,1223,1,29.39,63.58,18.18,31.36,11.21,32.21,11.85,16.06,10.12,26.09,18.61,10.36,5.94,3.0,17.7,25.15,59.0,18.76,38.91,6.39,20.09,13.21,18.94,7.06,22.39,11.88,10.76,6.03,2.21,15.24,25.22,59.04,20.33,42.48,4.89,16.56,14.0,21.85,9.11,22.7,10.44,14.96,5.33,2.7,14.74,31.81,66.07,24.15,43.52,7.67,22.56,13.52,18.89,10.89,24.96,16.59,9.63,9.26,4.89,17.85
2024,0,1143,1472,1,26.03,61.88,17.25,35.91,8.78,25.97,13.12,18.06,8.97,25.0,12.09,10.88,6.03,2.59,17.25,27.28,60.91,19.41,38.84,7.88,22.06,14.59,20.19,7.91,24.66,12.81,10.12,5.91,3.56,16.16,25.0,54.17,16.1,29.27,8.9,24.9,11.53,15.93,5.9,20.8,12.73,8.7,5.9,2.0,15.87,23.7,52.33,16.7,31.63,7.0,20.7,11.23,15.2,6.57,22.37,11.37,11.2,4.87,2.4,16.13
2024,0,1144,1298,1,24.38,53.83,17.21,33.07,7.17,20.76,13.03,18.14,6.17,22.55,12.69,11.83,5.83,2.31,15.14,27.28,60.93,18.28,34.55,9.0,26.38,10.38,14.38,10.03,23.1,13.93,10.52,6.76,3.28,16.72,22.73,58.17,17.03,38.93,5.7,19.23,14.47,20.27,9.93,21.7,11.7,9.77,6.63,2.07,18.23,23.4,53.67,16.2,31.8,7.2,21.87,13.8,19.13,8.63,24.27,13.0,12.67,4.8,4.9,18.37
2024,0,1150,1263,1,23.8,53.1,17.47,32.83,6.33,20.27,14.07,18.7,7.0,22.73,12.57,9.4,5.13,3.37,15.8,23.8,55.6,17.47,35.27,6.33,20.33,12.4,17.5,8.47,21.93,10.7,9.1,5.97,2.63,16.37,24.29,56.55,18.87,38.32,5.42,18.23,12.23,16.94,6.48,22.39,12.03,10.77,8.26,3.16,16.35,24.77,55.65,18.81,37.19,5.97,18.45,12.23,17.87,8.29,25.06,12.68,12.61,6.29,3.58,15.32
2024,0,1153,1227,1,27.62,62.5,20.29,39.91,7.32,22.59,12.06,17.41,11.85,24.88,14.65,11.41,6.65,4.41,15.29,24.21,57.76,17.62,38.0,6.59,19.76,12.88,17.09,7.62,20.97,12.74,11.56,6.71,3.71,15.94,25.19,58.16,16.66,34.44,8.53,23.72,10.47,15.12,6.62,23.0,13.47,11.91,6.12,5.16,17.72,25.06,57.94,18.53,37.66,6.53,20.28,15.62,20.81,7.53,25.75,13.12,11.44,6.62,3.62,14.56
