Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
2001,137,3155,51,3151,49,H,0
2001,137,3196,84,3221,52,H,0
2001,137,3199,72,3408,70,H,0
2001,137,3208,77,3251,48,H,0
2001,137,3235,100,3224,61,H,0
2001,137,3261,83,3113,66,H,0
2001,137,3281,71,3458,68,A,0
2001,137,3301,76,3174,57,H,0
2001,137,3345,75,3364,62,H,0
2001,137,3388,68,3400,64,A,0
2001,137,3397,80,3122,38,H,0
2001,137,3403,100,3335,57,H,0
2001,137,3437,66,3179,58,H,0
2001,137,3439,77,3176,57,H,0
2001,137,3449,67,3330,65,H,0
2001,137,3462,80,3257,52,H,0
2001,138,3116,68,3124,59,A,0
2001,138,3160,98,3373,78,H,0
2001,138,3161,83,3268,69,A,0
2001,138,3163,101,3254,29,H,0
2001,138,3181,96,3454,63,H,0
2001,138,3234,89,3332,82,H,0
2001,138,3256,84,3209,48,H,0
2001,138,3276,81,3438,71,H,0
2001,138,3283,89,3405,71,H,0
2001,138,3323,98,3108,49,H,0
2001,138,3328,70,3331,64,H,0
2001,138,3353,80,3372,43,H,0
2001,138,3390,76,3203,51,A,0
2001,138,3395,77,3336,75,A,0
2001,138,3428,79,3193,57,H,0
2001,138,3435,83,3226,57,H,0
2001,139,3235,85,3199,70,H,0
2001,139,3281,78,3208,65,A,0
2001,139,3301,68,3437,64,H,0
2001,139,3345,73,3261,70,H,0
2001,139,3397,92,3388,75,H,0
2001,139,3403,73,3439,52,H,0
2001,139,3449,86,3196,75,A,0
2001,139,3462,77,3155,62,H,0
2001,140,3163,89,3161,44,H,0
2001,140,3181,75,3116,54,H,0
2001,140,3256,80,3395,59,H,0
2001,140,3283,60,3353,53,A,0
2001,140,3323,88,3276,54,H,0
2001,140,3328,67,3390,50,H,0
2001,140,3428,78,3234,69,A,0
2001,140,3435,65,3160,59,H,0
2001,145,3163,72,3301,58,H,0
2001,145,3256,78,3281,67,H,0
2001,145,3283,81,3181,71,A,0
2001,145,3323,69,3428,54,H,0
2001,145,3345,74,3403,72,A,0
2001,145,3435,84,3235,65,A,0
2001,145,3449,84,3328,67,A,0
2001,145,3462,80,3397,65,A,0
2001,147,3163,67,3256,48,H,0
2001,147,3283,104,3449,87,H,0
2001,147,3323,72,3435,64,H,0
2001,147,3345,88,3462,78,H,0
2001,151,3323,90,3163,75,H,0
2001,151,3345,81,3283,64,H,0
2001,153,3323,68,3345,66,H,0
