Season,DayNum,WTeamID,LTeamID,CRType,CityID
2014,4,3103,3194,Regular,4002
2014,4,3107,3373,Regular,4003
2014,4,3116,3358,Regular,4119
2014,4,3132,3276,Regular,4238
2014,4,3133,3228,Regular,4265
2014,4,3138,3127,Regular,4360
2014,4,3139,3156,Regular,4161
2014,4,3140,3355,Regular,4282
2014,4,3143,3253,Regular,4027
2014,4,3145,3178,Regular,4049
2014,4,3146,3108,Regular,4081
2014,4,3150,3251,Regular,4066
2014,4,3151,3104,Regular,4068
2014,4,3158,3244,Regular,4064
2014,4,3162,3254,Regular,4047
2014,4,3165,3159,Regular,4164
2014,4,3170,3169,Regular,4300
2014,4,3172,3155,Regular,4074
2014,4,3174,3348,Regular,4179
2014,4,3179,3166,Regular,4097
2014,4,3182,3142,Regular,4071
2014,4,3184,3275,Regular,4261
2014,4,3191,3183,Regular,4114
2014,4,3193,3412,Regular,4085
2014,4,3195,3198,Regular,4214
2014,4,3196,3126,Regular,4128
2014,4,3197,3239,Regular,4341
2014,4,3199,3422,Regular,4341
2014,4,3200,3362,Regular,4045
2014,4,3207,3350,Regular,4363
2014,4,3210,3164,Regular,4016
2014,4,3211,3225,Regular,4324
2014,4,3220,3352,Regular,4221
2014,4,3221,3171,Regular,4372
2014,4,3223,3426,Regular,4157
2014,4,3233,3112,Regular,4238
2014,4,3234,3415,Regular,4162
2014,4,3241,3438,Regular,4148
2014,4,3243,3398,Regular,4211
2014,4,3246,3265,Regular,4275
2014,4,3248,3351,Regular,4105
2014,4,3250,3310,Regular,4242
2014,4,3261,3372,Regular,4024
2014,4,3268,3378,Regular,4342
2014,4,3272,3190,Regular,4213
2014,4,3273,3441,Regular,4208
2014,4,3274,3316,Regular,4084
2014,4,3279,3240,Regular,4260
2014,4,3280,3222,Regular,4157
2014,4,3281,3387,Regular,4329
2014,4,3287,3313,Regular,4223
2014,4,3298,3406,Regular,4348
2014,4,3301,3382,Regular,4287
2014,4,3304,3417,Regular,4195
2014,4,3305,3430,Regular,4257
2014,4,3314,3102,Regular,4061
2014,4,3318,3131,Regular,4039
2014,4,3326,3452,Regular,4224
2014,4,3328,3391,Regular,4247
2014,4,3329,3249,Regular,4335
2014,4,3336,3384,Regular,4355
2014,4,3337,3370,Regular,4313
2014,4,3338,3137,Regular,4270
2014,4,3339,3186,Regular,4274
2014,4,3344,3262,Regular,4204
2014,4,3346,3299,Regular,4143
2014,4,3349,3341,Regular,4276
2014,4,3367,3271,Regular,4279
2014,4,3369,3105,Regular,4245
2014,4,3371,3255,Regular,4320
2014,4,3376,3149,Regular,4079
2014,4,3377,3168,Regular,4127
2014,4,3381,3129,Regular,4035
2014,4,3385,3357,Regular,4116
2014,4,3386,3291,Regular,4266
2014,4,3388,3449,Regular,4222
2014,4,3392,3312,Regular,4337
2014,4,3394,3442,Regular,4085
2014,4,3396,3247,Regular,4266
2014,4,3397,3292,Regular,4228
2014,4,3404,3209,Regular,4212
2014,4,3407,3106,Regular,4220
2014,4,3408,3309,Regular,4237
2014,4,3411,3409,Regular,4351
2014,4,3416,3148,Regular,4258
2014,4,3418,3303,Regular,4181
2014,4,3424,3365,Regular,4188
2014,4,3425,3413,Regular,4090
2014,4,3428,3176,Regular,4301
2014,4,3435,3111,Regular,4233
2014,4,3444,3269,Regular,4007
2014,4,3453,3296,Regular,4135
2014,4,3455,3236,Regular,4368
2014,4,3460,3356,Regular,4055
2014,5,3113,3218,Regular,4343
2014,5,3120,3204,Regular,4018
2014,5,3124,3212,Regular,4362
2014,5,3132,3233,Regular,4238
2014,5,3136,3436,Regular,4317
2014,5,3163,3216,Regular,4149
2014,5,3173,3415,Regular,4162
2014,5,3177,3182,Regular,4071
2014,5,3180,3405,Regular,4346
2014,5,3193,3394,Regular,4085
2014,5,3203,3238,Regular,4363
2014,5,3217,3142,Regular,4071
2014,5,3231,3324,Regular,4032
2014,5,3232,3375,Regular,4344
2014,5,3237,3125,Regular,4161
