Season,Seed,TeamID
2014,W01,3163
2014,W02,3181
2014,W03,3401
2014,W04,3304
2014,W05,3301
2014,W06,3211
2014,W07,3177
2014,W08,3208
2014,W09,3386
2014,W10,3328
2014,W11,3241
2014,W12,3140
2014,W13,3201
2014,W14,3315
2014,W15,3457
2014,W16,3341
2014,X01,3376
2014,X02,3390
2014,X03,3336
2014,X04,3314
2014,X05,3277
2014,X06,3173
2014,X07,3235
2014,X08,3292
2014,X09,3333
2014,X10,3199
2014,X11,3196
2014,X12,3214
2014,X13,3404
2014,X14,3455
2014,X15,3377
2014,X16,3169
2014,Y01,3397
2014,Y02,3452
2014,Y03,3257
2014,Y04,3268
2014,Y05,3400
2014,Y06,3234
2014,Y07,3261
2014,Y08,3385
2014,Y09,3425
2014,Y10,3210
2014,Y11,3265
2014,Y12,3335
2014,Y13,3119
2014,Y14,3225
2014,Y15,3107
2014,Y16,3322
2014,Z01,3323
2014,Z02,3124
2014,Z03,3246
2014,Z04,3345
2014,Z05,3329
2014,Z06,3393
2014,Z07,3143
2014,Z08,3435
2014,Z09,3113
2014,Z10,3200
2014,Z11,3151
2014,Z12,3195
2014,Z13,3103
2014,Z14,3460
2014,Z15,3443
2014,Z16,3352
