Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2014,138,3113,69,3435,61,N,0,29,47,6,14,5,9,11,22,20,19,2,1,24,22,46,3,10,14,27,12,8,14,11,6,0,16
2014,138,3124,87,3443,74,H,0,30,60,6,18,21,31,15,28,24,9,5,4,19,28,59,8,20,10,13,5,19,21,7,5,1,24
2014,138,3140,72,3301,57,N,0,26,58,7,19,13,18,14,38,13,16,4,15,17,20,73,7,27,10,14,17,20,11,7,11,2,17
2014,138,3143,64,3200,63,N,0,25,62,1,8,13,16,16,19,16,9,7,7,12,25,49,7,13,6,8,5,22,17,16,2,1,17
2014,138,3177,104,3328,100,N,0,36,67,11,23,21,26,17,22,20,16,8,5,21,34,73,12,33,20,21,18,17,13,15,7,7,21
2014,138,3181,87,3457,45,H,0,34,63,6,15,13,17,16,33,21,13,13,7,11,15,55,9,23,6,7,7,16,11,17,6,1,16
2014,138,3199,55,3235,44,A,0,21,46,4,13,9,14,8,36,10,25,11,3,15,15,59,7,38,7,9,10,20,12,19,12,4,18
2014,138,3246,106,3460,60,H,0,44,80,7,14,11,15,18,49,19,22,4,12,22,19,83,3,18,19,32,21,19,2,13,9,4,14
2014,138,3304,74,3201,55,N,0,25,68,7,19,17,19,15,31,17,11,7,3,12,21,59,4,18,9,14,7,28,8,14,7,3,19
2014,138,3323,93,3352,42,N,0,38,64,10,18,7,10,15,30,23,13,8,4,18,14,52,7,21,7,11,10,12,9,17,6,1,11
2014,138,3329,61,3195,60,N,1,24,65,6,22,7,14,12,36,20,15,8,2,15,22,65,7,29,9,16,9,34,13,12,11,6,13
2014,138,3345,84,3103,55,H,0,36,67,8,20,4,6,17,33,27,18,5,6,15,20,64,3,18,12,16,13,15,14,12,10,3,10
2014,138,3385,71,3425,68,N,0,21,54,2,8,27,33,13,28,10,19,5,4,28,20,60,4,12,24,31,15,24,11,13,9,2,26
2014,138,3390,81,3377,62,N,0,34,71,10,29,3,6,16,25,25,8,4,4,15,24,55,6,18,8,11,7,23,14,13,5,2,17
2014,138,3393,59,3151,53,N,0,17,54,1,15,24,31,19,33,5,9,3,1,15,21,61,7,27,4,14,15,21,14,9,2,3,21
2014,138,3397,70,3322,46,H,0,25,62,3,11,17,18,17,30,18,12,5,4,12,19,53,3,19,5,8,6,21,11,14,6,1,18
2014,139,3163,87,3341,44,H,0,32,58,11,22,12,17,9,43,25,18,7,7,15,16,64,6,27,6,13,8,20,9,11,6,1,13
2014,139,3196,83,3173,69,N,0,30,64,5,20,18,23,15,26,14,18,10,1,15,26,57,6,20,11,14,5,21,13,18,9,5,18
2014,139,3234,87,3265,65,H,0,32,56,12,25,11,15,9,32,19,17,3,1,20,24,58,8,30,9,15,6,17,11,13,4,1,18
2014,139,3241,72,3211,63,N,0,23,63,4,18,22,25,13,34,15,10,5,6,18,23,70,4,20,13,18,16,28,18,11,6,5,18
2014,139,3257,88,3225,42,N,0,39,68,6,14,4,7,12,30,18,9,11,1,13,17,48,4,18,4,10,5,18,8,18,4,4,10
2014,139,3261,98,3210,78,H,0,35,70,4,10,24,30,21,36,14,23,6,7,18,30,76,4,22,14,17,12,18,10,15,14,5,23
2014,139,3268,90,3119,52,H,0,35,65,7,13,13,18,18,29,20,11,7,4,13,19,51,9,27,5,9,7,15,8,18,4,2,17
2014,139,3277,91,3214,61,N,0,32,61,6,18,21,28,10,44,18,20,8,9,17,22,81,2,18,15,21,18,24,6,12,10,3,22
2014,139,3314,60,3404,58,H,0,20,58,3,18,17,23,15,26,9,11,4,5,19,18,47,7,22,15,21,5,25,12,11,4,1,16
2014,139,3333,55,3292,36,N,0,18,55,10,28,9,13,14,35,13,13,6,10,16,14,61,2,17,6,13,17,24,4,12,7,2,17
2014,139,3336,62,3455,56,H,0,26,59,3,11,7,15,17,29,11,15,4,3,16,18,54,7,23,13,14,7,22,10,8,3,2,20
2014,139,3376,73,3169,58,N,0,22,50,2,9,27,42,15,37,17,11,1,8,16,21,68,5,15,11,15,13,23,8,5,3,4,28
2014,139,3386,67,3208,57,N,0,26,56,5,10,10,14,13,25,12,11,6,2,13,22,65,6,17,7,12,19,20,13,11,7,1,16
2014,139,3400,79,3335,61,N,0,29,56,3,9,18,18,12,32,11,18,6,1,19,25,66,5,17,6,10,13,15,12,10,5,5,17
2014,139,3401,70,3315,55,H,0,27,70,2,7,14,20,21,28,18,12,11,11,17,17,55,5,15,16,20,10,26,10,16,7,5,19
2014,139,3452,76,3107,61,N,0,23,54,5,22,25,34,12,27,9,15,9,4,25,23,50,1,6,14,29,9,24,12,16,6,1,26
2014,140,3124,75,3143,56,N,0,27,63,5,16,16,20,15,26,24,14,10,7,14,22,56,2,9,10,14,10,24,12,18,6,6,20
2014,140,3140,80,3304,76,N,0,28,55,10,23,14,20,8,32,17,15,3,6,19,25,66,6,21,20,23,9,22,14,6,7,2,18
2014,140,3177,74,3181,65,N,0,24,60,14,33,12,17,12,20,19,15,12,5,15,27,58,2,6,9,19,17,26,11,21,9,8,15
2014,140,3246,64,3393,59,N,0,21,58,4,12,18,28,16,22,12,15,15,6,19,21,63,5,25,12,16,18,23,6,23,4,4,24
2014,140,3323,84,3113,67,N,0,28,57,3,6,25,32,17,22,19,22,9,4,22,21,56,3,14,22,26,13,18,5,22,9,1,27
2014,140,3329,73,3345,66,N,0,24,56,3,10,22,32,11,30,14,16,9,4,19,23,61,5,16,15,23,14,26,14,18,9,4,22
2014,140,3390,63,3199,44,N,0,23,47,5,19,12,15,3,29,18,12,7,2,12,18,58,3,20,5,9,12,23,10,15,7,1,14
