Season,Seed,TeamID
2021,W01,3390
2021,W02,3257
2021,W03,3208
2021,W04,3116
2021,W05,3283
2021,W06,3332
2021,W07,3321
2021,W08,3329
2021,W09,3448
2021,W10,3416
2021,W11,3377
2021,W12,3413
2021,W13,3460
2021,W14,3180
2021,W15,3265
2021,W16,3430
2021,X01,3376
2021,X02,3268
2021,X03,3417
2021,X04,3452
2021,X05,3210
2021,X06,3400
2021,X07,3104
2021,X08,3333
2021,X09,3199
2021,X10,3314
2021,X11,3133
2021,X12,3372
2021,X13,3250
2021,X14,3461
2021,X15,3291
2021,X16,3273
2021,Y01,3301
2021,Y02,3401
2021,Y03,3112
2021,Y04,3231
2021,Y05,3211
2021,Y06,3353
2021,Y07,3235
2021,Y08,3378
2021,Y09,3450
2021,Y10,3277
2021,Y11,3140
2021,Y12,3125
2021,Y13,3433
2021,Y14,3392
2021,Y15,3407
2021,Y16,3299
2021,Z01,3163
2021,Z02,3124
2021,Z03,3397
2021,Z04,3246
2021,Z05,3234
2021,Z06,3276
2021,Z07,3439
2021,Z08,3393
2021,Z09,3355
2021,Z10,3266
2021,Z11,3195
2021,Z12,3141
2021,Z13,3226
2021,Z14,3292
2021,Z15,3238
2021,Z16,3219
