Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2017,11,3104,78,3309,57,H,0,29,65,2,14,18,29,15,28,11,12,13,1,14,22,59,7,18,6,9,11,27,9,22,3,2,25
2017,11,3110,77,3464,64,A,0,29,53,8,16,11,16,6,32,20,18,6,6,29,18,64,3,24,25,28,15,19,11,15,7,1,19
2017,11,3113,76,3229,40,H,0,28,67,6,16,14,22,26,24,17,19,17,10,17,16,47,0,6,8,13,10,16,3,27,9,5,18
2017,11,3114,55,3317,44,H,0,17,47,2,9,19,27,17,25,6,18,5,4,14,17,54,5,15,5,8,14,18,13,20,5,4,23
2017,11,3116,71,3358,39,H,0,24,55,7,14,16,23,10,25,16,11,10,5,14,14,52,4,21,7,8,13,25,7,27,4,2,18
2017,11,3120,61,3407,52,H,0,22,69,5,24,12,21,14,26,15,23,22,6,21,18,57,8,29,8,11,11,38,11,38,12,2,25
2017,11,3123,88,3115,60,H,0,29,57,7,19,23,38,15,29,23,18,9,3,18,20,69,4,18,16,17,20,20,13,22,6,2,28
2017,11,3124,118,3223,43,H,0,44,82,5,14,25,37,27,35,30,12,10,13,14,15,58,7,23,6,10,8,19,9,27,2,0,31
2017,11,3125,85,3236,59,A,0,29,63,10,26,17,27,11,34,17,10,4,5,11,24,66,4,10,7,11,7,25,11,13,2,1,25
2017,11,3135,83,3224,78,H,0,27,59,6,17,23,30,11,27,17,25,15,4,22,27,66,10,31,14,14,12,24,19,25,14,4,27
2017,11,3136,63,3436,57,A,0,23,62,1,16,16,19,15,26,14,13,7,4,15,21,50,7,16,8,11,5,25,13,20,9,6,16
2017,11,3137,67,3127,57,A,0,28,64,5,17,6,8,16,33,14,17,5,3,16,20,62,10,29,7,10,10,22,8,9,10,3,12
2017,11,3138,61,3269,47,H,0,20,58,8,24,13,18,20,26,14,25,13,4,19,17,54,5,16,8,12,13,21,7,24,11,4,22
2017,11,3140,68,3430,50,A,0,24,53,6,14,14,21,9,25,14,22,15,6,32,10,51,7,26,23,36,23,24,8,27,11,1,24
2017,11,3143,74,3388,67,A,0,27,57,7,25,13,20,11,22,15,16,10,4,19,25,60,5,20,12,15,13,21,15,18,8,1,20
2017,11,3150,63,3458,48,H,0,24,65,10,23,5,12,11,35,13,15,12,3,19,15,63,5,26,13,20,18,34,9,20,8,3,13
2017,11,3151,66,3353,53,A,0,23,56,3,14,17,18,14,21,10,10,3,4,11,21,52,2,10,9,12,11,19,16,11,6,5,19
2017,11,3153,83,3369,75,A,0,30,81,7,23,16,23,31,19,13,14,12,4,17,33,70,7,21,2,5,20,23,21,22,2,5,23
2017,11,3155,64,3157,57,H,0,18,62,2,16,26,41,24,25,11,13,10,4,19,19,67,3,16,16,26,28,27,9,21,8,3,26
2017,11,3160,83,3294,62,A,0,32,63,9,22,10,16,14,31,14,15,12,1,13,23,60,10,25,6,10,10,23,13,15,4,3,16
2017,11,3161,69,3303,42,H,0,27,61,8,21,7,8,13,26,18,9,10,1,15,15,47,3,14,9,14,9,20,5,16,3,1,12
2017,11,3165,61,3306,56,H,0,22,54,3,10,14,21,5,20,16,10,10,1,15,21,55,5,17,9,12,16,29,12,24,3,1,20
2017,11,3169,99,3340,72,H,0,38,72,9,22,14,26,15,36,24,26,9,4,36,22,66,3,10,25,44,16,24,17,23,7,2,24
2017,11,3171,61,3148,51,H,0,22,60,4,13,13,21,17,28,12,11,4,3,16,18,64,6,19,9,11,17,27,8,12,4,0,21
2017,11,3176,65,3102,52,H,0,26,67,4,14,9,16,13,33,12,15,9,1,24,17,58,3,15,15,24,10,29,7,18,4,3,23
2017,11,3177,99,3111,58,H,0,37,73,12,31,13,19,13,33,24,20,16,5,26,17,55,4,14,20,34,11,27,6,32,4,1,23
2017,11,3178,90,3175,71,A,0,29,64,11,28,21,35,12,37,18,19,6,2,28,24,67,4,20,19,28,9,29,8,18,10,2,31
