Season,SecondaryTourney,TeamID
2002,NIT,1113
2002,NIT,1123
2002,NIT,1132
2002,NIT,1139
2002,NIT,1140
2002,NIT,1173
2002,NIT,1178
2002,NIT,1201
2002,NIT,1206
2002,NIT,1209
2002,NIT,1222
2002,NIT,1234
2002,NIT,1256
2002,NIT,1257
2002,NIT,1261
2002,NIT,1264
2002,NIT,1272
2002,NIT,1278
2002,NIT,1286
2002,NIT,1307
2002,NIT,1343
2002,NIT,1350
2002,NIT,1353
2002,NIT,1376
2002,NIT,1378
2002,NIT,1382
2002,NIT,1386
2002,NIT,1393
2002,NIT,1396
2002,NIT,1399
2002,NIT,1414
2002,NIT,1418
2002,NIT,1422
2002,NIT,1424
2002,NIT,1429
2002,NIT,1435
2002,NIT,1437
2002,NIT,1438
2002,NIT,1447
2002,NIT,1463
