Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2002,a_sun,122,1194,1239
2002,a_sun,122,1209,1125
2002,a_sun,122,1240,1407
2002,a_sun,122,1416,1359
2002,a_sun,123,1194,1240
2002,a_sun,123,1209,1416
2002,a_sun,124,1194,1209
2002,a_ten,128,1173,1348
2002,a_ten,128,1247,1200
2002,a_ten,128,1269,1203
2002,a_ten,128,1382,1182
2002,a_ten,129,1173,1386
2002,a_ten,129,1247,1396
2002,a_ten,129,1350,1382
2002,a_ten,129,1462,1269
2002,a_ten,130,1350,1247
2002,a_ten,130,1462,1173
2002,a_ten,131,1462,1350
2002,acc,129,1199,1155
2002,acc,130,1181,1314
2002,acc,130,1268,1199
2002,acc,130,1301,1438
2002,acc,130,1448,1210
2002,acc,131,1181,1448
2002,acc,131,1301,1268
2002,acc,132,1181,1301
2002,aec,124,1131,1318
2002,aec,124,1216,1107
2002,aec,124,1263,1306
2002,aec,124,1436,1392
2002,aec,125,1131,1216
2002,aec,125,1263,1436
2002,aec,131,1131,1263
2002,big_east,128,1130,1353
2002,big_east,128,1207,1344
2002,big_east,128,1385,1371
2002,big_east,128,1437,1393
2002,big_east,129,1163,1437
2002,big_east,129,1274,1207
2002,big_east,129,1323,1385
2002,big_east,129,1338,1130
2002,big_east,130,1163,1323
2002,big_east,130,1338,1274
2002,big_east,131,1163,1338
2002,big_sky,129,1285,1319
2002,big_sky,129,1451,1340
2002,big_sky,130,1186,1451
2002,big_sky,130,1285,1286
2002,big_sky,131,1285,1186
2002,big_south,122,1189,1149
2002,big_south,122,1219,1421
2002,big_south,122,1347,1157
2002,big_south,122,1457,1251
2002,big_south,123,1219,1347
2002,big_south,123,1457,1189
2002,big_south,124,1457,1219
2002,big_ten,129,1234,1345
2002,big_ten,129,1276,1321
2002,big_ten,129,1278,1336
2002,big_ten,130,1228,1278
2002,big_ten,130,1231,1277
2002,big_ten,130,1234,1458
2002,big_ten,130,1326,1276
2002,big_ten,131,1234,1231
2002,big_ten,131,1326,1228
2002,big_ten,132,1326,1234
2002,big_twelve,129,1160,1304
2002,big_twelve,129,1243,1124
2002,big_twelve,129,1281,1235
2002,big_twelve,129,1403,1401
2002,big_twelve,130,1242,1160
2002,big_twelve,130,1328,1243
2002,big_twelve,130,1400,1281
2002,big_twelve,130,1403,1329
2002,big_twelve,131,1242,1403
2002,big_twelve,131,1328,1400
2002,big_twelve,132,1328,1242
2002,big_west,129,1334,1169
2002,big_west,129,1364,1142
2002,big_west,129,1414,1253
2002,big_west,129,1429,1225
2002,big_west,130,1364,1414
2002,big_west,130,1429,1334
2002,big_west,131,1364,1429
2002,caa,123,1220,1406
2002,caa,123,1241,1456
2002,caa,124,1174,1180
2002,caa,124,1220,1206
